credit_id,state,year,filing_status,key_concept,income_lower,income_upper,value
cli_poverty_guideline,VA,2017,0,1,0,Inf,12060
cli_poverty_guideline,VA,2017,0,2,0,Inf,16240
cli_poverty_guideline,VA,2017,0,3,0,Inf,20420
cli_poverty_guideline,VA,2017,0,4,0,Inf,24600
cli_poverty_guideline,VA,2017,0,5,0,Inf,28780
cli_poverty_guideline,VA,2017,0,6,0,Inf,32960
cli_poverty_guideline,VA,2017,0,7,0,Inf,37140
cli_poverty_guideline,VA,2017,0,8,0,Inf,41320
cli_poverty_guideline,VA,2018,0,1,0,Inf,12140
cli_poverty_guideline,VA,2018,0,2,0,Inf,16460
cli_poverty_guideline,VA,2018,0,3,0,Inf,20780
cli_poverty_guideline,VA,2018,0,4,0,Inf,25100
cli_poverty_guideline,VA,2018,0,5,0,Inf,29420
cli_poverty_guideline,VA,2018,0,6,0,Inf,33740
cli_poverty_guideline,VA,2018,0,7,0,Inf,38060
cli_poverty_guideline,VA,2018,0,8,0,Inf,42380
cli_poverty_guideline,VA,2019,0,1,0,Inf,12490
cli_poverty_guideline,VA,2019,0,2,0,Inf,16910
cli_poverty_guideline,VA,2019,0,3,0,Inf,21330
cli_poverty_guideline,VA,2019,0,4,0,Inf,25750
cli_poverty_guideline,VA,2019,0,5,0,Inf,30170
cli_poverty_guideline,VA,2019,0,6,0,Inf,34590
cli_poverty_guideline,VA,2019,0,7,0,Inf,39010
cli_poverty_guideline,VA,2019,0,8,0,Inf,43430
cli_poverty_guideline,VA,2020,0,1,0,Inf,12760
cli_poverty_guideline,VA,2020,0,2,0,Inf,17240
cli_poverty_guideline,VA,2020,0,3,0,Inf,21720
cli_poverty_guideline,VA,2020,0,4,0,Inf,26200
cli_poverty_guideline,VA,2020,0,5,0,Inf,30680
cli_poverty_guideline,VA,2020,0,6,0,Inf,35160
cli_poverty_guideline,VA,2020,0,7,0,Inf,39640
cli_poverty_guideline,VA,2020,0,8,0,Inf,44120
cli_poverty_guideline,VA,2021,0,1,0,Inf,12880
cli_poverty_guideline,VA,2021,0,2,0,Inf,17420
cli_poverty_guideline,VA,2021,0,3,0,Inf,21960
cli_poverty_guideline,VA,2021,0,4,0,Inf,26500
cli_poverty_guideline,VA,2021,0,5,0,Inf,31040
cli_poverty_guideline,VA,2021,0,6,0,Inf,35580
cli_poverty_guideline,VA,2021,0,7,0,Inf,40120
cli_poverty_guideline,VA,2021,0,8,0,Inf,44660
cli_poverty_guideline,VA,2022,0,1,0,Inf,13590
cli_poverty_guideline,VA,2022,0,2,0,Inf,18310
cli_poverty_guideline,VA,2022,0,3,0,Inf,23030
cli_poverty_guideline,VA,2022,0,4,0,Inf,27750
cli_poverty_guideline,VA,2022,0,5,0,Inf,32470
cli_poverty_guideline,VA,2022,0,6,0,Inf,37190
cli_poverty_guideline,VA,2022,0,7,0,Inf,41910
cli_poverty_guideline,VA,2022,0,8,0,Inf,46630
cli_poverty_guideline,VA,2023,0,1,0,Inf,14580
cli_poverty_guideline,VA,2023,0,2,0,Inf,19720
cli_poverty_guideline,VA,2023,0,3,0,Inf,24860
cli_poverty_guideline,VA,2023,0,4,0,Inf,30000
cli_poverty_guideline,VA,2023,0,5,0,Inf,35140
cli_poverty_guideline,VA,2023,0,6,0,Inf,40280
cli_poverty_guideline,VA,2023,0,7,0,Inf,45420
cli_poverty_guideline,VA,2023,0,8,0,Inf,50560
cli_poverty_guideline,VA,2024,0,1,0,Inf,15060
cli_poverty_guideline,VA,2024,0,2,0,Inf,20440
cli_poverty_guideline,VA,2024,0,3,0,Inf,25820
cli_poverty_guideline,VA,2024,0,4,0,Inf,31200
cli_poverty_guideline,VA,2024,0,5,0,Inf,36580
cli_poverty_guideline,VA,2024,0,6,0,Inf,41960
cli_poverty_guideline,VA,2024,0,7,0,Inf,47340
cli_poverty_guideline,VA,2024,0,8,0,Inf,52720
cli_poverty_guideline,VA,2025,0,1,0,Inf,15650
cli_poverty_guideline,VA,2025,0,2,0,Inf,21150
cli_poverty_guideline,VA,2025,0,3,0,Inf,26650
cli_poverty_guideline,VA,2025,0,4,0,Inf,32150
cli_poverty_guideline,VA,2025,0,5,0,Inf,37650
cli_poverty_guideline,VA,2025,0,6,0,Inf,43150
cli_poverty_guideline,VA,2025,0,7,0,Inf,48650
cli_poverty_guideline,VA,2025,0,8,0,Inf,54150
