target_E_full,divisor,slope,eta_star,grid_eta,grid_E_full,tax_data_vintage
-2.5210084033613445,0.238,1.0155107243891046,2.48250298378473,2 2.3992 3,-2.0483 -2.4395 -3.0325,2026070814
