scenario,pass,year,liab_iit_net,liab_iit,agi,cap_income,txbl_int,exempt_int,div_ord,div_pref,txbl_kg,net_rent,net_estate,sch_e,sole_prop,part_scorp,farm,est_tax,wealth_tax,rcpt_income,rcpt_estate,rcpt_wealth,rcpt_payroll
warren_s50,static,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,651.735287098699,3790.10227444121,47.152,623.352704533209,2381.63218383231
warren_s50,static,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,680.284027803206,3969.43328327393,50.675,651.735287098699,2472.74346752298
warren_s50,conventional,2026,2456.4958442297,2575.15222374425,18425.2182006691,6236.06503752753,216.865328748613,120.407209856156,106.596068245614,399.970338591052,1525.77223268627,101.286103319511,53.826300248975,1609.243121994,628.434629490342,1454.13071842552,19.5329859214801,35.8285858388032,279.896314238726,,,,
warren_s50,conventional,2027,2557.61687911883,2678.52576091077,19103.8014072341,6397.28336815429,232.30096223476,128.721777616464,106.59199393324,400.091045218023,1462.81552322293,104.618026785089,55.3431401544426,1691.85407004743,662.74181434048,1531.8929031079,20.3121114935446,37.6342706036543,292.590220551506,2634.29885767995,35.1453885953934,279.896314238726,1747.45022016112
warren_s50,conventional,2028,2631.9377904451,2752.24355545012,19638.8472686196,6423.99829192262,253.076077757379,139.733087601089,106.437389668736,399.694072156196,1378.97539755222,107.231289503939,56.5645955093131,1724.77321921307,676.132194574066,1560.97733419982,20.4036341868041,39.2028855121064,306.042568100596,2714.16497320974,35.5934605365554,292.590220551506,1819.04070564996
warren_s50,conventional,2029,2792.06940612292,2911.35655892342,20372.0664963793,6679.09153481674,272.907187415824,150.350253054633,106.190569580673,398.544948849032,1348.41410646774,109.508322059853,57.5296696813157,1830.48137702022,720.264140960054,1663.44338527905,21.4575744483454,41.1624413720034,318.460057825503,2854.77108187845,35.1706004449345,306.042568100596,1894.38550293471
warren_s50,conventional,2030,2959.85635876197,3077.82536220534,21085.5500900703,6900.79473896518,281.648620910037,154.783425212267,111.069222463687,416.907835350377,1350.46324540543,111.160668684357,58.1680261439671,1905.70995338228,752.231962650628,1736.38125855396,22.2705202081897,43.2693848814027,332.21711095154,3021.37603723024,35.5478173597506,318.460057825503,1970.80832934563
warren_s50,conventional,2031,3096.90617652549,3214.97791953384,21870.9224508906,7154.46000943269,290.119709067179,159.137081467505,117.561649628127,441.337580050284,1372.22819683202,113.248997707296,59.3216808667208,1983.4285776919,784.213340893197,1810.85789911788,23.0052961105893,45.4236925464101,346.616007398018,3166.23128119553,36.6303877120128,332.21711095154,2049.4100001745
warren_s50,conventional,2032,3243.19161610877,3360.97117066289,22695.9321714417,7426.52674946706,299.946121172157,164.203145724065,124.805675212998,468.35570246068,1405.55820495387,115.730440279149,60.646169022182,2061.34803474902,817.301269726411,1884.97142544769,23.6605607188493,47.6259769697875,360.249056021285,3310.42918087691,38.2942993181247,346.616007398018,2129.21040466569
warren_s50,conventional,2033,3392.01733373218,3510.15814326295,23547.370743528,7704.61354364094,307.636726011987,168.040669588755,132.397825966513,497.00460342658,1446.3549910014,118.983766302442,62.400303097789,2139.33127630668,850.111000939996,1957.94720690645,24.4051740923567,49.8985153595137,375.571122261787,3458.73753724209,40.2088749063613,360.249056021285,2210.48306834592
warren_s50,conventional,2034,3551.89207087602,3669.89504140195,24434.0987532089,7995.56150633909,315.682745528916,172.143099670322,140.0145701762,525.496505473298,1492.17074812635,122.711977443013,64.2493758245824,2220.38320054749,884.012101869701,2033.4218472799,25.2753343993201,52.2413392385414,390.946163042794,3615.66373549245,42.5095894939145,375.571122261787,2294.19915526978
warren_s50,conventional,2035,3720.48374297524,3838.68632344241,25376.595769935,8301.97337178585,321.6852229547,175.032506045405,147.698773989139,554.344530662262,1543.00138696304,126.893311299826,66.1979399295621,2306.74240987515,920.514134420866,2113.65115864576,26.211997000128,54.8247486618549,407.342957075685,3781.94779864618,45.2704540342927,390.946163042794,2381.60817004562
warren_s50,conventional,2036,3903.26603642075,4020.78181285897,26351.8040552901,8605.12372890552,326.358334790048,177.540870105669,155.179930318631,582.611266946857,1594.69086888133,131.179514890531,68.2873309775195,2392.49031154193,956.936345959638,2193.02346567388,26.8254888194913,57.6354972758586,423.880230731953,3960.21739226517,48.4535361558047,407.342957075685,2472.71614245816
nd_s0,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,1409.57487645994,,,,
nd_s0,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,1478.36333647416,2635.7510282386,35.207,1409.57487645994,1747.45358789745
nd_s0,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,1551.01177559267,2716.2991714533,35.861,1478.36333647416,1819.04616539138
nd_s0,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,1620.52774846703,2857.60410053916,35.609,1551.01177559267,1894.39322129714
nd_s0,static,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,1695.01978180831,3024.9617062245,36.166,1620.52774846703,1970.81845093553
nd_s0,static,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,1773.37870204475,3170.61254785227,37.441,1695.01978180831,2049.422616636
nd_s0,static,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,1849.60275973577,3315.66646890455,39.228,1773.37870204475,2129.22565262764
nd_s0,static,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,1933.99864568622,3464.88309572795,41.391,1849.60275973577,2210.50098064455
nd_s0,static,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,2020.08586184517,3622.79453029058,43.989,1933.99864568622,2294.22004153031
nd_s0,static,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,2111.69565167498,3790.10227444121,47.152,2020.08586184517,2381.63218383231
nd_s0,static,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,2204.86310823538,3969.43328327393,50.675,2111.69565167498,2472.74346752298
nd_s0,conventional,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,354.040044760889,,,,
nd_s0,conventional,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,368.993600967145,2635.7510282386,35.207,354.040044760889,1747.45358789745
nd_s0,conventional,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,385.949861736353,2716.2991714533,35.861,368.993600967145,1819.04616539138
nd_s0,conventional,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,401.625117302009,2857.60410053916,35.609,385.949861736353,1894.39322129714
nd_s0,conventional,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,418.852917647393,3024.9617062245,36.166,401.625117302009,1970.81845093553
nd_s0,conventional,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,438.102580701186,3170.61254785227,37.441,418.852917647393,2049.422616636
nd_s0,conventional,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,453.519218921634,3315.66646890455,39.228,438.102580701186,2129.22565262764
nd_s0,conventional,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,473.604698444827,3464.88309572795,41.391,453.519218921634,2210.50098064455
nd_s0,conventional,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,494.069709813558,3622.79453029058,43.989,473.604698444827,2294.22004153031
nd_s0,conventional,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,516.712077428845,3790.10227444121,47.152,494.069709813558,2381.63218383231
nd_s0,conventional,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,538.075422704623,3969.43328327393,50.675,516.712077428845,2472.74346752298
nd_s50,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,35.8901972434098,1409.57487645994,,,,
nd_s50,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,37.901810067099,1478.36333647416,2635.7510282386,35.207,1409.57487645994,1747.45358789745
nd_s50,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,39.641285067172,1551.01177559267,2716.2991714533,35.861,1478.36333647416,1819.04616539138
nd_s50,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,41.7806240122528,1620.52774846703,2857.60410053916,35.609,1551.01177559267,1894.39322129714
nd_s50,static,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,44.0799971693899,1695.01978180831,3024.9617062245,36.166,1620.52774846703,1970.81845093553
nd_s50,static,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,46.3573932282854,1773.37870204475,3170.61254785227,37.441,1695.01978180831,2049.422616636
nd_s50,static,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,48.8081020634262,1849.60275973577,3315.66646890455,39.228,1773.37870204475,2129.22565262764
nd_s50,static,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,51.3779258655992,1933.99864568622,3464.88309572795,41.391,1849.60275973577,2210.50098064455
nd_s50,static,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,54.1228852042488,2020.08586184517,3622.79453029058,43.989,1933.99864568622,2294.22004153031
nd_s50,static,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,57.0462125060503,2111.69565167498,3790.10227444121,47.152,2020.08586184517,2381.63218383231
nd_s50,static,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,60.2156333560436,2204.86310823538,3969.43328327393,50.675,2111.69565167498,2472.74346752298
nd_s50,conventional,2026,2456.28026460651,2574.93665677511,18424.3858955233,6235.09920832649,216.813642418594,120.38293146726,106.576602060756,399.869578440681,1525.23095599126,101.269486820582,53.8094555703848,1609.13398355128,628.426295479251,1454.05504116031,19.5312353661319,35.8109161710355,352.146862549788,,,,
nd_s50,conventional,2027,2557.19033858646,2678.09923627591,19102.1647069114,6395.36097011163,232.194190654314,128.671858778267,106.555424490127,399.903086338218,1461.7680878583,104.582264809587,55.310547033726,1691.61855102395,662.723596856452,1531.72573918064,20.3076230880608,37.575805581918,365.410339522357,2633.88394120142,35.1277189276256,352.146862549788,1747.44934106361
nd_s50,conventional,2028,2631.33357079783,2751.63936390867,19636.5457098726,6421.26923412155,252.908795699234,139.653862453005,106.384376031266,399.423832388182,1377.5455538321,107.178513930083,56.5154432948127,1724.42536040228,676.105075150558,1560.73140317738,20.3970177626354,39.1194539540422,380.545067992332,2713.57120645475,35.5349955148191,365.410339522357,1819.03930665998
nd_s50,conventional,2029,2791.29592236489,2910.5831114918,20369.1405040339,6675.5911993577,272.679078691593,150.24380374281,106.12473543169,398.210125903198,1346.63030951262,109.440255222442,57.4661571326611,1830.01402574225,720.226294212236,1663.10761338714,21.4488003790623,41.0409722717043,394.346990417429,2854.00894251035,35.0871688868703,380.545067992332,1894.38354999329
nd_s50,conventional,2030,2958.90616969764,3076.87520569752,21081.9587842497,6896.48052329976,281.363866560629,154.649519209205,110.986643738847,416.489452894474,1348.30481633867,111.076317991305,58.0914744671271,1905.12148497305,752.18353445506,1735.95369251461,22.2597201567838,43.1278216757666,409.452937767262,3020.43694987046,35.4263482594515,394.346990417429,1970.80580424302
nd_s50,conventional,2031,3095.78587011013,3213.8576373446,21866.6875879744,7149.36743407602,289.783463733638,158.978532747938,117.4615068429,440.833721034751,1369.7015160634,113.152148844929,59.2320165928055,1982.73015113757,784.155484737104,1810.34598569984,22.9929066411484,45.2322268415592,426.33418164878,3165.1172448995,36.4888245063767,409.452937767262,2049.40694856828
nd_s50,conventional,2032,3241.89273618957,3359.67229262223,22691.0219269838,7420.61783622255,299.553773509027,164.018581338516,124.686513513796,467.760453501641,1402.6490797492,115.618925106413,60.5442839950939,2060.53477465622,817.234033760801,1884.37156555471,23.6458515371364,47.425627155695,439.401017029243,3309.14404108107,38.1028336132739,426.33418164878,2129.20681594756
nd_s50,conventional,2033,3390.54215672305,3508.68296921899,23541.7894795051,7697.89884040299,307.193616536414,167.833991375797,132.25871005561,496.312689204701,1443.0655087194,118.858151237965,62.2842306120745,2138.40538401991,850.034839667928,1957.26300216987,24.3887168033294,49.6383199096884,456.667455945359,3457.26923014953,40.0085250922688,439.401017029243,2210.47899083084
nd_s50,conventional,2034,3550.22700747371,3668.22998125796,24427.807910543,7987.99274289527,315.18573196695,171.912581194635,139.853128618178,524.702949237651,1488.48363212689,122.571034038682,64.1197459286218,2219.33677184311,883.924932630069,2032.64599187581,25.2562434346629,51.9432677881836,474.221072891292,3614.0134840698,42.2493940440892,456.667455945359,2294.19451886568
nd_s50,conventional,2035,3718.62836261827,3836.83094570292,25369.584884853,8293.54094123997,321.142099879797,174.782361011184,147.516800907263,553.44254962197,1538.90580709024,126.735398454012,66.0525635804757,2305.57210965994,920.416580577067,2112.78414762545,26.1905228325781,54.4875475470573,493.521834115908,3780.10370949754,44.9723825839348,474.221072891292,2381.60296560323
nd_s50,conventional,2036,3901.22594473555,4018.74172425711,26344.0891054818,8595.84572378505,325.77143380691,177.271652756827,154.977688400727,581.608729500272,1590.19096819118,131.005718026044,68.1260175254567,2391.19768533368,956.828168312553,2192.06594978218,26.8017121492155,57.257868580452,511.469143789929,3958.18836546522,48.116335041007,493.521834115908,2472.71040464908
estate2009_s0,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,70.8855594013149,0,,,,
estate2009_s0,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,75.0705039007988,0,2635.7510282386,70.2023621579051,0,1747.45358789745
estate2009_s0,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,78.8700386875621,0,2716.2991714533,73.0296938336999,0,1819.04616539138
estate2009_s0,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,83.2573792819512,0,2857.60410053916,74.8377536203901,0,1894.39322129714
estate2009_s0,static,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,87.8876072632414,0,3024.9617062245,77.6427552696983,0,1970.81845093553
estate2009_s0,static,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,92.6291853368102,0,3170.61254785227,81.2486100938516,0,2049.422616636
estate2009_s0,static,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,97.6910906452183,0,3315.66646890455,85.4997921085248,0,2129.22565262764
estate2009_s0,static,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,102.836465260775,0,3464.88309572795,90.2739885817921,0,2210.50098064455
estate2009_s0,static,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,108.466850790389,0,3622.79453029058,95.4475393951757,0,2294.22004153031
estate2009_s0,static,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,114.221160060938,0,3790.10227444121,101.49596558614,0,2381.63218383231
estate2009_s0,static,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,120.531786447965,0,3969.43328327393,107.849947554887,0,2472.74346752298
estate2009_s0,conventional,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,70.8855594013149,0,,,,
estate2009_s0,conventional,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,75.0705039007988,0,2635.7510282386,70.2023621579051,0,1747.45358789745
estate2009_s0,conventional,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,78.8700386875621,0,2716.2991714533,73.0296938336999,0,1819.04616539138
estate2009_s0,conventional,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,83.2573792819512,0,2857.60410053916,74.8377536203901,0,1894.39322129714
estate2009_s0,conventional,2030,2963.48753144072,3081.45639170548,21099.3106402018,6917.33456658046,282.770034975786,155.296735902137,111.389067678048,418.508643792011,1358.69711370548,111.485770880549,58.4762876229537,1907.97395175489,752.412280861549,1738.01189325139,22.3127861556531,87.8876072632414,0,3024.9617062245,77.6427552696983,0,1970.81845093553
estate2009_s0,conventional,2031,3101.336028482,3219.40769284909,21887.697198946,7174.65589936239,291.487194189576,159.763057120955,117.962180731064,443.345420945967,1382.16058411442,113.643713872826,59.6962293881061,1986.2214608591,784.437258297044,1812.88151759817,23.0572822451565,92.6291853368102,0,3170.61254785227,81.2486100938516,0,2049.422616636
estate2009_s0,conventional,2032,3248.47557067266,3366.25507232528,22715.9379738186,7450.62631750748,301.579045546446,164.949539397927,125.297580628057,470.810360229596,1417.31054579079,116.196912728792,61.0878794499138,2064.69273949547,817.570222675092,1887.40794731676,23.7235442486377,97.6910906452183,0,3315.66646890455,85.4997921085248,0,2129.22565262764
estate2009_s0,conventional,2033,3398.21953448979,3516.36028852326,23570.8467069116,7732.8879986684,309.533608045245,168.907502724116,132.989930106193,499.958055097625,1460.07349691513,119.526021364743,62.9211262718338,2143.26024926123,850.426178265467,1960.81310162465,24.4787289921582,102.836465260775,0,3464.88309572795,90.2739885817921,0,2210.50098064455
estate2009_s0,conventional,2034,3559.07731950426,3677.08022738397,24461.2832707329,8028.31036783631,317.858734330895,173.136517822937,140.719497906704,528.992438218877,1507.95728282482,123.342939962348,64.8494157607477,2224.95153300954,884.380022307292,2036.75917728644,25.3628084057106,108.466850790389,0,3622.79453029058,95.4475393951757,0,2294.22004153031
estate2009_s0,conventional,2035,3728.69902282921,3846.90155098367,25407.6833900103,8339.4100997262,324.127021098798,176.145684915578,148.517229555582,558.420973531685,1560.99556325485,127.616064370389,66.8852634298485,2311.97588967663,920.939467118796,2117.47456187639,26.3123808976466,114.221160060938,0,3790.10227444121,101.49596558614,0,2381.63218383231
estate2009_s0,conventional,2036,3912.54608190719,4030.06179923838,26386.9358324998,8647.42144624778,329.06156813782,178.770912344324,156.111549341198,587.278559968425,1614.9877884856,132.002552557447,69.067800504578,2398.42380668028,957.424649248744,2197.35345361825,26.9388053611121,120.531786447965,0,3969.43328327393,107.849947554887,0,2472.74346752298
estate2009_s50,static,2026,2457.24046124847,2575.89681178262,18428.0957335566,6239.41191610162,217.046719893516,120.489932890724,106.661238356647,400.301209478836,1527.65020653183,101.34514936312,53.8855322148222,1609.62934481003,628.463798834485,1454.39866323209,19.5401204955132,70.8855594013149,0,,,,
estate2009_s50,static,2027,2559.10939038195,2680.018239098,19109.5388650346,6404.02631425425,232.686089245278,128.897704189157,106.720866204094,400.736309557627,1466.48541557074,104.743445221568,55.4628087669523,1692.6827886669,662.80656661026,1532.47653467838,20.3277855432916,75.0705039007988,0,2635.7510282386,70.2023621579051,0,1747.45358789745
estate2009_s50,static,2028,2634.11380240068,2754.41949892357,19647.1499994736,6433.85382591228,253.697524630341,140.017992151089,106.62799017712,400.649982196676,1384.12249729573,107.423918652609,56.7469498692314,1726.0397824723,676.230593197082,1561.86891395046,20.4276813196527,78.8700386875621,0,2716.2991714533,73.0296938336999,0,1819.04616539138
estate2009_s50,static,2029,2794.94837092297,2914.23538933672,20382.9829722364,6692.16829315121,273.785285098013,150.750795709714,106.437967212121,399.788088028744,1355.03370021042,109.765726727256,57.7763096389834,1832.23941854393,720.403070513519,1664.69738217769,21.4905492908228,83.2573792819512,0,2857.60410053916,74.8377536203901,0,1894.39322129714
