credit_id,state,year,filing_status,key_concept,income_lower,income_upper,value
retirement_subtraction_factor,CT,2017,2,0,-Inf,99999,1
retirement_subtraction_factor,CT,2017,3,0,-Inf,74999,1
retirement_subtraction_factor,CT,2017,4,0,-Inf,74999,1
retirement_subtraction_factor,CT,2024,1,0,-Inf,74999,1
retirement_subtraction_factor,CT,2024,1,0,75000,77499,0.85
retirement_subtraction_factor,CT,2024,1,0,77500,79999,0.7
retirement_subtraction_factor,CT,2024,1,0,80000,82499,0.55
retirement_subtraction_factor,CT,2024,1,0,82500,84999,0.4
retirement_subtraction_factor,CT,2024,1,0,85000,87499,0.25
retirement_subtraction_factor,CT,2024,1,0,87500,89999,0.1
retirement_subtraction_factor,CT,2024,1,0,90000,94999,0.05
retirement_subtraction_factor,CT,2024,1,0,95000,99999,0.025
retirement_subtraction_factor,CT,2024,2,0,-Inf,99999,1
retirement_subtraction_factor,CT,2024,2,0,100000,104999,0.85
retirement_subtraction_factor,CT,2024,2,0,105000,109999,0.7
retirement_subtraction_factor,CT,2024,2,0,110000,114999,0.55
retirement_subtraction_factor,CT,2024,2,0,115000,119999,0.4
retirement_subtraction_factor,CT,2024,2,0,120000,124999,0.25
retirement_subtraction_factor,CT,2024,2,0,125000,129999,0.1
retirement_subtraction_factor,CT,2024,2,0,130000,139999,0.05
retirement_subtraction_factor,CT,2024,2,0,140000,149999,0.025
retirement_subtraction_factor,CT,2024,3,0,-Inf,74999,1
retirement_subtraction_factor,CT,2024,3,0,75000,77499,0.85
retirement_subtraction_factor,CT,2024,3,0,77500,79999,0.7
retirement_subtraction_factor,CT,2024,3,0,80000,82499,0.55
retirement_subtraction_factor,CT,2024,3,0,82500,84999,0.4
retirement_subtraction_factor,CT,2024,3,0,85000,87499,0.25
retirement_subtraction_factor,CT,2024,3,0,87500,89999,0.1
retirement_subtraction_factor,CT,2024,3,0,90000,94999,0.05
retirement_subtraction_factor,CT,2024,3,0,95000,99999,0.025
retirement_subtraction_factor,CT,2024,4,0,-Inf,74999,1
retirement_subtraction_factor,CT,2024,4,0,75000,77499,0.85
retirement_subtraction_factor,CT,2024,4,0,77500,79999,0.7
retirement_subtraction_factor,CT,2024,4,0,80000,82499,0.55
retirement_subtraction_factor,CT,2024,4,0,82500,84999,0.4
retirement_subtraction_factor,CT,2024,4,0,85000,87499,0.25
retirement_subtraction_factor,CT,2024,4,0,87500,89999,0.1
retirement_subtraction_factor,CT,2024,4,0,90000,94999,0.05
retirement_subtraction_factor,CT,2024,4,0,95000,99999,0.025
