credit_id,state,year,filing_status,key_concept,income_lower,income_upper,value
percap_credit,HI,2017,1,0,-Inf,4999,110
percap_credit,HI,2017,1,0,5000,9999,100
percap_credit,HI,2017,1,0,10000,14999,85
percap_credit,HI,2017,1,0,15000,19999,70
percap_credit,HI,2017,1,0,20000,29999,55
percap_credit,HI,2017,2,0,-Inf,4999,110
percap_credit,HI,2017,2,0,5000,9999,100
percap_credit,HI,2017,2,0,10000,14999,85
percap_credit,HI,2017,2,0,15000,19999,70
percap_credit,HI,2017,2,0,20000,29999,55
percap_credit,HI,2017,2,0,30000,39999,45
percap_credit,HI,2017,2,0,40000,49999,35
percap_credit,HI,2017,3,0,-Inf,4999,110
percap_credit,HI,2017,3,0,5000,9999,100
percap_credit,HI,2017,3,0,10000,14999,85
percap_credit,HI,2017,3,0,15000,19999,70
percap_credit,HI,2017,3,0,20000,29999,55
percap_credit,HI,2017,3,0,30000,39999,45
percap_credit,HI,2017,3,0,40000,49999,35
percap_credit,HI,2017,4,0,-Inf,4999,110
percap_credit,HI,2017,4,0,5000,9999,100
percap_credit,HI,2017,4,0,10000,14999,85
percap_credit,HI,2017,4,0,15000,19999,70
percap_credit,HI,2017,4,0,20000,29999,55
percap_credit,HI,2017,4,0,30000,39999,45
percap_credit,HI,2017,4,0,40000,49999,35
percap_credit,HI,2023,1,0,-Inf,14999,220
percap_credit,HI,2023,1,0,15000,19999,200
percap_credit,HI,2023,1,0,20000,24999,170
percap_credit,HI,2023,1,0,25000,29999,140
percap_credit,HI,2023,1,0,30000,39999,110
percap_credit,HI,2023,2,0,-Inf,14999,220
percap_credit,HI,2023,2,0,15000,19999,200
percap_credit,HI,2023,2,0,20000,24999,170
percap_credit,HI,2023,2,0,25000,29999,140
percap_credit,HI,2023,2,0,30000,39999,110
percap_credit,HI,2023,2,0,40000,49999,90
percap_credit,HI,2023,2,0,50000,59999,70
percap_credit,HI,2023,3,0,-Inf,14999,220
percap_credit,HI,2023,3,0,15000,19999,200
percap_credit,HI,2023,3,0,20000,24999,170
percap_credit,HI,2023,3,0,25000,29999,140
percap_credit,HI,2023,3,0,30000,39999,110
percap_credit,HI,2023,3,0,40000,49999,90
percap_credit,HI,2023,3,0,50000,59999,70
percap_credit,HI,2023,4,0,-Inf,14999,220
percap_credit,HI,2023,4,0,15000,19999,200
percap_credit,HI,2023,4,0,20000,24999,170
percap_credit,HI,2023,4,0,25000,29999,140
percap_credit,HI,2023,4,0,30000,39999,110
percap_credit,HI,2023,4,0,40000,49999,90
percap_credit,HI,2023,4,0,50000,59999,70
percap_credit,HI,2028,1,0,-Inf,4999,110
percap_credit,HI,2028,1,0,5000,9999,100
percap_credit,HI,2028,1,0,10000,14999,85
percap_credit,HI,2028,1,0,15000,19999,70
percap_credit,HI,2028,1,0,20000,29999,55
percap_credit,HI,2028,2,0,-Inf,4999,110
percap_credit,HI,2028,2,0,5000,9999,100
percap_credit,HI,2028,2,0,10000,14999,85
percap_credit,HI,2028,2,0,15000,19999,70
percap_credit,HI,2028,2,0,20000,29999,55
percap_credit,HI,2028,2,0,30000,39999,45
percap_credit,HI,2028,2,0,40000,49999,35
percap_credit,HI,2028,3,0,-Inf,4999,110
percap_credit,HI,2028,3,0,5000,9999,100
percap_credit,HI,2028,3,0,10000,14999,85
percap_credit,HI,2028,3,0,15000,19999,70
percap_credit,HI,2028,3,0,20000,29999,55
percap_credit,HI,2028,3,0,30000,39999,45
percap_credit,HI,2028,3,0,40000,49999,35
percap_credit,HI,2028,4,0,-Inf,4999,110
percap_credit,HI,2028,4,0,5000,9999,100
percap_credit,HI,2028,4,0,10000,14999,85
percap_credit,HI,2028,4,0,15000,19999,70
percap_credit,HI,2028,4,0,20000,29999,55
percap_credit,HI,2028,4,0,30000,39999,45
percap_credit,HI,2028,4,0,40000,49999,35
