year,reform_leg,income_definition,ranking,taxes_included,corp_convention,group_dimension,group,n_tax_units,income_cutoff,income_baseline,income_reform,tax_baseline,tax_reform,etr_baseline,etr_reform,etr_income_tax_baseline,etr_income_tax_reform,etr_payroll_baseline,etr_payroll_reform,etr_estate_baseline,etr_estate_reform,etr_deemed_baseline,etr_deemed_reform,etr_wealth_baseline,etr_wealth_reform,etr_corp_baseline,etr_corp_reform,etr_vat_baseline,etr_vat_reform,etr_other_baseline,etr_other_reform
2027,static,hs_ex_home,wealth,death,n/a,Net worth,Top 0.1%,188602.9436090703,74859276,3185.5200962868244,3185.5200962868244,360.78632779175763,485.3898539298335,0.1132582174610373,0.15237381628689903,0.10946617703748009,0.14858177586334181,0.0037644713150598343,0.0037644713150598343,2.7569108497388943e-5,2.7569108497388943e-5,0,0,0,0,0,0,0,0,0,0
2027,static,hs_ex_home,wealth,wealth_cit_vat,equity_supernormal,Net worth,Top 0.1%,188602.9436090703,74859276,3228.8381045066963,3228.8381045066963,404.1043360116298,528.7078621497056,0.1251547222041252,0.1637455471712113,0.10799758164705496,0.14658840661414102,0.0037139672655871685,0.0037139672655871685,2.719924205322206e-5,2.719924205322206e-5,0,0,0,0,0.013415974049429884,0.013415974049429884,0,0,0,0
2027,static,hs_ex_home,wealth,wealth_cit_vat,capital_income,Net worth,Top 0.1%,188602.9436090703,74859276,3250.6553555785686,3250.6553555785686,425.9215870835017,550.5251132215775,0.1310263748362502,0.16935819181101475,0.10727274000861266,0.1456045569833772,0.0036890404285519923,0.0036890404285519923,2.7016690343511773e-5,2.7016690343511773e-5,0,0,0,0,0.020037577708742045,0.020037577708742045,0,0,0,0
2027,static,hs_ex_home,wealth,wealth_cit_vat,uniform_networth,Net worth,Top 0.1%,188602.9436090703,74859276,3223.2813676473397,3223.2813676473397,398.5475991522735,523.1511252903493,0.12364654328739902,0.16230389643960721,0.1081837627693991,0.1468411159216073,0.003720369914454957,0.003720369914454957,2.7246131857004224e-5,2.7246131857004224e-5,0,0,0,0,0.011715164471687953,0.011715164471687953,0,0,0,0
2027,static,hs_ex_home,wealth,other,n/a,Net worth,Top 0.1%,188602.9436090703,74859276,3180.1747921615,3180.1747921615,116.88626211565578,116.88626211565578,0.03675466593967012,0.03675466593967012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03675466593967012,0.03675466593967012
2027,static,agi,wealth,iit,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,107.62588009283068,148.4376376121142,0.27322958885413956,0.37683830933838186,0.27322958885413956,0.37683830933838186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,agi,wealth,iit_pr,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,110.18668051961119,150.99843803889468,0.27973068735519935,0.3833394078394416,0.27322958885413956,0.37683830933838186,0.006501098501059779,0.006501098501059779,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,agi,wealth,death,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,110.19949696747085,151.01125448675432,0.2797632244436417,0.3833719449278839,0.27322958885413956,0.37683830933838186,0.006501098501059779,0.006501098501059779,3.253708844234564e-5,3.253708844234564e-5,0,0,0,0,0,0,0,0,0,0
2027,static,agi,wealth,wealth_cit_vat,equity_supernormal,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,130.8460202053715,171.65777772465498,0.3321785083018855,0.4357872287861277,0.27322958885413956,0.37683830933838186,0.006501098501059779,0.006501098501059779,3.253708844234564e-5,3.253708844234564e-5,0,0,0,0,0.05241528385824377,0.05241528385824377,0,0,0,0
2027,static,agi,wealth,wealth_cit_vat,capital_income,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,132.3459375779541,173.15769509723754,0.33598634528935023,0.43959506577359236,0.27322958885413956,0.37683830933838186,0.006501098501059779,0.006501098501059779,3.253708844234564e-5,3.253708844234564e-5,0,0,0,0,0.05622312084570849,0.05622312084570849,0,0,0,0
2027,static,agi,wealth,wealth_cit_vat,uniform_networth,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,126.85606724893694,167.66782476822038,0.32204922336694547,0.42565794385118766,0.27322958885413956,0.37683830933838186,0.006501098501059779,0.006501098501059779,3.253708844234564e-5,3.253708844234564e-5,0,0,0,0,0.042285998923303744,0.042285998923303744,0,0,0,0
2027,static,agi,wealth,other,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,393.9027268027165,393.9027268027165,19.01879909316563,19.01879909316563,0.0482829840949313,0.0482829840949313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482829840949313,0.0482829840949313
2027,static,expanded,wealth,iit,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,407.9772512853148,407.9772512853148,107.62588009283068,148.4376376121142,0.26380363060381423,0.3638380256361544,0.26380363060381423,0.3638380256361544,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,expanded,wealth,iit_pr,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,407.9772512853148,407.9772512853148,110.18668051961119,150.99843803889468,0.2700804522126486,0.3701148472449887,0.26380363060381423,0.3638380256361544,0.006276821608834336,0.006276821608834336,0,0,0,0,0,0,0,0,0,0,0,0
2027,static,expanded,wealth,death,n/a,Net worth,Top 0.01%,18745.003986675976,237813232,408.5799368384988,408.5799368384988,110.19949696747085,151.01125448675432,0.2697134318933284,0.3696002688121351,0.2634145007843898,0.3633013377031966,0.006267562833837137,0.006267562833837137,3.136827510139617e-5,3.136827510139617e-5,0,0,0,0,0,0,0,0,0,0
2027,static,expanded,wealth,wealth_cit_vat,equity_supernormal,Net worth,Top 0.01%,18745.003986675976,237813232,429.2264600763994,429.2264600763994,130.8460202053715,171.65777772465498,0.30484145870709317,0.3999235687709025,0.2507438149867881,0.3458259250505975,0.005966082394651752,0.005966082394651752,2.9859407682787912e-5,2.9859407682787912e-5,0,0,0,0,0.0481017019179705,0.0481017019179705,0,0,0,0
