credit_id,state,year,filing_status,key_concept,income_lower,income_upper,value
stfc,ME,2017,4,0,32351,33100,65
stfc,ME,2017,4,0,33101,33850,50
stfc,ME,2017,4,0,33851,34600,35
stfc,ME,2017,4,0,34601,35350,20
stfc,ME,2017,4,0,35351,36100,5
stfc,ME,2017,4,1,-Inf,30100,175
stfc,ME,2017,4,1,30101,30850,160
stfc,ME,2017,4,1,30851,31600,145
stfc,ME,2017,4,1,31601,32350,130
stfc,ME,2017,4,1,32351,33100,115
stfc,ME,2017,4,1,33101,33850,100
stfc,ME,2017,4,1,33851,34600,85
stfc,ME,2017,4,1,34601,35350,70
stfc,ME,2017,4,1,35351,36100,55
stfc,ME,2017,4,1,36101,36850,40
stfc,ME,2017,4,1,36851,37600,25
stfc,ME,2017,4,1,37601,38350,10
stfc,ME,2017,4,2,-Inf,30100,200
stfc,ME,2017,4,2,30101,30850,185
stfc,ME,2017,4,2,30851,31600,170
stfc,ME,2017,4,2,31601,32350,155
stfc,ME,2017,4,2,32351,33100,140
stfc,ME,2017,4,2,33101,33850,125
stfc,ME,2017,4,2,33851,34600,110
stfc,ME,2017,4,2,34601,35350,95
stfc,ME,2017,4,2,35351,36100,80
stfc,ME,2017,4,2,36101,36850,65
stfc,ME,2017,4,2,36851,37600,50
stfc,ME,2017,4,2,37601,38350,35
stfc,ME,2017,4,2,38351,39100,20
stfc,ME,2017,4,2,39101,39850,5
stfc,ME,2017,4,3,-Inf,30100,225
stfc,ME,2017,4,3,30101,30850,210
stfc,ME,2017,4,3,30851,31600,195
stfc,ME,2017,4,3,31601,32350,180
stfc,ME,2017,4,3,32351,33100,165
stfc,ME,2017,4,3,33101,33850,150
stfc,ME,2017,4,3,33851,34600,135
stfc,ME,2017,4,3,34601,35350,120
stfc,ME,2017,4,3,35351,36100,105
stfc,ME,2017,4,3,36101,36850,90
stfc,ME,2017,4,3,36851,37600,75
stfc,ME,2017,4,3,37601,38350,60
stfc,ME,2017,4,3,38351,39100,45
stfc,ME,2017,4,3,39101,39850,30
stfc,ME,2017,4,3,39851,40600,15
stfc,ME,2018,1,0,-Inf,20350,125
stfc,ME,2018,1,0,20351,20850,115
stfc,ME,2018,1,0,20851,21350,105
stfc,ME,2018,1,0,21351,21850,95
stfc,ME,2018,1,0,21851,22350,85
stfc,ME,2018,1,0,22351,22850,75
stfc,ME,2018,1,0,22851,23350,65
stfc,ME,2018,1,0,23351,23850,55
stfc,ME,2018,1,0,23851,24350,45
stfc,ME,2018,1,0,24351,24850,35
stfc,ME,2018,1,0,24851,25350,25
stfc,ME,2018,1,0,25351,25850,15
stfc,ME,2018,1,0,25851,26350,5
stfc,ME,2018,1,1,-Inf,20350,125
stfc,ME,2018,1,1,20351,20850,115
stfc,ME,2018,1,1,20851,21350,105
stfc,ME,2018,1,1,21351,21850,95
stfc,ME,2018,1,1,21851,22350,85
stfc,ME,2018,1,1,22351,22850,75
stfc,ME,2018,1,1,22851,23350,65
stfc,ME,2018,1,1,23351,23850,55
stfc,ME,2018,1,1,23851,24350,45
stfc,ME,2018,1,1,24351,24850,35
stfc,ME,2018,1,1,24851,25350,25
stfc,ME,2018,1,1,25351,25850,15
stfc,ME,2018,1,1,25851,26350,5
stfc,ME,2018,1,2,-Inf,20350,125
stfc,ME,2018,1,2,20351,20850,115
stfc,ME,2018,1,2,20851,21350,105
stfc,ME,2018,1,2,21351,21850,95
stfc,ME,2018,1,2,21851,22350,85
stfc,ME,2018,1,2,22351,22850,75
stfc,ME,2018,1,2,22851,23350,65
stfc,ME,2018,1,2,23351,23850,55
stfc,ME,2018,1,2,23851,24350,45
stfc,ME,2018,1,2,24351,24850,35
stfc,ME,2018,1,2,24851,25350,25
stfc,ME,2018,1,2,25351,25850,15
stfc,ME,2018,1,2,25851,26350,5
stfc,ME,2018,1,3,-Inf,20350,125
stfc,ME,2018,1,3,20351,20850,115
stfc,ME,2018,1,3,20851,21350,105
stfc,ME,2018,1,3,21351,21850,95
stfc,ME,2018,1,3,21851,22350,85
stfc,ME,2018,1,3,22351,22850,75
stfc,ME,2018,1,3,22851,23350,65
stfc,ME,2018,1,3,23351,23850,55
stfc,ME,2018,1,3,23851,24350,45
stfc,ME,2018,1,3,24351,24850,35
stfc,ME,2018,1,3,24851,25350,25
stfc,ME,2018,1,3,25351,25850,15
stfc,ME,2018,1,3,25851,26350,5
stfc,ME,2018,2,0,-Inf,40750,175
stfc,ME,2018,2,0,40751,41750,155
stfc,ME,2018,2,0,41751,42750,135
stfc,ME,2018,2,0,42751,43750,115
stfc,ME,2018,2,0,43751,44750,95
stfc,ME,2018,2,0,44751,45750,75
stfc,ME,2018,2,0,45751,46750,55
stfc,ME,2018,2,0,46751,47750,35
stfc,ME,2018,2,0,47751,48750,15
stfc,ME,2018,2,1,-Inf,40750,200
stfc,ME,2018,2,1,40751,41750,180
stfc,ME,2018,2,1,41751,42750,160
stfc,ME,2018,2,1,42751,43750,140
stfc,ME,2018,2,1,43751,44750,120
stfc,ME,2018,2,1,44751,45750,100
stfc,ME,2018,2,1,45751,46750,80
stfc,ME,2018,2,1,46751,47750,60
stfc,ME,2018,2,1,47751,48750,40
stfc,ME,2018,2,1,48751,49750,20
stfc,ME,2018,2,2,-Inf,40750,225
stfc,ME,2018,2,2,40751,41750,205
stfc,ME,2018,2,2,41751,42750,185
stfc,ME,2018,2,2,42751,43750,165
stfc,ME,2018,2,2,43751,44750,145
stfc,ME,2018,2,2,44751,45750,125
stfc,ME,2018,2,2,45751,46750,105
stfc,ME,2018,2,2,46751,47750,85
stfc,ME,2018,2,2,47751,48750,65
stfc,ME,2018,2,2,48751,49750,45
stfc,ME,2018,2,2,49751,50750,25
stfc,ME,2018,2,2,50751,51750,5
stfc,ME,2018,2,3,-Inf,40750,225
stfc,ME,2018,2,3,40751,41750,205
stfc,ME,2018,2,3,41751,42750,185
stfc,ME,2018,2,3,42751,43750,165
stfc,ME,2018,2,3,43751,44750,145
stfc,ME,2018,2,3,44751,45750,125
stfc,ME,2018,2,3,45751,46750,105
stfc,ME,2018,2,3,46751,47750,85
stfc,ME,2018,2,3,47751,48750,65
stfc,ME,2018,2,3,48751,49750,45
stfc,ME,2018,2,3,49751,50750,25
stfc,ME,2018,2,3,50751,51750,5
stfc,ME,2018,4,0,-Inf,30550,175
stfc,ME,2018,4,0,30551,31300,160
stfc,ME,2018,4,0,31301,32050,145
stfc,ME,2018,4,0,32051,32800,130
stfc,ME,2018,4,0,32801,33550,115
stfc,ME,2018,4,0,33551,34300,100
stfc,ME,2018,4,0,34301,35050,85
stfc,ME,2018,4,0,35051,35800,70
stfc,ME,2018,4,0,35801,36550,55
stfc,ME,2018,4,0,36551,37300,40
stfc,ME,2018,4,0,37301,38050,25
stfc,ME,2018,4,0,38051,38800,10
stfc,ME,2018,4,1,-Inf,30550,175
stfc,ME,2018,4,1,30551,31300,160
stfc,ME,2018,4,1,31301,32050,145
stfc,ME,2018,4,1,32051,32800,130
stfc,ME,2018,4,1,32801,33550,115
stfc,ME,2018,4,1,33551,34300,100
stfc,ME,2018,4,1,34301,35050,85
stfc,ME,2018,4,1,35051,35800,70
stfc,ME,2018,4,1,35801,36550,55
stfc,ME,2018,4,1,36551,37300,40
stfc,ME,2018,4,1,37301,38050,25
stfc,ME,2018,4,1,38051,38800,10
stfc,ME,2018,4,2,-Inf,30550,200
stfc,ME,2018,4,2,30551,31300,185
stfc,ME,2018,4,2,31301,32050,170
stfc,ME,2018,4,2,32051,32800,155
stfc,ME,2018,4,2,32801,33550,140
stfc,ME,2018,4,2,33551,34300,125
stfc,ME,2018,4,2,34301,35050,110
stfc,ME,2018,4,2,35051,35800,95
stfc,ME,2018,4,2,35801,36550,80
stfc,ME,2018,4,2,36551,37300,65
stfc,ME,2018,4,2,37301,38050,50
stfc,ME,2018,4,2,38051,38800,35
stfc,ME,2018,4,2,38801,39550,20
stfc,ME,2018,4,2,39551,40300,5
stfc,ME,2018,4,3,-Inf,30550,225
stfc,ME,2018,4,3,30551,31300,210
stfc,ME,2018,4,3,31301,32050,195
stfc,ME,2018,4,3,32051,32800,180
stfc,ME,2018,4,3,32801,33550,165
stfc,ME,2018,4,3,33551,34300,150
stfc,ME,2018,4,3,34301,35050,135
stfc,ME,2018,4,3,35051,35800,120
stfc,ME,2018,4,3,35801,36550,105
stfc,ME,2018,4,3,36551,37300,90
stfc,ME,2018,4,3,37301,38050,75
stfc,ME,2018,4,3,38051,38800,60
stfc,ME,2018,4,3,38801,39550,45
stfc,ME,2018,4,3,39551,40300,30
stfc,ME,2018,4,3,40301,41050,15
stfc,ME,2019,1,0,-Inf,20750,125
stfc,ME,2019,1,0,20751,21250,115
stfc,ME,2019,1,0,21251,21750,105
stfc,ME,2019,1,0,21751,22250,95
stfc,ME,2019,1,0,22251,22750,85
stfc,ME,2019,1,0,22751,23250,75
stfc,ME,2019,1,0,23251,23750,65
stfc,ME,2019,1,0,23751,24250,55
stfc,ME,2019,1,0,24251,24750,45
stfc,ME,2019,1,0,24751,25250,35
stfc,ME,2019,1,0,25251,25750,25
stfc,ME,2019,1,0,25751,26250,15
stfc,ME,2019,1,0,26251,26750,5
stfc,ME,2019,1,1,-Inf,20750,125
stfc,ME,2019,1,1,20751,21250,115
stfc,ME,2019,1,1,21251,21750,105
stfc,ME,2019,1,1,21751,22250,95
stfc,ME,2019,1,1,22251,22750,85
stfc,ME,2019,1,1,22751,23250,75
stfc,ME,2019,1,1,23251,23750,65
stfc,ME,2019,1,1,23751,24250,55
stfc,ME,2019,1,1,24251,24750,45
stfc,ME,2019,1,1,24751,25250,35
stfc,ME,2019,1,1,25251,25750,25
stfc,ME,2019,1,1,25751,26250,15
stfc,ME,2019,1,1,26251,26750,5
stfc,ME,2019,1,2,-Inf,20750,125
stfc,ME,2019,1,2,20751,21250,115
stfc,ME,2019,1,2,21251,21750,105
stfc,ME,2019,1,2,21751,22250,95
stfc,ME,2019,1,2,22251,22750,85
stfc,ME,2019,1,2,22751,23250,75
stfc,ME,2019,1,2,23251,23750,65
stfc,ME,2019,1,2,23751,24250,55
stfc,ME,2019,1,2,24251,24750,45
stfc,ME,2019,1,2,24751,25250,35
stfc,ME,2019,1,2,25251,25750,25
stfc,ME,2019,1,2,25751,26250,15
stfc,ME,2019,1,2,26251,26750,5
stfc,ME,2019,1,3,-Inf,20750,125
stfc,ME,2019,1,3,20751,21250,115
stfc,ME,2019,1,3,21251,21750,105
stfc,ME,2019,1,3,21751,22250,95
stfc,ME,2019,1,3,22251,22750,85
stfc,ME,2019,1,3,22751,23250,75
stfc,ME,2019,1,3,23251,23750,65
stfc,ME,2019,1,3,23751,24250,55
stfc,ME,2019,1,3,24251,24750,45
stfc,ME,2019,1,3,24751,25250,35
stfc,ME,2019,1,3,25251,25750,25
stfc,ME,2019,1,3,25751,26250,15
stfc,ME,2019,1,3,26251,26750,5
stfc,ME,2019,2,0,-Inf,41500,175
stfc,ME,2019,2,0,41501,42500,155
stfc,ME,2019,2,0,42501,43500,135
stfc,ME,2019,2,0,43501,44500,115
stfc,ME,2019,2,0,44501,45500,95
stfc,ME,2019,2,0,45501,46500,75
stfc,ME,2019,2,0,46501,47500,55
stfc,ME,2019,2,0,47501,48500,35
stfc,ME,2019,2,0,48501,49500,15
stfc,ME,2019,2,1,-Inf,41500,200
stfc,ME,2019,2,1,41501,42500,180
stfc,ME,2019,2,1,42501,43500,160
stfc,ME,2019,2,1,43501,44500,140
stfc,ME,2019,2,1,44501,45500,120
stfc,ME,2019,2,1,45501,46500,100
stfc,ME,2019,2,1,46501,47500,80
stfc,ME,2019,2,1,47501,48500,60
stfc,ME,2019,2,1,48501,49500,40
stfc,ME,2019,2,1,49501,50500,20
stfc,ME,2019,2,2,-Inf,41500,225
stfc,ME,2019,2,2,41501,42500,205
stfc,ME,2019,2,2,42501,43500,185
stfc,ME,2019,2,2,43501,44500,165
stfc,ME,2019,2,2,44501,45500,145
stfc,ME,2019,2,2,45501,46500,125
stfc,ME,2019,2,2,46501,47500,105
stfc,ME,2019,2,2,47501,48500,85
stfc,ME,2019,2,2,48501,49500,65
stfc,ME,2019,2,2,49501,50500,45
stfc,ME,2019,2,2,50501,51500,25
stfc,ME,2019,2,2,51501,52500,5
stfc,ME,2019,2,3,-Inf,41500,225
stfc,ME,2019,2,3,41501,42500,205
stfc,ME,2019,2,3,42501,43500,185
stfc,ME,2019,2,3,43501,44500,165
stfc,ME,2019,2,3,44501,45500,145
stfc,ME,2019,2,3,45501,46500,125
stfc,ME,2019,2,3,46501,47500,105
stfc,ME,2019,2,3,47501,48500,85
stfc,ME,2019,2,3,48501,49500,65
stfc,ME,2019,2,3,49501,50500,45
stfc,ME,2019,2,3,50501,51500,25
stfc,ME,2019,2,3,51501,52500,5
stfc,ME,2019,4,0,-Inf,31100,175
stfc,ME,2019,4,0,31101,31850,160
stfc,ME,2019,4,0,31851,32600,145
stfc,ME,2019,4,0,32601,33350,130
stfc,ME,2019,4,0,33351,34100,115
stfc,ME,2019,4,0,34101,34850,100
stfc,ME,2019,4,0,34851,35600,85
stfc,ME,2019,4,0,35601,36350,70
stfc,ME,2019,4,0,36351,37100,55
stfc,ME,2019,4,0,37101,37850,40
stfc,ME,2019,4,0,37851,38600,25
stfc,ME,2019,4,0,38601,39350,10
stfc,ME,2019,4,1,-Inf,31100,175
stfc,ME,2019,4,1,31101,31850,160
stfc,ME,2019,4,1,31851,32600,145
stfc,ME,2019,4,1,32601,33350,130
stfc,ME,2019,4,1,33351,34100,115
stfc,ME,2019,4,1,34101,34850,100
stfc,ME,2019,4,1,34851,35600,85
stfc,ME,2019,4,1,35601,36350,70
stfc,ME,2019,4,1,36351,37100,55
stfc,ME,2019,4,1,37101,37850,40
stfc,ME,2019,4,1,37851,38600,25
stfc,ME,2019,4,1,38601,39350,10
stfc,ME,2019,4,2,-Inf,31100,200
stfc,ME,2019,4,2,31101,31850,185
stfc,ME,2019,4,2,31851,32600,170
stfc,ME,2019,4,2,32601,33350,155
stfc,ME,2019,4,2,33351,34100,140
stfc,ME,2019,4,2,34101,34850,125
stfc,ME,2019,4,2,34851,35600,110
stfc,ME,2019,4,2,35601,36350,95
stfc,ME,2019,4,2,36351,37100,80
stfc,ME,2019,4,2,37101,37850,65
stfc,ME,2019,4,2,37851,38600,50
stfc,ME,2019,4,2,38601,39350,35
stfc,ME,2019,4,2,39351,40100,20
stfc,ME,2019,4,2,40101,40850,5
stfc,ME,2019,4,3,-Inf,31100,225
stfc,ME,2019,4,3,31101,31850,210
stfc,ME,2019,4,3,31851,32600,195
stfc,ME,2019,4,3,32601,33350,180
stfc,ME,2019,4,3,33351,34100,165
stfc,ME,2019,4,3,34101,34850,150
stfc,ME,2019,4,3,34851,35600,135
stfc,ME,2019,4,3,35601,36350,120
stfc,ME,2019,4,3,36351,37100,105
stfc,ME,2019,4,3,37101,37850,90
stfc,ME,2019,4,3,37851,38600,75
stfc,ME,2019,4,3,38601,39350,60
stfc,ME,2019,4,3,39351,40100,45
stfc,ME,2019,4,3,40101,40850,30
stfc,ME,2019,4,3,40851,41600,15
stfc,ME,2020,1,0,-Inf,21100,125
stfc,ME,2020,1,0,21101,21600,115
stfc,ME,2020,1,0,21601,22100,105
stfc,ME,2020,1,0,22101,22600,95
stfc,ME,2020,1,0,22601,23100,85
stfc,ME,2020,1,0,23101,23600,75
stfc,ME,2020,1,0,23601,24100,65
stfc,ME,2020,1,0,24101,24600,55
stfc,ME,2020,1,0,24601,25100,45
stfc,ME,2020,1,0,25101,25600,35
stfc,ME,2020,1,0,25601,26100,25
stfc,ME,2020,1,0,26101,26600,15
stfc,ME,2020,1,0,26601,27100,5
stfc,ME,2020,1,1,-Inf,21100,125
stfc,ME,2020,1,1,21101,21600,115
stfc,ME,2020,1,1,21601,22100,105
stfc,ME,2020,1,1,22101,22600,95
stfc,ME,2020,1,1,22601,23100,85
stfc,ME,2020,1,1,23101,23600,75
stfc,ME,2020,1,1,23601,24100,65
stfc,ME,2020,1,1,24101,24600,55
stfc,ME,2020,1,1,24601,25100,45
stfc,ME,2020,1,1,25101,25600,35
stfc,ME,2020,1,1,25601,26100,25
stfc,ME,2020,1,1,26101,26600,15
stfc,ME,2020,1,1,26601,27100,5
stfc,ME,2020,1,2,-Inf,21100,125
stfc,ME,2020,1,2,21101,21600,115
stfc,ME,2020,1,2,21601,22100,105
stfc,ME,2020,1,2,22101,22600,95
stfc,ME,2020,1,2,22601,23100,85
stfc,ME,2020,1,2,23101,23600,75
stfc,ME,2020,1,2,23601,24100,65
stfc,ME,2020,1,2,24101,24600,55
stfc,ME,2020,1,2,24601,25100,45
stfc,ME,2020,1,2,25101,25600,35
stfc,ME,2020,1,2,25601,26100,25
stfc,ME,2020,1,2,26101,26600,15
stfc,ME,2020,1,2,26601,27100,5
stfc,ME,2020,1,3,-Inf,21100,125
stfc,ME,2020,1,3,21101,21600,115
stfc,ME,2020,1,3,21601,22100,105
stfc,ME,2020,1,3,22101,22600,95
stfc,ME,2020,1,3,22601,23100,85
stfc,ME,2020,1,3,23101,23600,75
stfc,ME,2020,1,3,23601,24100,65
stfc,ME,2020,1,3,24101,24600,55
stfc,ME,2020,1,3,24601,25100,45
stfc,ME,2020,1,3,25101,25600,35
stfc,ME,2020,1,3,25601,26100,25
stfc,ME,2020,1,3,26101,26600,15
stfc,ME,2020,1,3,26601,27100,5
stfc,ME,2020,2,0,-Inf,42200,180
stfc,ME,2020,2,0,42201,43200,160
stfc,ME,2020,2,0,43201,44200,140
stfc,ME,2020,2,0,44201,45200,120
stfc,ME,2020,2,0,45201,46200,100
stfc,ME,2020,2,0,46201,47200,80
stfc,ME,2020,2,0,47201,48200,60
stfc,ME,2020,2,0,48201,49200,40
stfc,ME,2020,2,0,49201,50200,20
stfc,ME,2020,2,1,-Inf,42200,205
stfc,ME,2020,2,1,42201,43200,185
stfc,ME,2020,2,1,43201,44200,165
stfc,ME,2020,2,1,44201,45200,145
stfc,ME,2020,2,1,45201,46200,125
stfc,ME,2020,2,1,46201,47200,105
stfc,ME,2020,2,1,47201,48200,85
stfc,ME,2020,2,1,48201,49200,65
stfc,ME,2020,2,1,49201,50200,45
stfc,ME,2020,2,1,50201,51200,25
stfc,ME,2020,2,1,51201,52200,5
stfc,ME,2020,2,2,-Inf,42200,230
stfc,ME,2020,2,2,42201,43200,210
stfc,ME,2020,2,2,43201,44200,190
stfc,ME,2020,2,2,44201,45200,170
stfc,ME,2020,2,2,45201,46200,150
stfc,ME,2020,2,2,46201,47200,130
stfc,ME,2020,2,2,47201,48200,110
stfc,ME,2020,2,2,48201,49200,90
stfc,ME,2020,2,2,49201,50200,70
stfc,ME,2020,2,2,50201,51200,50
stfc,ME,2020,2,2,51201,52200,30
stfc,ME,2020,2,2,52201,53200,10
stfc,ME,2020,2,3,-Inf,42200,230
stfc,ME,2020,2,3,42201,43200,210
stfc,ME,2020,2,3,43201,44200,190
stfc,ME,2020,2,3,44201,45200,170
stfc,ME,2020,2,3,45201,46200,150
stfc,ME,2020,2,3,46201,47200,130
stfc,ME,2020,2,3,47201,48200,110
stfc,ME,2020,2,3,48201,49200,90
stfc,ME,2020,2,3,49201,50200,70
stfc,ME,2020,2,3,50201,51200,50
stfc,ME,2020,2,3,51201,52200,30
stfc,ME,2020,2,3,52201,53200,10
stfc,ME,2020,4,0,-Inf,31650,180
stfc,ME,2020,4,0,31651,32400,165
stfc,ME,2020,4,0,32401,33150,150
stfc,ME,2020,4,0,33151,33900,135
stfc,ME,2020,4,0,33901,34650,120
stfc,ME,2020,4,0,34651,35400,105
stfc,ME,2020,4,0,35401,36150,90
stfc,ME,2020,4,0,36151,36900,75
stfc,ME,2020,4,0,36901,37650,60
stfc,ME,2020,4,0,37651,38400,45
stfc,ME,2020,4,0,38401,39150,30
stfc,ME,2020,4,0,39151,39900,15
stfc,ME,2020,4,1,-Inf,31650,180
stfc,ME,2020,4,1,31651,32400,165
stfc,ME,2020,4,1,32401,33150,150
stfc,ME,2020,4,1,33151,33900,135
stfc,ME,2020,4,1,33901,34650,120
stfc,ME,2020,4,1,34651,35400,105
stfc,ME,2020,4,1,35401,36150,90
stfc,ME,2020,4,1,36151,36900,75
stfc,ME,2020,4,1,36901,37650,60
stfc,ME,2020,4,1,37651,38400,45
stfc,ME,2020,4,1,38401,39150,30
stfc,ME,2020,4,1,39151,39900,15
stfc,ME,2020,4,2,-Inf,31650,205
stfc,ME,2020,4,2,31651,32400,190
stfc,ME,2020,4,2,32401,33150,175
stfc,ME,2020,4,2,33151,33900,160
stfc,ME,2020,4,2,33901,34650,145
stfc,ME,2020,4,2,34651,35400,130
stfc,ME,2020,4,2,35401,36150,115
stfc,ME,2020,4,2,36151,36900,100
stfc,ME,2020,4,2,36901,37650,85
stfc,ME,2020,4,2,37651,38400,70
stfc,ME,2020,4,2,38401,39150,55
stfc,ME,2020,4,2,39151,39900,40
stfc,ME,2020,4,2,39901,40650,25
stfc,ME,2020,4,2,40651,41400,10
stfc,ME,2020,4,3,-Inf,31650,230
stfc,ME,2020,4,3,31651,32400,215
stfc,ME,2020,4,3,32401,33150,200
stfc,ME,2020,4,3,33151,33900,185
stfc,ME,2020,4,3,33901,34650,170
stfc,ME,2020,4,3,34651,35400,155
stfc,ME,2020,4,3,35401,36150,140
stfc,ME,2020,4,3,36151,36900,125
stfc,ME,2020,4,3,36901,37650,110
stfc,ME,2020,4,3,37651,38400,95
stfc,ME,2020,4,3,38401,39150,80
stfc,ME,2020,4,3,39151,39900,65
stfc,ME,2020,4,3,39901,40650,50
stfc,ME,2020,4,3,40651,41400,35
stfc,ME,2020,4,3,41401,42150,20
stfc,ME,2020,4,3,42151,42900,5
stfc,ME,2021,1,0,-Inf,21350,130
stfc,ME,2021,1,0,21351,21850,120
stfc,ME,2021,1,0,21851,22350,110
stfc,ME,2021,1,0,22351,22850,100
stfc,ME,2021,1,0,22851,23350,90
stfc,ME,2021,1,0,23351,23850,80
stfc,ME,2021,1,0,23851,24350,70
stfc,ME,2021,1,0,24351,24850,60
stfc,ME,2021,1,0,24851,25350,50
stfc,ME,2021,1,0,25351,25850,40
stfc,ME,2021,1,0,25851,26350,30
stfc,ME,2021,1,0,26351,26850,20
stfc,ME,2021,1,0,26851,27350,10
stfc,ME,2021,1,1,-Inf,21350,130
stfc,ME,2021,1,1,21351,21850,120
stfc,ME,2021,1,1,21851,22350,110
