year,tax_status,size_bin,gross_estate_for_tax_purposes_n,gross_estate_for_tax_purposes_amt,net_worth_n,net_worth_amt,personal_residence_n,personal_residence_amt,other_real_estate_n,other_real_estate_amt,real_estate_partnerships_n,real_estate_partnerships_amt,closely_held_stock_n,closely_held_stock_amt,publicly_traded_stock_n,publicly_traded_stock_amt,state_and_local_bonds_n,state_and_local_bonds_amt,federal_bonds_n,federal_bonds_amt,corporate_and_foreign_bonds_n,corporate_and_foreign_bonds_amt,bond_funds_n,bond_funds_amt,unclassifiable_mutual_funds_n,unclassifiable_mutual_funds_amt,unallocated_investments_n,unallocated_investments_amt,cash_assets_n,cash_assets_amt,net_life_insurance_n,net_life_insurance_amt,farm_assets_n,farm_assets_amt,private_equity_and_hedge_funds_n,private_equity_and_hedge_funds_amt,other_limited_partnerships_n,other_limited_partnerships_amt,other_noncorporate_business_assets_n,other_noncorporate_business_assets_amt,mortgages_and_notes_n,mortgages_and_notes_amt,retirement_assets_n,retirement_assets_amt,depletables_intangibles_n,depletables_intangibles_amt,art_n,art_amt,other_assets_n,other_assets_amt,community_property_n,community_property_amt,total_joint_property_n,total_joint_property_amt,total_lifetime_transfers_n,total_lifetime_transfers_amt,total_allowable_deductions_n,total_allowable_deductions_amt,funeral_expenses_n,funeral_expenses_amt,executors_commissions_n,executors_commissions_amt,attorneys_fees_n,attorneys_fees_amt,other_expenses_losses_n,other_expenses_losses_amt,debts_and_mortgages_n,debts_and_mortgages_amt,bequests_to_surviving_spouse_n,bequests_to_surviving_spouse_amt,charitable_deduction_n,charitable_deduction_amt,state_death_tax_deduction_n,state_death_tax_deduction_amt,taxable_estate_n,taxable_estate_amt,adjusted_taxable_gifts_n,adjusted_taxable_gifts_amt,adjusted_taxable_estate_n,adjusted_taxable_estate_amt,tentative_estate_tax_n,tentative_estate_tax_amt,gift_tax_paid_n,gift_tax_paid_amt,total_tax_before_credits_n,total_tax_before_credits_amt,deceased_spousal_unused_exclusion_n,deceased_spousal_unused_exclusion_amt,allowable_unified_credit_n,allowable_unified_credit_amt,net_estate_tax_n,net_estate_tax_amt
2018,all,under_5m,960,3288610000,,,489,301851000,478,223691000,135,90813000,179,132074000,709,807520000,433,253871000,150,25532000,270,57423000,162,30776000,171,35452000,94,47554000,938,370772000,343,73140000,105,120030000,50,16374000,199,66035000,186,71520000,248,103039000,507,372110000,77,11638000,96,6889000,777,70505000,74,461054000,411,200320000,524,1147498000,952,883498000,820,11091000,178,8970000,608,17847000,524,17873000,630,139667000,321,623887000,130,53990000,156,30781000,887,2374331000,950,3662455000,960,6036786000,960,2362641000,212,135765000,960,2226877000,99,212375000,960,2138336000,483,286166000
2018,all,5m_10m,7614,54149326000,,,5190,4452028000,5544,6570042000,1166,1918490000,1714,2284652000,6169,12595904000,3871,3453815000,1805,471310000,2647,703229000,1600,257618000,1838,399929000,994,995462000,7482,5145546000,3376,1410111000,987,2559550000,563,217866000,1716,946206000,1538,1290365000,1719,1071821000,5365,6333597000,582,216007000,733,164020000,6610,691759000,1137,12202490000,3620,3025748000,3877,18294316000,7497,19066000000,6202,90448000,1476,153708000,3929,177111000,3921,193931000,4991,1763750000,3695,14361309000,1348,2237752000,1281,552843000,6934,34529676000,2888,4851663000,7060,39381339000,7057,15379461000,385,229171000,7055,15150289000,824,2995400000,7614,17620596000,2554,2051176000
2018,all,10m_20m,3136,42539546000,,,2198,2753699000,2426,4502315000,747,2084537000,997,2708773000,2521,10686614000,1745,3565851000,768,312864000,1169,608927000,719,207001000,755,268738000,376,540826000,3092,3897598000,1274,825440000,416,1641272000,353,304861000,922,1053225000,847,1146257000,1024,1241656000,2138,3331803000,296,212321000,516,185189000,2813,459781000,490,10103744000,1556,2149038000,1773,15765836000,3130,19339172000,2593,47534000,709,127376000,1808,137568000,1746,185825000,2170,1575661000,1668,14451054000,738,2730792000,594,544776000,2922,22654027000,1557,3581712000,2980,26235739000,2979,10334538000,315,157301000,2979,10177237000,248,870873000,3134,7468709000,1413,3848163000
2018,all,20m_50m,1316,39349007000,,,922,1754592000,1076,4153757000,369,1835364000,523,3117420000,1140,10637482000,806,3487826000,380,367266000,530,517808000,345,133878000,338,217006000,173,465631000,1301,3189341000,564,542609000,152,718208000,243,438989000,543,1617207000,506,1406647000,569,1379029000,866,1957792000,151,262119000,385,605216000,1228,543819000,183,7435113000,656,1531053000,870,17552891000,1316,20700202000,1112,28989000,331,113707000,798,124233000,831,175177000,1053,1749055000,697,14950731000,436,3471316000,300,573431000,1244,18074040000,890,3382813000,1283,21456852000,1283,8513930000,302,330280000,1283,8183650000,65,203652000,1316,3089580000,722,5357380000
2018,all,50m_plus,500,67873490000,,,359,1396493000,435,3368549000,173,3640438000,266,6044844000,449,20864947000,304,4259287000,161,566836000,237,732559000,128,261268000,151,179966000,71,817106000,497,4754275000,192,242473000,84,1132576000,173,3062681000,277,4769055000,243,3972490000,291,2419670000,310,1160510000,76,116375000,206,2179922000,483,1931170000,65,9330803000,258,1662909000,371,35687496000,500,44168395000,441,30374000,146,165560000,330,129445000,345,250711000,415,3304984000,285,26149936000,216,14081803000,143,964509000,468,22740585000,422,3482717000,491,26223303000,491,10462954000,204,765909000,491,9697046000,23,63186000,500,1143894000,313,8636728000
2018,taxable,all,5484,106021092000,,,3476,4617771000,3900,8387052000,965,4430305000,1309,6124055000,4511,31748002000,3194,8809943000,1417,1107605000,2129,1466756000,1272,518064000,1341,533590000,645,1427796000,5444,9220507000,2016,853300000,666,2452147000,546,2744977000,1507,5487174000,1167,3734581000,1763,3416001000,3332,4702754000,548,382661000,969,1565142000,4851,2290910000,150,3417338000,1704,1587133000,3227,47456082000,5467,30611636000,5124,84860000,2189,469686000,4737,441147000,4537,690142000,4578,4030509000,697,11650198000,1391,12993740000,1562,2375209000,5484,73031587000,3468,12795667000,5484,85827254000,5484,34033517000,991,1326321000,5484,32707197000,409,948822000,5484,12437787000,5484,20179613000
2018,taxable,under_5m,483,1592740000,,,215,133814000,212,97748000,59,32443000,78,53618000,350,418231000,216,140841000,71,13304000,138,28662000,79,13599000,83,18742000,44,30254000,475,206987000,149,27874000,54,44063000,21,10469000,92,35703000,82,33151000,134,54675000,237,162486000,47,9324000,40,1552000,392,25200000,3,15087000,153,41808000,275,592313000,483,135675000,466,6104000,136,6533000,432,12774000,361,13772000,365,43103000,35,30286000,69,15904000,87,13238000,483,1443828000,479,2123245000,483,3567073000,483,1400776000,127,76535000,483,1324241000,33,37155000,483,1037933000,483,286166000
2018,taxable,5m_10m,2554,18557928000,,,1615,1431238000,1757,2021064000,299,455412000,462,552289000,2100,5075285000,1395,1498438000,652,234985000,923,268486000,558,100583000,615,162094000,305,350512000,2538,2145841000,985,297858000,324,835289000,162,64759000,571,392079000,387,295781000,615,428066000,1622,1636181000,218,68245000,273,61877000,2214,181567000,56,372383000,741,314222000,1359,6616528000,2536,1391620000,2378,30000000,1059,112525000,2210,107914000,2124,125971000,2090,409828000,179,306431000,482,235173000,678,353945000,2554,16811556000,1309,3040792000,2554,19852349000,2554,7802261000,230,179802000,2554,7622460000,127,186795000,2554,5567094000,2554,2051176000
2018,taxable,10m_20m,1413,19496575000,,,927,1256313000,1065,1913253000,306,875908000,364,879529000,1143,5583001000,901,2071866000,354,131493000,600,310877000,349,114641000,358,127310000,150,283040000,1403,1883841000,477,181584000,158,646324000,131,86678000,381,465191000,312,537267000,493,565836000,860,1194647000,145,92973000,275,73565000,1260,221436000,35,363807000,432,364286000,852,7570673000,1413,2691275000,1321,22559000,588,106738000,1233,104545000,1173,155860000,1182,629229000,190,831100000,397,788381000,446,490595000,1413,16314185000,847,2393620000,1413,18707805000,1413,7406528000,234,135427000,1413,7271101000,173,536427000,1413,3397177000,1413,3848163000
2018,taxable,20m_50m,722,21665255000,,,492,931820000,591,2155862000,198,989559000,248,1182350000,634,6437045000,483,2290934000,236,287187000,322,296604000,209,79060000,195,118863000,110,295512000,716,1938319000,294,155325000,82,382829000,125,224026000,296,756011000,249,656807000,338,886736000,430,922039000,89,157832000,232,182101000,682,338434000,39,1100705000,249,307735000,507,10278006000,722,5018717000,666,14024000,277,90719000,600,101383000,612,152714000,657,863470000,177,2242931000,284,1474060000,233,559041000,722,16086162000,555,2531158000,722,18617320000,722,7407819000,234,299277000,722,7108542000,,,722,1709945000,722,5357380000
2018,taxable,50m_plus,313,44708593000,,,227,864586000,274,2199125000,103,2076983000,156,3456268000,283,14234440000,200,2807863000,104,440637000,146,562127000,77,210180000,89,106581000,36,468476000,312,3045520000,110,190659000,47,543642000,106,2359045000,168,3838191000,137,2211575000,183,1480688000,183,787401000,48,54286000,148,1246048000,303,1524274000,17,1565356000,129,559081000,235,22398562000,313,21374349000,293,12173000,129,153172000,262,114532000,268,241825000,284,2084879000,116,8239450000,159,10480222000,118,958389000,313,22375855000,279,2706851000,313,25082706000,313,10016133000,166,635280000,313,9380853000,,,313,725638000,313,8636728000
2018,nontaxable,all,8042,101178886000,,,5683,6040892000,6060,10431301000,1626,5139337000,2370,8163709000,6478,23844464000,3964,6210708000,1847,636203000,2724,1153189000,1683,372478000,1912,567503000,1064,1438784000,7867,8137025000,3733,2240473000,1078,3719490000,836,1295793000,2150,2964554000,2153,4152699000,2088,2799214000,5854,8453058000,635,435800000,967,1576093000,7062,1406124000,1798,36115865000,4798,6981935000,4188,40991954000,7930,73545631000,6046,123576000,651,99635000,2736,145056000,2830,133374000,4682,4502608000,5969,58886721000,1477,9581914000,910,291130000,6971,27341073000,3238,6165693000,7290,33506766000,7286,13020006000,426,292104000,7284,12727902000,849,3396664000,8041,19023329000,0,0
2018,nontaxable,under_5m,477,1695869000,,,275,168037000,266,125943000,77,58370000,101,78456000,359,389288000,218,113030000,79,12229000,132,28762000,83,17177000,87,16709000,51,17300000,464,163785000,194,45266000,51,75967000,29,5904000,107,30332000,104,38369000,114,48364000,270,209624000,30,2314000,55,5338000,385,45305000,70,445967000,258,158512000,249,555185000,469,747823000,355,4986000,42,2438000,176,5073000,163,4101000,265,96564000,286,593601000,62,38086000,69,17543000,404,930504000,471,1539209000,477,2469713000,477,961865000,84,59230000,477,902635000,66,175220000,477,1100404000,0,0
2018,nontaxable,5m_10m,5060,35591397000,,,3575,3020791000,3787,4548977000,867,1463078000,1252,1732363000,4069,7520619000,2476,1955377000,1152,236325000,1725,434742000,1042,157035000,1223,237836000,689,644950000,4944,2999706000,2391,1112253000,663,1724261000,401,153108000,1145,554127000,1150,994585000,1103,643755000,3742,4697416000,364,147762000,460,102142000,4396,510192000,1082,11830107000,2879,2711525000,2518,11677788000,4961,17674380000,3824,60448000,416,41183000,1719,69197000,1797,67960000,2901,1353922000,3516,14054878000,866,2002579000,603,198897000,4381,17718120000,1579,1810871000,4506,19528991000,4503,7577199000,155,49369000,4501,7527830000,696,2808605000,5060,12053503000,0,0
2018,nontaxable,10m_20m,1722,23042972000,,,1272,1497385000,1361,2589061000,441,1208629000,633,1829243000,1378,5103613000,844,1493986000,414,181371000,569,298050000,370,92360000,397,141428000,226,257786000,1689,2013757000,797,643856000,258,994948000,222,218183000,540,588034000,535,608991000,531,675819000,1278,2137156000,151,119348000,241,111624000,1554,238345000,455,9739937000,1124,1784752000,922,8195162000,1717,16647897000,1272,24976000,121,20638000,575,33022000,573,29965000,988,946432000,1478,13619954000,340,1942411000,147,54181000,1509,6339842000,710,1188092000,1567,7527933000,1566,2928009000,81,21874000,1566,2906136000,75,334447000,1721,4071532000,0,0
2018,nontaxable,20m_50m,595,17683752000,,,430,822772000,485,1997895000,171,845805000,275,1935070000,505,4200436000,322,1196892000,144,80078000,208,221203000,136,54818000,143,98143000,64,170119000,585,1251021000,270,387284000,70,335379000,117,214963000,248,861196000,257,749840000,231,492294000,436,1035754000,62,104287000,153,423116000,546,205386000,144,6334408000,407,1223318000,363,7274885000,595,15681484000,446,14965000,54,22988000,199,22850000,219,22462000,396,885585000,520,12707801000,152,1997256000,67,14390000,522,1987877000,335,851655000,561,2839532000,561,1106111000,69,31003000,561,1075108000,,,595,1379635000,0,0
2018,nontaxable,50m_plus,188,23164897000,,,132,531907000,162,1169424000,70,1563456000,110,2588576000,166,6630507000,104,1451424000,57,126199000,91,170431000,52,51088000,62,73386000,35,348630000,186,1708755000,82,51814000,37,588934000,67,703636000,109,930865000,106,1760915000,108,938982000,127,373109000,28,62089000,58,933874000,180,406896000,48,7765446000,130,1103828000,136,13288934000,188,22794046000,148,18201000,17,12388000,68,14913000,78,8886000,131,1220105000,169,17910487000,57,3601580000,25,6120000,155,364730000,143,775866000,178,1140597000,178,446822000,37,130629000,178,316193000,,,188,418256000,0,0
2019,all,all,6409,159698178000,,,4441,6315423000,4958,12768821000,1656,9197154000,1726,12145597000,5382,42499284000,3532,10563183000,1718,2023732000,2419,2020578000,1432,538845000,1443,640203000,778,2575659000,6329,14101310000,2639,1560919000,750,3368678000,1079,4320831000,2008,6429052000,1733,10496932000,2132,5475866000,4221,7889067000,610,578661000,1207,2447087000,5709,1741298000,987,31902580000,2955,6571373000,3738,67533738000,6365,88240577000,5290,107929000,1329,370062000,3513,380076000,3555,655316000,4612,7085035000,3152,57534278000,1619,21873006000,1134,1931319000,5894,69524035000,3689,15936451000,6063,85460486000,6063,33858433000,995,2098122000,6061,31760311000,527,1878351000,6409,22763892000,2570,13214991000
2019,all,under_10m,1975,13790422000,,,1296,1149935000,1431,1757244000,346,463952000,416,598070000,1566,3140615000,981,827280000,450,94535000,649,190439000,409,62790000,397,82621000,221,280669000,1928,1358010000,803,306584000,211,432893000,198,85950000,494,405236000,407,361167000,501,404970000,1275,1467948000,160,63676000,218,42077000,1670,213764000,316,3450716000,864,796555000,973,4440852000,1948,4840987000,1551,23232000,396,39703000,998,59187000,1003,54913000,1336,521013000,915,3501108000,335,593768000,300,138680000,1757,8810756000,979,3324960000,1813,12135716000,1813,4756905000,222,196423000,1813,4560481000,186,646012000,1975,5219356000,648,441953000
2019,all,10m_20m,2698,38101066000,,,1905,2337207000,2077,4048845000,698,2193375000,670,1887396000,2291,10463820000,1533,2696305000,747,467304000,1026,461536000,598,155312000,643,212377000,356,860359000,2677,3475002000,1141,631081000,320,1147790000,424,306017000,811,941835000,664,1066163000,861,977259000,1843,2991716000,278,137810000,451,206681000,2424,435875000,415,8450486000,1251,1627113000,1606,14951773000,2682,14088298000,2233,38168000,515,86967000,1443,105866000,1444,121687000,1915,1391393000,1314,9999753000,660,2285184000,481,485049000,2509,23526395000,1440,3814877000,2564,27341272000,2564,10798547000,292,232646000,2562,10565901000,247,986334000,2698,10767515000,1020,2061750000
2019,all,20m_50m,1265,37369180000,,,879,1579542000,1055,3595341000,414,2438514000,393,2330244000,1109,11098902000,740,3290099000,359,321060000,521,501843000,308,139717000,293,197829000,150,777347000,1256,3159914000,512,427120000,142,687783000,300,446808000,472,1346966000,430,1265026000,503,1277352000,816,1652627000,109,127102000,334,324937000,1165,383105000,176,6894441000,612,1470926000,825,15862977000,1265,18556499000,1099,27980000,291,91939000,756,97813000,781,156400000,969,1541945000,663,13028003000,433,3529727000,246,495607000,1189,18316151000,873,3723218000,1221,22039369000,1221,8750437000,279,352779000,1221,8397658000,73,183796000,1265,4966588000,636,4188148000
2019,all,50m_plus,471,70437509000,,,361,1248738000,394,3367391000,198,4101313000,248,7329887000,416,17795947000,279,3749500000,163,1140832000,222,866760000,116,181026000,111,147376000,50,657284000,469,6108384000,182,196134000,78,1100212000,156,3482056000,231,3735016000,231,7804577000,267,2816284000,286,1776775000,64,250073000,204,1873392000,451,708553000,80,13106937000,228,2676780000,334,32278136000,471,50754794000,407,18549000,127,151452000,315,117210000,327,322316000,392,3630684000,259,31005414000,191,15464327000,107,811983000,439,18870733000,397,5073396000,465,23944129000,465,9552545000,202,1316275000,465,8236270000,21,62208000,471,1810433000,265,6523140000
2019,taxable,all,2570,77237685000,,,1725,2773133000,2007,5404042000,581,4051952000,611,5755952000,2277,23255090000,1592,6280918000,764,877482000,1061,980641000,621,249927000,591,357051000,275,1093646000,2554,6954646000,963,445254000,269,1329168000,438,1020249000,822,3644043000,626,5096472000,942,2913998000,1555,2520207000,284,282542000,595,1139371000,2351,811898000,84,2980936000,727,606798000,1626,33901687000,2568,25382203000,2403,45624000,990,305006000,2207,290291000,2182,524485000,2226,3770142000,336,8531297000,763,11766506000,692,1713944000,2569,50139662000,1812,9648810000,2570,59788472000,2570,23774242000,653,1330943000,2570,22443299000,210,442611000,2570,9115351000,2570,13214991000
2019,taxable,under_10m,648,4527552000,,,407,394553000,458,543282000,87,77941000,98,129835000,537,1247761000,343,361566000,147,28827000,220,70977000,151,23627000,121,34775000,56,57395000,640,500600000,236,85963000,58,88617000,65,25205000,159,123312000,107,98097000,167,142880000,397,396612000,69,27451000,89,12987000,566,55290000,10,91589000,177,71747000,325,1457110000,648,357515000,607,8004000,251,26910000,547,36202000,546,30608000,538,117217000,39,55354000,124,66905000,148,84074000,648,4085964000,391,1501941000,648,5587905000,648,2199553000,111,79763000,648,2119790000,40,37147000,648,1675495000,648,441953000
2019,taxable,10m_20m,1020,14854607000,,,687,891881000,795,1447966000,216,593548000,208,538167000,925,4967255000,668,1283007000,319,165692000,431,213820000,233,62966000,254,102535000,113,294033000,1016,1489322000,401,136540000,96,239759000,154,134858000,312,409494000,215,300897000,344,435732000,633,850695000,112,84548000,197,53060000,936,158832000,25,401663000,278,156753000,647,5917232000,1018,1266053000,951,14414000,390,70713000,896,76179000,861,89493000,883,387160000,97,334532000,271,254316000,279,357760000,1019,13229471000,684,2403682000,1020,15633153000,1020,6196578000,191,187097000,1020,6009481000,99,240918000,1020,3942751000,1020,2061750000
2019,taxable,20m_50m,636,19170296000,,,435,768980000,539,1727963000,179,981759000,180,919377000,572,6365869000,403,1886494000,194,198445000,280,279525000,169,82635000,153,117299000,86,372137000,634,1730190000,236,146965000,77,354913000,144,200493000,229,674096000,191,526399000,284,719890000,373,706503000,64,93195000,187,127598000,590,189572000,29,823540000,190,202405000,461,8806378000,636,3780022000,603,14276000,239,74827000,537,79332000,545,113707000,566,817063000,127,1523287000,240,1105054000,184,470074000,636,14919647000,499,2654952000,636,17574599000,636,6995371000,207,310220000,636,6685151000,58,133014000,636,2475848000,636,4188148000
2019,taxable,50m_plus,265,38685229000,,,197,717719000,214,1684832000,99,2398704000,126,4168573000,244,10674205000,178,2749850000,104,484519000,131,416320000,69,80699000,62,102442000,20,370082000,264,3234534000,91,75786000,38,645880000,76,659693000,121,2437140000,113,4171079000,147,1615496000,153,566397000,39,77349000,122,945726000,259,408204000,21,1664143000,81,175892000,193,17720968000,265,19978613000,243,8930000,109,132556000,227,98579000,231,290676000,239,2448703000,73,6618125000,128,10340230000,81,802036000,265,17904580000,237,3088235000,265,20992816000,265,8382739000,145,753863000,265,7628877000,13,31533000,265,1021257000,265,6523140000
2019,nontaxable,all,3838,82460493000,,,2716,3542290000,2951,7364779000,1075,5145202000,1115,6389644000,3104,19244194000,1940,4282265000,954,1146249000,1358,1039937000,810,288918000,852,283151000,503,1482013000,3775,7146663000,1676,1115665000,481,2039510000,640,3300582000,1187,2785010000,1107,5400460000,1190,2561868000,2666,5368859000,326,296120000,612,1307717000,3358,929399000,903,28921644000,2228,5964576000,2112,33632051000,3797,62858374000,2887,62306000,339,65056000,1305,89785000,1373,130831000,2386,3314893000,2815,49002982000,856,10106500000,442,217375000,3325,19384373000,1877,6287641000,3493,25672014000,3493,10084191000,342,767179000,3491,9317012000,316,1435740000,3838,13648541000,0,0
2019,nontaxable,under_10m,1326,9262869000,,,890,755382000,973,1213962000,259,386011000,318,468235000,1029,1892854000,637,465713000,303,65709000,430,119462000,258,39163000,276,47846000,166,223274000,1287,857409000,567,220620000,153,344276000,134,60745000,335,281924000,300,263070000,334,262090000,878,1071336000,91,36226000,128,29089000,1103,158474000,306,3359127000,687,724808000,648,2983742000,1299,4483472000,945,15229000,145,12793000,452,22985000,457,24305000,798,403796000,876,3445754000,211,526863000,152,54606000,1109,4724792000,588,1823019000,1165,6547811000,1165,2557351000,111,116660000,1165,2440691000,146,608865000,1326,3543861000,0,0
2019,nontaxable,10m_20m,1678,23246459000,,,1218,1445326000,1283,2600880000,482,1599827000,462,1349228000,1366,5496565000,865,1413298000,428,301613000,596,247716000,365,92345000,388,109842000,243,566326000,1661,1985680000,740,494541000,224,908031000,271,171160000,499,532340000,449,765266000,517,541527000,1211,2141021000,166,53262000,254,153622000,1488,277043000,390,8048823000,973,1470360000,959,9034541000,1664,12822245000,1282,23754000,125,16254000,547,29687000,583,32194000,1032,1004233000,1217,9665221000,389,2030868000,202,127289000,1490,10296924000,755,1411195000,1544,11708120000,1544,4601969000,101,45549000,1541,4556420000,148,745417000,1678,6824764000,0,0
2019,nontaxable,20m_50m,629,18198885000,,,444,810563000,516,1867378000,235,1456755000,213,1410867000,536,4733033000,337,1403605000,165,122615000,241,222319000,140,57082000,140,80530000,64,405211000,622,1429724000,277,280155000,65,332870000,156,246315000,243,672870000,239,738626000,219,557463000,443,946124000,45,33908000,147,197340000,575,193533000,147,6070901000,421,1268521000,364,7056600000,629,14776476000,496,13704000,52,17113000,219,18481000,236,42693000,403,724883000,537,11504717000,192,2424673000,61,25533000,553,3396504000,374,1068266000,585,4464770000,585,1755065000,72,42558000,585,1712507000,14,50782000,629,2490740000,0,0
2019,nontaxable,50m_plus,205,31752280000,,,164,531019000,180,1682559000,99,1702608000,122,3161314000,172,7121742000,101,999649000,59,656313000,91,450440000,47,100327000,48,44934000,31,287202000,204,2873850000,91,120348000,39,454333000,80,2822363000,110,1297876000,119,3633498000,121,1200788000,133,1210378000,24,172724000,82,927666000,192,300349000,59,11442794000,147,2500887000,141,14557168000,205,30776181000,165,9620000,17,18897000,88,18632000,97,31639000,153,1181981000,186,24387290000,63,5124097000,26,9947000,174,966153000,160,1985160000,200,2951313000,200,1169805000,58,562412000,200,607394000,8,30675000,205,789176000,0,0
2020,all,all,3441,122254529000,,,2421,4067681000,2715,9284545000,1029,6577539000,1155,14653031000,2930,31886752000,1929,7752485000,1112,1526760000,1372,1246584000,799,421477000,766,462878000,354,1511827000,3400,7411063000,1356,966705000,397,1944459000,695,2166804000,1170,5136216000,1081,11303504000,1241,3708093000,2333,4390098000,283,438787000,808,4246660000,3118,1150582000,525,24195466000,1701,4053355000,2042,52748596000,3424,72108447000,2818,64335000,696,262959000,1861,241486000,1919,371533000,2436,3843464000,1802,39743625000,875,27440435000,686,1810160000,3233,48334142000,2108,9535215000,3317,57869357000,3316,22969910000,559,989774000,3314,21980136000,301,1299435000,3441,15567134000,1275,9333523000
2020,all,under_10m,326,2396583000,,,193,191282000,212,257120000,45,78113000,68,123335000,251,561498000,135,130579000,76,27702000,94,25988000,58,10526000,58,15439000,25,33344000,319,249269000,112,32350000,31,55751000,44,25271000,86,91703000,75,106834000,104,106154000,196,225939000,26,4595000,40,8731000,278,35061000,37,480918000,128,99259000,186,953335000,324,624913000,264,4129000,57,6418000,185,11139000,172,10258000,209,105155000,111,388399000,53,94261000,72,34010000,308,1737464000,251,1542673000,319,3280137000,319,1294549000,90,108377000,317,1186173000,33,116159000,326,1260498000,123,101117000
2020,all,10m_20m,1859,26528593000,,,1298,1666435000,1449,3051158000,505,1488063000,552,1550391000,1549,6852161000,1022,1797856000,571,310237000,711,328100000,417,112947000,407,114933000,206,616374000,1833,2206833000,778,453973000,212,756764000,279,213854000,544,754897000,504,885188000,582,697794000,1301,2136537000,134,74873000,351,117745000,1664,341482000,300,6189630000,966,1447916000,1042,9925472000,1844,9611180000,1508,27063000,331,56649000,934,70411000,958,83353000,1279,1020213000,1007,7047283000,389,1258740000,319,323147000,1745,16593736000,977,2695269000,1777,19289006000,1776,7620518000,171,123904000,1776,7496614000,195,918257000,1859,8603184000,539,863859000
2020,all,20m_50m,908,27278295000,,,662,1221265000,753,2444813000,308,1763453000,340,2002471000,808,7857830000,554,2493249000,328,367457000,394,365779000,233,145373000,213,137362000,89,423552000,898,2002529000,341,299650000,101,537816000,225,458085000,361,967154000,328,878190000,359,966364000,626,1267558000,84,86177000,242,343865000,841,248302000,131,6212811000,452,1224188000,575,11817364000,908,13112147000,747,16530000,220,71005000,532,76426000,557,135926000,664,971491000,485,9478005000,273,2324702000,207,406995000,854,13758627000,584,2705733000,877,16464360000,877,6538978000,164,294781000,877,6244197000,59,228047000,908,4131342000,427,2738058000
2020,all,50m_plus,349,66051058000,,,269,988700000,300,3531453000,171,3247911000,195,10976834000,321,16615263000,217,3330801000,138,821365000,173,526718000,91,152632000,88,195144000,34,438557000,349,2952432000,125,180731000,52,594128000,147,1469594000,179,3322461000,174,9433291000,196,1937782000,210,760063000,39,273142000,176,3776319000,335,525737000,57,11312108000,155,1281992000,240,30052424000,349,48760206000,298,16612000,88,128886000,210,83510000,232,141995000,284,1746605000,199,22829937000,160,23762732000,87,1046008000,327,16244314000,296,2591540000,343,18835854000,343,7515865000,133,462712000,343,7053153000,14,36972000,349,1572110000,186,5630489000
2020,taxable,all,1275,63541687000,,,859,1697093000,982,3383714000,387,2717768000,403,10060969000,1104,13677464000,790,4267979000,451,902957000,548,640840000,306,216104000,298,254119000,118,715190000,1267,3542675000,420,284531000,141,755952000,252,829193000,453,3104305000,371,8993332000,539,2213112000,784,1373215000,124,288170000,404,3051842000,1189,571166000,43,4408414000,385,360079000,832,24266461000,1273,28052911000,1188,24952000,507,211459000,1086,174282000,1074,298671000,1110,1614254000,174,4631092000,414,20990216000,394,1619400000,1275,33867791000,929,6022698000,1275,39890489000,1275,15887173000,340,840763000,1275,15046410000,103,243507000,1275,5682234000,1275,9333523000
2020,taxable,under_10m,123,908880000,,,65,52377000,76,87345000,19,35486000,22,36928000,96,240591000,54,36336000,30,13110000,39,13646000,22,3006000,21,6196000,9,13968000,121,120955000,26,2425000,11,26329000,16,14092000,36,52170000,25,26050000,42,41902000,63,63453000,11,3734000,14,1596000,104,17186000,,,36,19304000,79,401876000,123,54368000,115,1835000,42,5204000,110,7622000,97,6676000,99,21017000,4,2665000,16,5633000,35,19059000,123,835453000,100,735491000,123,1570944000,123,621794000,34,54773000,123,567021000,6,15508000,123,465398000,123,101117000
2020,taxable,10m_20m,539,7925103000,,,346,451370000,408,823321000,146,380480000,138,302590000,455,2337943000,327,610463000,180,114497000,227,93803000,122,40908000,128,41064000,54,193907000,536,801249000,188,69510000,61,215137000,64,31135000,153,219425000,128,206979000,208,276260000,330,536437000,52,47971000,132,33605000,496,97049000,13,206882000,166,142977000,326,3012223000,538,651510000,509,7906000,222,37523000,462,39404000,451,56599000,462,194835000,45,145446000,143,146535000,146,184853000,539,7088210000,354,1427576000,539,8515786000,539,3377100000,101,86759000,539,3290341000,43,87753000,539,2422729000,539,863859000
2020,taxable,20m_50m,427,13075339000,,,306,625563000,340,1030663000,137,772837000,145,767101000,381,4096619000,291,1501238000,162,159825000,191,189525000,112,72647000,103,69166000,38,166735000,424,969296000,139,82320000,41,253604000,99,199546000,164,505255000,131,310390000,179,447593000,280,473278000,40,26129000,155,233595000,407,122411000,,,130,104468000,290,6031903000,427,2043294000,394,7656000,177,62053000,364,57866000,368,120854000,374,376104000,66,659924000,150,724544000,148,381616000,427,10649904000,305,1839131000,427,12489035000,427,4972472000,113,262297000,427,4710176000,44,126030000,427,1956374000,427,2738058000
