year,cell,wage_lower,wage_upper,n_workers,n_workers_mtr,avg_wages,total_wages,avg_mtr_iit,avg_mtr_iit_wtd
2028,$750k-$800k,750000,8e+05,103816.753672745,103816.753672745,774704.115547764,80427266333.0837,0.357905315597173,0.357873718914803
2028,$800k-$850k,8e+05,850000,82722.3059561843,82722.3059561843,823001.07056968,68080546361.9323,0.362150382274604,0.3622582300327
2028,$850k-$900k,850000,9e+05,60092.5042004478,60092.5042004478,874783.358072034,52567922619.4255,0.367718761952426,0.367699630397793
2028,$900k-$950k,9e+05,950000,56497.7803291026,56497.7803291026,923352.371140832,52167359431.0707,0.364213000339061,0.364230416109563
2028,$950k-$1000k,950000,1e+06,48498.7509772427,48498.7509772427,974848.502532989,47278934764.8854,0.366812172751627,0.366792747282143
2028,$1M+,1e+06,Inf,329565.902550118,329565.902550118,2537531.75750844,836283943912.855,0.365666686016501,0.365783042941764
2028,All workers,0,Inf,163530507.382537,163530507.382537,78167.5181502096,12782773903937.4,0.138275312604347,0.221370447163438
2029,$0k-$20k,0,20000,34659467.9536379,34659467.9536379,9512.81991417574,329709276964.102,0.0150211825907365,0.02889317643309
2029,$20k-$40k,20000,40000,24565368.856566,24565368.856566,28699.6148446537,705016624700.294,0.11480376573853,0.12038392666602
2029,$40k-$60k,40000,60000,30338291.0138704,30338291.0138704,49670.2766386481,1506911307402.75,0.153440292617922,0.153186668521709
2029,$60k-$80k,60000,80000,22693421.7762405,22693421.7762405,69168.4043154083,1569667772719.1,0.159128263701969,0.160561209429252
2029,$80k-$100k,80000,1e+05,14278309.366693,14278309.366693,89125.6664164503,1272563837606.76,0.19572084631582,0.195846803550164
2029,$100k-$120k,1e+05,120000,9602736.37417893,9602736.37417893,109541.530228759,1051898436810.92,0.200582238134773,0.200722509939032
2029,$120k-$140k,120000,140000,6783371.10779983,6783371.10779983,129456.693907339,878152797162.328,0.210901871069118,0.211457857350211
2029,$140k-$160k,140000,160000,4157845.59833566,4157845.59833566,148584.987830763,617793437630.897,0.226647055173568,0.226948005923824
2029,$160k-$180k,160000,180000,2794156.1138551,2794156.1138551,171074.548565743,478008995799.973,0.240206978289175,0.240284117930169
2029,$180k-$200k,180000,2e+05,3202033.16461992,3202033.16461992,189939.760290117,608193411728.911,0.240498307311616,0.24051812059354
2029,$200k-$220k,2e+05,220000,2261064.08536517,2261064.08536517,209127.071272188,472849710131.146,0.241039190593486,0.241026006083164
2029,$220k-$240k,220000,240000,1634777.98148847,1634777.98148847,229182.454482254,374662430331.072,0.249332004075224,0.24943720628012
2029,$240k-$260k,240000,260000,1143072.27747368,1143072.27747368,249428.338009269,285114618394.731,0.270862230864341,0.270969131583148
2029,$260k-$280k,260000,280000,942135.958525625,942135.958525625,269162.410889426,253587585982.377,0.285024503257876,0.284934951863999
2029,$280k-$300k,280000,3e+05,622813.434609713,622813.434609713,290288.804110638,180795767116.892,0.294851021793397,0.294824641093513
2029,$300k-$320k,3e+05,320000,551815.603545349,551815.603545349,308942.505580861,170479295177.915,0.289837490031248,0.289744432270757
2029,$320k-$340k,320000,340000,332685.891067426,332685.891067426,329256.533387176,109539003199.685,0.367567817618274,0.3694996405554
2029,$340k-$360k,340000,360000,320838.391221224,320838.391221224,350042.168613136,112306966237.427,0.273749582286964,0.273733515146882
2029,$360k-$380k,360000,380000,295537.593056486,295537.593056486,369517.976877823,109206453477.574,0.270645476108278,0.270676231052859
2029,$380k-$400k,380000,4e+05,227000.894534604,227000.894534604,390500.052757874,88643861291.8474,0.279011337153248,0.279034959946585
2029,$400k-$420k,4e+05,420000,186788.075134997,186788.075134997,410042.537300663,76591056265.861,0.277838008626747,0.277888550193248
2029,$420k-$440k,420000,440000,190071.531218196,190071.531218196,430237.070673609,81775818809.7642,0.291159970096782,0.29122855571463
2029,$440k-$460k,440000,460000,175918.635263974,175918.635263974,449697.181262407,79110114409.7388,0.290485266753956,0.290474218290846
2029,$460k-$480k,460000,480000,142906.536592734,142906.536592734,469652.742641373,67116446852.1575,0.304631251038135,0.304709968749285
2029,$480k-$500k,480000,5e+05,113605.284368802,113605.284368802,490197.038957701,55688974007.5345,0.321765707399064,0.32187049016658
2029,$500k-$550k,5e+05,550000,278875.926307227,278875.926307227,523957.404729112,146119106589.362,0.352703988267072,0.353087871301065
2029,$550k-$600k,550000,6e+05,212102.796177833,212102.796177833,574123.352455546,121773168406.813,0.375737182351935,0.37579870057579
2029,$600k-$650k,6e+05,650000,189218.903057007,189218.903057007,624449.996078521,118157743271.93,0.359968126284007,0.359721693889267
2029,$650k-$700k,650000,7e+05,109925.533904257,109925.533904257,674101.230683996,74100937688.4547,0.357357429870425,0.357410163010496
2029,$700k-$750k,7e+05,750000,98533.2527362708,98533.2527362708,724230.626010901,71360799312.0797,0.360686052227049,0.360688952393612
2029,$750k-$800k,750000,8e+05,97480.0219809752,97480.0219809752,775284.523578119,75574752399.9049,0.358431721868049,0.358478048138126
2029,$800k-$850k,8e+05,850000,94196.1661821456,94196.1661821456,823932.288993359,77611262816.8541,0.358120753206951,0.358115991374767
2029,$850k-$900k,850000,9e+05,70534.9435026434,70534.9435026434,872557.800377818,61545815152.4402,0.368758228581379,0.368765357758577
2029,$900k-$950k,9e+05,950000,58610.3485708013,58610.3485708013,925692.005307047,54255131100.25,0.366149655381328,0.366124106212999
2029,$950k-$1000k,950000,1e+06,49780.5302372797,49780.5302372797,974384.13439933,48505358865.1915,0.365333566405323,0.365379753669276
2029,$1M+,1e+06,Inf,365545.618948597,365545.618948597,2480413.76662682,906704385570.224,0.365802500854434,0.365908139615903
2029,All workers,0,Inf,163840837.540869,163840837.540869,81121.9758204051,13291092461385.3,0.141584264639203,0.222351491962687
2030,$0k-$20k,0,20000,33443130.6237713,33443130.6237713,9474.42504665507,316854434420.416,0.0154653030175565,0.0288333496318294
2030,$20k-$40k,20000,40000,24464219.8881696,24464219.8881696,28663.3101047681,701225521125.84,0.113194876480467,0.118760233905929
2030,$40k-$60k,40000,60000,28844933.2342685,28844933.2342685,50042.2586335928,1443465609177.98,0.154291655469823,0.15408281130581
2030,$60k-$80k,60000,80000,23068345.9610148,23068345.9610148,69322.472688319,1599154782847.14,0.158486538710966,0.159823709227119
2030,$80k-$100k,80000,1e+05,14804586.7864684,14804586.7864684,89244.4109783502,1321226627536.24,0.195560073612905,0.195610335995681
2030,$100k-$120k,1e+05,120000,9822390.7562154,9822390.7562154,109564.877685225,1076189041781.23,0.205904644960527,0.205566707556203
2030,$120k-$140k,120000,140000,7176668.89856911,7176668.89856911,129446.160440787,928992233674.582,0.20640383233483,0.206555836393398
2030,$140k-$160k,140000,160000,4816698.96538311,4816698.96538311,149035.133345114,717857372589.146,0.22560462896839,0.225843546848536
2030,$160k-$180k,160000,180000,2482603.84556256,2482603.84556256,169904.864623738,421806470294.679,0.243957481436529,0.24375700947085
2030,$180k-$200k,180000,2e+05,3234985.66305307,3234985.66305307,189751.26571779,613842624143.224,0.24083921006302,0.240855439493856
2030,$200k-$220k,2e+05,220000,2643953.14653238,2643953.14653238,209360.840288745,553540252442.091,0.241083413808091,0.241117427475144
2030,$220k-$240k,220000,240000,1759542.1753798,1759542.1753798,229602.88286096,403995955982.647,0.248094440229786,0.248252362908639
2030,$240k-$260k,240000,260000,1317669.35977196,1317669.35977196,249830.540804466,329194048753.302,0.313574768733072,0.314264868897687
2030,$260k-$280k,260000,280000,1004386.61626847,1004386.61626847,270194.510163177,271379749797.109,0.282516099135012,0.282608204537586
2030,$280k-$300k,280000,3e+05,683805.301057735,683805.301057735,289517.718214737,197973750465.377,0.279927739575704,0.279997059544804
2030,$300k-$320k,3e+05,320000,606290.147192018,606290.147192018,310012.520547641,187957536714.198,0.29595238970933,0.2959115252261
2030,$320k-$340k,320000,340000,428541.346379098,428541.346379098,328841.724227638,140922275246.136,0.288521140659363,0.288493813190057
2030,$340k-$360k,340000,360000,304556.600127435,304556.600127435,349465.871315772,106432137628.503,0.277950651344696,0.277907473449102
2030,$360k-$380k,360000,380000,307740.658366666,307740.658366666,369836.367516682,113813687227.52,0.270865076885179,0.27083606157797
2030,$380k-$400k,380000,4e+05,260559.831173075,260559.831173075,389282.978766689,101431507226,0.272688904245618,0.272709837469472
2030,$400k-$420k,4e+05,420000,207088.185608974,207088.185608974,409987.890149532,84903648292.7177,0.278341979169713,0.278302280395082
2030,$420k-$440k,420000,440000,188384.91908405,188384.91908405,430066.771402964,81018093931.4861,0.281455157873621,0.281508149256575
2030,$440k-$460k,440000,460000,177292.823736122,177292.823736122,450416.535344815,79855619408.723,0.29367818270579,0.293708022582441
2030,$460k-$480k,460000,480000,163198.34195691,163198.34195691,469298.455588812,76588729835.0326,0.298859403683183,0.298885511379469
2030,$480k-$500k,480000,5e+05,137608.747227673,137608.747227673,489221.469155624,67321153487.387,0.317673186807167,0.317691931552857
2030,$500k-$550k,5e+05,550000,279607.090439306,279607.090439306,524601.200013968,146682215176.874,0.328437230798832,0.328503680184431
2030,$550k-$600k,550000,6e+05,225017.495547927,225017.495547927,574159.933068672,129196030183.078,0.33887131234499,0.33895009921192
2030,$600k-$650k,6e+05,650000,193513.956612388,193513.956612388,623733.745398974,120701184944.819,0.348649461760377,0.348613746331585
