year,band,age_group,pep_adults,filing_adults,residual_nonfiling_adults,share,share_within_age_group,ira_share_65_74
2019,18_25,1,35749714,24688198.2192029,11061515.7807971,0.232533030002638,1,0.62378253554244
2019,26_34,2,40488269,34999277.4062504,5488991.59374964,0.115388512049082,1,0.62378253554244
2019,35_44,3,41798993,36940718.1347175,4858274.86528245,0.102129707844469,1,0.62378253554244
2019,45_54,4,41208228,35715194.5638986,5493033.43610144,0.115473478871666,1,0.62378253554244
2019,55_64,5,43305751,35805292.0549146,7500458.94508536,0.157673186882658,1,0.62378253554244
2019,65_74,6,32178995,25719143.8022898,6459851.19771016,0.135797733523775,0.490595054018153,0.62378253554244
2019,75p,6,22219330,15511801.8187262,6707528.18127383,0.141004350825714,0.509404945981847,0.62378253554244
