year,band,age_group,pep_adults,filing_adults,residual_nonfiling_adults,share,share_within_age_group,ira_share_65_74
2022,18_25,1,34785957,24305224.5407495,10480732.4592505,0.219249328522649,1,0.608681209595531
2022,26_34,2,41395419,35334770.6328393,6060648.36716071,0.126784372187562,1,0.608681209595531
2022,35_44,3,43996202,38139106.3683225,5857095.63167755,0.122526196459181,1,0.608681209595531
2022,45_54,4,40587060,34589862.9108878,5997197.08911219,0.12545701742871,1,0.608681209595531
2022,55_64,5,42344458,34846775.9760204,7497682.02397958,0.156846074988104,1,0.608681209595531
2022,65_74,6,34004710,27753178.6124075,6251531.38759247,0.130777506657768,0.524922035632357,0.608681209595531
2022,75p,6,23500327,17842410.958773,5657916.04122704,0.118359503756025,0.475077964367643,0.608681209595531
