year,band,age_group,pep_adults,filing_adults,residual_nonfiling_adults,share,share_within_age_group,ira_share_65_74
2023,18_25,1,35245443,23682078.1436037,11563364.8563963,0.224831424681679,1,0.600503098982524
2023,26_34,2,41666390,35157520.1020956,6508869.89790441,0.126554727831152,1,0.600503098982524
2023,35_44,3,44712957,38530011.0687402,6182945.93125979,0.120217649422865,1,0.600503098982524
2023,45_54,4,40645548,34250660.9210317,6394887.0789683,0.124338511367441,1,0.600503098982524
2023,55_64,5,41940771,34308843.1214499,7631927.8785501,0.148390822162209,1,0.600503098982524
2023,65_74,6,34716756,27729693.6778757,6987062.32212431,0.135852426670939,0.531365012506439,0.600503098982524
2023,75p,6,24609951,18447742.74978,6162208.25022004,0.119814437863715,0.468634987493561,0.600503098982524
