year,band,age_group,pep_adults,filing_adults,residual_nonfiling_adults,share,share_within_age_group,ira_share_65_74
2014,18_25,1,36389627,24460782.8249362,11928844.1750638,0.259469948653769,1,0.616243593574727
2014,26_34,2,38523916,33229928.3916188,5293987.60838122,0.115152035919106,1,0.616243593574727
2014,35_44,3,40460531,35051853.5107853,5408677.48921467,0.117646709925593,1,0.616243593574727
2014,45_54,4,43489309,37546133.9646373,5943175.03536265,0.129272819615624,1,0.616243593574727
2014,55_64,5,40387341,33838275.0885513,6549065.91144866,0.142451839493884,1,0.616243593574727
2014,65_74,6,26680536,21862433.432421,4818102.56757899,0.104800834638418,0.444058827327839,0.616243593574727
2014,75p,6,19646543,13614500.78705,6032042.21295002,0.131205811753605,0.555941172672161,0.616243593574727
