group_id,panel,group_label,married,age_65_plus,n_dependents,dependent_filer,n_obs,filing_rate_weighted,term,coefficient,std_error,sig,pdf_page,note
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,n_medicaid,0.064,0.107,,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,educ_less_than_hs,-0.121,0.342,,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,educ_college,0.567,0.404,,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,race_black,-0.532,0.320,*,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,race_hispanic,-0.436,0.388,,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,race_other,-0.561,0.372,,52,
married_65p_dep2p,D,"Married, 65 or older, nondependent, 2+ dependents",1,1,2+,0,194,0.80,intercept,-0.182,0.990,,52,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,log_gross_income,0.056,0.054,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,negative_gross_income,0.372,0.430,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_wages,0.75,0.467,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_interest,0.183,0.234,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_dividends,0.84,0.280,***,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_self_employment,,,,53,published as '.' -- dropped from the fitted equation
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_rental,0.315,0.411,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_retirement,,,,53,no such row in the published panel
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,src_social_security,-0.052,0.124,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,means_tested_transfers,-0.35,0.168,**,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,n_medicaid,-0.201,0.132,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,educ_less_than_hs,-0.321,0.104,***,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,educ_college,0.119,0.175,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,race_black,-0.297,0.133,**,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,race_hispanic,-0.635,0.156,***,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,race_other,-0.234,0.146,,53,
dependent_65p,E,"Dependent filer, 65 or older",,1,,1,909,0.23,intercept,-0.739,0.449,*,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,log_gross_income,0.107,0.011,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,negative_gross_income,0.108,0.080,,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_wages,0.9,0.046,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_interest,0.12,0.037,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_dividends,0.274,0.062,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_self_employment,-0.026,0.109,,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_rental,0.672,0.255,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_retirement,,,,53,no such row in the published panel
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,src_social_security,-0.044,0.058,,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,means_tested_transfers,-0.074,0.033,**,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,n_medicaid,-0.356,0.027,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,educ_less_than_hs,-1.171,0.023,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,educ_college,0.423,0.079,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,race_black,-0.142,0.030,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,race_hispanic,-0.127,0.025,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,race_other,-0.11,0.031,***,53,
dependent_u65,E,"Dependent filer, under 65",,0,,1,62438,0.10,intercept,-0.67,0.083,***,53,
