model,state,year,n,match_15,match_100,share_both_zero,mean_abs_diff,median_abs_diff,p90_abs_diff,p99_abs_diff,mean_signed,n_clean,match_15_clean,match_100_clean
policyengine,SC,2023,1533,0.30789302022178733,0.3685583822570124,0.21787345075016307,51644.984972844686,347.0193820975692,24493.965810905996,1077374.655201477,247.26330180246592,358,0.7318435754189944,0.7737430167597765
policyengine,SC,2024,1531,0.3076420640104507,0.36316133246244287,0.2122795558458524,47514.036243424416,365.44431225596543,24745.001906831752,1134137.906652537,-16383.24403736462,364,0.739010989010989,0.7582417582417582
taxsim,SD,2017,20513,1,1,1,0,0,0,0,0,13458,1,1
taxsim,SD,2018,20515,1,1,1,0,0,0,0,0,13504,1,1
taxsim,SD,2019,20514,1,1,1,0,0,0,0,0,13433,1,1
taxsim,SD,2020,20513,1,1,1,0,0,0,0,0,13070,1,1
policyengine,SD,2021,1536,1,1,1,0,0,0,0,0,269,1,1
policyengine,SD,2022,1530,1,1,1,0,0,0,0,0,314,1,1
policyengine,SD,2023,1533,1,1,1,0,0,0,0,0,354,1,1
policyengine,SD,2024,1531,1,1,1,0,0,0,0,0,358,1,1
taxsim,TN,2017,20513,0.9893725929898114,0.992443816116609,0.6429093745429727,39.135936779035845,0,0.0036743021817756,27.97513326412255,-36.39248267490113,13458,0.9913062862238076,0.9943528013077724
taxsim,TN,2018,20515,0.9909822081403852,0.994150621496466,0.6406531805995613,36.594451058172055,0,0.00367110709668985,0.697303350857025,-32.721738113507875,13504,0.9923726303317536,0.9959271327014216
taxsim,TN,2019,20514,0.9905917909720192,0.994832797114166,0.6284976113873453,56.8903179595355,0,0.00371915427575117,5.179093821035374,-54.558292766214336,13433,0.9924067594729398,0.996798928013102
taxsim,TN,2020,20513,0.9916638229415492,0.9967337785794376,0.6338419538829035,21.514138145537295,0,0.00376423998795871,3.2204000000000814,-21.048455333677964,13070,0.9930374904361132,0.9983167559296098
policyengine,TN,2021,1536,1,1,1,0,0,0,0,0,270,1,1
policyengine,TN,2022,1530,1,1,1,0,0,0,0,0,314,1,1
policyengine,TN,2023,1533,1,1,1,0,0,0,0,0,352,1,1
policyengine,TN,2024,1531,1,1,1,0,0,0,0,0,359,1,1
taxsim,TX,2017,20513,1,1,1,0,0,0,0,0,13458,1,1
taxsim,TX,2018,20515,1,1,1,0,0,0,0,0,13504,1,1
taxsim,TX,2019,20514,1,1,1,0,0,0,0,0,13433,1,1
taxsim,TX,2020,20513,1,1,1,0,0,0,0,0,13070,1,1
policyengine,TX,2021,1536,1,1,1,0,0,0,0,0,270,1,1
policyengine,TX,2022,1530,1,1,1,0,0,0,0,0,315,1,1
policyengine,TX,2023,1533,1,1,1,0,0,0,0,0,353,1,1
policyengine,TX,2024,1531,1,1,1,0,0,0,0,0,359,1,1
taxsim,VA,2017,20513,0.4370399259006484,0.500511870521133,0.22166431043728368,10731.4121230272,99.40471557686304,8555.429452729333,277087.55100595474,9749.545671534666,13458,0.5317283400208055,0.5908753157972952
