model,state,year,n,match_15,match_100,share_both_zero,mean_abs_diff,median_abs_diff,p90_abs_diff,p99_abs_diff,mean_signed,n_clean,match_15_clean,match_100_clean
taxsim,VA,2018,20515,0.5307823543748477,0.5992200828661954,0.21218620521569584,10558.52729629923,1.282898319826927,7297.398612293171,279495.9831444045,9891.858033843364,13504,0.6678021327014217,0.7125296208530806
taxsim,VA,2019,20514,0.5236911377595789,0.577800526469728,0.2161938188554158,17635.936360261945,2.137597020821886,15554.903096086146,400585.9850526276,16826.418262235147,13433,0.658825281024343,0.6968659271942231
taxsim,VA,2020,20513,0.5256179008433676,0.5800711743772242,0.2129868863647443,19200.095408168974,2.1841903045651634,16233.729637760787,440929.594655793,18044.710742921663,13070,0.6549349655700076,0.6906656465187452
policyengine,VA,2021,1536,0.20052083333333337,0.23046875,0.19661458333333337,25132.970492908073,267.28844484394494,5592.04163492041,618520.9991829199,-9734.852542018754,269,0.4944237918215613,0.4944237918215613
policyengine,VA,2022,1530,0.38496732026143793,0.5006535947712418,0.10718954248366012,21525.79716866439,98.74856638563108,5427.825954376609,548089.1185189453,1656.0904116017034,316,0.8987341772151899,0.939873417721519
policyengine,VA,2023,1533,0.12393998695368558,0.17547292889758642,0.10632746249184603,41498.639402822344,280.1290431749585,6091.682957617702,868742.9341406788,15959.911433486805,357,0.33053221288515405,0.3445378151260504
policyengine,VA,2024,1531,0.1247550620509471,0.17308948399738733,0.10124101894186806,32952.05135137503,299.05966417971285,6881.250201208164,744271.3194045903,-2704.847408309988,364,0.3269230769230769,0.3489010989010989
taxsim,WA,2017,20513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,WA,2018,20515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,WA,2019,20514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,WA,2020,20513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,WA,2021,1536,0.87890625,0.8795572916666666,0.87890625,75.70673177083333,0,300,900,75.70673177083333,268,0.8134328358208955,0.8134328358208955
policyengine,WA,2022,1530,0.8784313725490196,0.8784313725490196,0.703921568627451,77.21060895318271,0,300,1200,77.19677774843754,314,0.8089171974522293,0.8089171974522293
policyengine,WA,2023,1533,0.8897586431833007,0.8904109589041096,0.7103718199608611,75.88861410341536,0,315,1255,75.8782858703118,353,0.8555240793201133,0.8555240793201133
policyengine,WA,2024,1531,0.9013716525146964,0.9020248203788374,0.72893533638145,63.61246537505835,0,0.8319712597876787,965,63.59781551181286,358,0.8631284916201117,0.8631284916201117
taxsim,WY,2017,20513,1,1,1,0,0,0,0,0,13458,1,1
taxsim,WY,2018,20515,1,1,1,0,0,0,0,0,13504,1,1
taxsim,WY,2019,20514,1,1,1,0,0,0,0,0,13433,1,1
taxsim,WY,2020,20513,1,1,1,0,0,0,0,0,13070,1,1
policyengine,WY,2021,1536,1,1,1,0,0,0,0,0,271,1,1
policyengine,WY,2022,1530,1,1,1,0,0,0,0,0,315,1,1
policyengine,WY,2023,1533,1,1,1,0,0,0,0,0,351,1,1
policyengine,WY,2024,1531,1,1,1,0,0,0,0,0,359,1,1
