tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2014,unmarried_u65_dep0,66.28665607,0.73632881418936,0.82,42.0123044498689,45.973895,16.80823825
2014,unmarried_u65_dep1,8.82045823,0.751447488843598,0.77,42.0123044498689,45.973895,16.80823825
2014,unmarried_u65_dep2p,7.61183166,0.703917705850658,0.79,42.0123044498689,45.973895,16.80823825
2014,unmarried_65p_dep0,18.09084208,0.536098241161084,0.62,42.0123044498689,45.973895,16.80823825
2014,unmarried_65p_dep1,0.9038669,0.528047536250714,0.6,42.0123044498689,45.973895,16.80823825
2014,unmarried_65p_dep2p,0.23619121,0.408817498776214,0.63,42.0123044498689,45.973895,16.80823825
2014,married_u65_dep0,20.13616363,0.917546630152312,0.92,42.0123044498689,45.973895,16.80823825
2014,married_u65_dep1,10.62651073,0.951028714072109,0.92,42.0123044498689,45.973895,16.80823825
2014,married_u65_dep2p,18.08623697,0.945767789296759,0.92,42.0123044498689,45.973895,16.80823825
2014,married_65p_dep0,12.40867198,0.816258880346261,0.83,42.0123044498689,45.973895,16.80823825
2014,married_65p_dep1,0.66458293,0.870298610016502,0.77,42.0123044498689,45.973895,16.80823825
2014,married_65p_dep2p,0.30810041,0.879408635123653,0.8,42.0123044498689,45.973895,16.80823825
2014,dependent_u65,28.05415779,0.214422813591188,0.1,42.0123044498689,45.973895,16.80823825
2014,dependent_65p,0.89119642,0.171697930621292,0.23,42.0123044498689,45.973895,16.80823825
