tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2022,unmarried_u65_dep0,74.09468281,0.757560791519358,0.82,44.2763028079551,47.802803,17.54491456
2022,unmarried_u65_dep1,8.2486567,0.756158380209699,0.77,44.2763028079551,47.802803,17.54491456
2022,unmarried_u65_dep2p,6.63091627,0.718640049381309,0.79,44.2763028079551,47.802803,17.54491456
2022,unmarried_65p_dep0,22.58376155,0.565786650304328,0.62,44.2763028079551,47.802803,17.54491456
2022,unmarried_65p_dep1,0.98376229,0.518985840200413,0.6,44.2763028079551,47.802803,17.54491456
2022,unmarried_65p_dep2p,0.26600245,0.524520530224575,0.63,44.2763028079551,47.802803,17.54491456
2022,married_u65_dep0,19.92518917,0.926021302583531,0.92,44.2763028079551,47.802803,17.54491456
2022,married_u65_dep1,10.62064072,0.951808209018695,0.92,44.2763028079551,47.802803,17.54491456
2022,married_u65_dep2p,17.21519835,0.953207550651349,0.92,44.2763028079551,47.802803,17.54491456
2022,married_65p_dep0,15.68342315,0.806735378953015,0.83,44.2763028079551,47.802803,17.54491456
2022,married_65p_dep1,0.87096105,0.838866936333589,0.77,44.2763028079551,47.802803,17.54491456
2022,married_65p_dep2p,0.30841735,0.830824295721282,0.8,44.2763028079551,47.802803,17.54491456
2022,dependent_u65,28.55590122,0.20841687469274,0.1,44.2763028079551,47.802803,17.54491456
2022,dependent_65p,1.34644916,0.165355568768101,0.23,44.2763028079551,47.802803,17.54491456
