tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2019,172.1335502992,151.1875055458,64.7351130652,13.1620073232,94.2364299108,0.607570574563783,90.5240855066,17.6714228772,126.5458507653,1.76700611239098
