tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2019,unmarried_u65_dep0,71.1200772536,0.755414732888483,0.82,41.8248215807962,47.569654,17.6714228772
2019,unmarried_u65_dep1,8.1535610369,0.755771895655036,0.77,41.8248215807962,47.569654,17.6714228772
2019,unmarried_u65_dep2p,6.9239280612,0.73948020109729,0.79,41.8248215807962,47.569654,17.6714228772
2019,unmarried_65p_dep0,20.0411441118,0.557677141244809,0.62,41.8248215807962,47.569654,17.6714228772
2019,unmarried_65p_dep1,0.9179328234,0.53794077874581,0.6,41.8248215807962,47.569654,17.6714228772
2019,unmarried_65p_dep2p,0.2417939471,0.491517245176507,0.63,41.8248215807962,47.569654,17.6714228772
2019,married_u65_dep0,20.2379159872,0.933690266912062,0.92,41.8248215807962,47.569654,17.6714228772
2019,married_u65_dep1,10.5385697689,0.952752280461128,0.92,41.8248215807962,47.569654,17.6714228772
2019,married_u65_dep2p,17.8231201948,0.953186331481673,0.92,41.8248215807962,47.569654,17.6714228772
2019,married_65p_dep0,14.9554961619,0.817107921550081,0.83,41.8248215807962,47.569654,17.6714228772
2019,married_65p_dep1,0.8544308019,0.821577751941834,0.77,41.8248215807962,47.569654,17.6714228772
2019,married_65p_dep2p,0.3255801505,0.847804457298044,0.8,41.8248215807962,47.569654,17.6714228772
2019,dependent_u65,28.6908486882,0.224818124148599,0.1,41.8248215807962,47.569654,17.6714228772
2019,dependent_65p,1.0732960188,0.171975095555192,0.23,41.8248215807962,47.569654,17.6714228772
