band,hh_above,gq_nonfiling,fixed_nonfiling,target,delta,achieved,below_mass,shortfall,anchor,dep_nonfiling,scenario,netting_scale,tax_year,gamma
18_25,2146285.7187028,260726.498316183,2407012.21701899,2654451.80686188,2.68355700299259,2654451.80686188,6467064.77,0,11563364.8563963,8908913.04953442,central,1,2023,-0.7
26_34,2510675.08096859,539280.609687553,3049955.69065614,5027679.03514776,0.508422908497057,5027679.03514776,4482245.27,0,6508869.89790441,1481190.86275665,central,1,2023,-0.7
35_44,2569878.75255484,594622.837806027,3164501.59036086,5114009.9603924,0.582698032618247,5114009.9603924,4283507.39,0,6182945.93125979,1068935.97086739,central,1,2023,-0.7
45_54,2174991.73411168,436264.446718676,2611256.18083036,5661050.06222232,-0.411251526304707,5661050.06222232,4129451.19,0,6394887.0789683,733837.016745977,central,1,2023,-0.7
55_64,2195248.23787367,453944.726281893,2649192.96415556,6857090.41389208,0.231397473975168,6857090.41389208,7682524.71,0,7631927.8785501,774837.464658023,central,1,2023,-0.7
65_74,2265967.64126626,479187.927938436,2745155.5692047,6544277.24351348,0.960956535477264,6544277.24351348,14851968.08,0,6987062.32212431,442785.078610827,central,1,2023,-0.7
75p,1199338.92176863,962766.895119257,2162105.81688788,5592998.47772631,0.900190288263578,5592998.47772631,14099163.47,0,6162208.25022004,569209.772493733,central,1,2023,-0.7
