band,hh_above,gq_nonfiling,fixed_nonfiling,target,delta,achieved,below_mass,shortfall,anchor,dep_nonfiling,scenario,netting_scale,tax_year,gamma
18_25,963757.773207782,324438.970456403,1288196.74366419,1416549.43524344,3.03095092264647,1416549.43524344,6417634.59,0,9701293.26843308,8284743.83318964,central,1,2021,-0.7
26_34,2331068.63979322,638275.336700639,2969343.97649386,4140963.76229833,1.24851634571248,4140963.76229833,5171723.45,0,5634194.16803221,1493230.40573388,central,1,2021,-0.7
35_44,2444199.38921812,633940.799200498,3078140.18841862,4426616.23705657,1.08623082756227,4426616.23705657,4534746.15,0,5432131.01819998,1005514.78114341,central,1,2021,-0.7
45_54,2170922.45161238,447802.352820078,2618724.80443246,5473014.92904224,0.0365879409526452,5473014.92904224,4630481.82,0,6255907.26986758,782892.34082534,central,1,2021,-0.7
55_64,2364455.36211847,439070.474644289,2803525.83676275,6799965.72673554,0.475493503790452,6799965.72673554,8216959.18,0,7592556.4068384,792590.680102858,central,1,2021,-0.7
65_74,1749645.31085496,391801.296854371,2141446.60770933,5943972.14341343,0.950093331201221,5943972.14341343,14766427.91,0,6392897.21348058,448925.070067147,central,1,2021,-0.7
75p,967996.175116987,801815.571318946,1769811.74643593,4884751.7844041,1.01387441077637,4884751.7844041,13234803.88,0,5448690.65514817,563938.870744067,central,1,2021,-0.7
