tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2017,unmarried_u65_dep0,69.89657022,0.740895810329885,0.82,43.7958019080279,48.47011,16.26347948
2017,unmarried_u65_dep1,8.46905199,0.744598313203471,0.77,43.7958019080279,48.47011,16.26347948
2017,unmarried_u65_dep2p,7.40551882,0.712695765849019,0.79,43.7958019080279,48.47011,16.26347948
2017,unmarried_65p_dep0,19.8237388,0.548906409079075,0.62,43.7958019080279,48.47011,16.26347948
2017,unmarried_65p_dep1,0.87030362,0.510235738919583,0.6,43.7958019080279,48.47011,16.26347948
2017,unmarried_65p_dep2p,0.23291631,0.442416511845142,0.63,43.7958019080279,48.47011,16.26347948
2017,married_u65_dep0,20.52310664,0.917011087940969,0.92,43.7958019080279,48.47011,16.26347948
2017,married_u65_dep1,10.56413319,0.951769067667043,0.92,43.7958019080279,48.47011,16.26347948
2017,married_u65_dep2p,17.6824775,0.951207929284832,0.92,43.7958019080279,48.47011,16.26347948
2017,married_65p_dep0,13.87722431,0.805133875049672,0.83,43.7958019080279,48.47011,16.26347948
2017,married_65p_dep1,0.79727105,0.836363331372664,0.77,43.7958019080279,48.47011,16.26347948
2017,married_65p_dep2p,0.29447597,0.871106869298897,0.8,43.7958019080279,48.47011,16.26347948
2017,dependent_u65,27.26255261,0.216147302983194,0.1,43.7958019080279,48.47011,16.26347948
2017,dependent_65p,1.10432735,0.167110269913795,0.23,43.7958019080279,48.47011,16.26347948
