tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2022,177.43161186,156.26388472,64.62382979,12.92763983,99.88014224,0.607787486130701,88.30573937,17.54491456,130.26479706,1.53814745443246
