tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2016,167.5294491,143.56776171,63.32493761,14.15374489,90.0507666,0.653461716975061,89.17153994,16.33758864,121.19507383,1.32943791284789
