tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2021,175.64183617,182.49907875,63.89069682,13.70785478,98.04328457,0.645369595001807,89.0318655,17.42312884,127.71511462,1.8225854605587
