tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2018,unmarried_u65_dep0,70.29159497,0.735165839535385,0.82,44.5904481642754,49.542202,16.24854135
2018,unmarried_u65_dep1,8.24845176,0.736388637617419,0.77,44.5904481642754,49.542202,16.24854135
2018,unmarried_u65_dep2p,7.01988542,0.713215139669353,0.79,44.5904481642754,49.542202,16.24854135
2018,unmarried_65p_dep0,20.41395399,0.561367041033819,0.62,44.5904481642754,49.542202,16.24854135
2018,unmarried_65p_dep1,0.87296211,0.49946317364295,0.6,44.5904481642754,49.542202,16.24854135
2018,unmarried_65p_dep2p,0.24688751,0.427167859901707,0.63,44.5904481642754,49.542202,16.24854135
2018,married_u65_dep0,20.72411859,0.921292434673748,0.92,44.5904481642754,49.542202,16.24854135
2018,married_u65_dep1,10.20124614,0.946030043183007,0.92,44.5904481642754,49.542202,16.24854135
2018,married_u65_dep2p,17.79035052,0.953868794163164,0.92,44.5904481642754,49.542202,16.24854135
2018,married_65p_dep0,14.58724029,0.799455585344803,0.83,44.5904481642754,49.542202,16.24854135
2018,married_65p_dep1,0.82334476,0.830400256095785,0.77,44.5904481642754,49.542202,16.24854135
2018,married_65p_dep2p,0.31787364,0.811571397727448,0.8,44.5904481642754,49.542202,16.24854135
2018,dependent_u65,27.04375566,0.208748165185042,0.1,44.5904481642754,49.542202,16.24854135
2018,dependent_65p,1.09154705,0.156291584556938,0.23,44.5904481642754,49.542202,16.24854135
