tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2020,unmarried_u65_dep0,73.2675231931,0.7807134585033,0.82,39.9996145593899,40.766233,17.2003522256
2020,unmarried_u65_dep1,8.6563357549,0.784624653369729,0.77,39.9996145593899,40.766233,17.2003522256
2020,unmarried_u65_dep2p,7.1303357567,0.738829690865234,0.79,39.9996145593899,40.766233,17.2003522256
2020,unmarried_65p_dep0,20.7630472368,0.572687568628241,0.62,39.9996145593899,40.766233,17.2003522256
2020,unmarried_65p_dep1,0.9528530002,0.564918078779094,0.6,39.9996145593899,40.766233,17.2003522256
2020,unmarried_65p_dep2p,0.2788468567,0.524404129468856,0.63,39.9996145593899,40.766233,17.2003522256
2020,married_u65_dep0,20.0218382133,0.929555794834443,0.92,39.9996145593899,40.766233,17.2003522256
2020,married_u65_dep1,10.3140802243,0.956250841402888,0.92,39.9996145593899,40.766233,17.2003522256
2020,married_u65_dep2p,17.2335501186,0.958697064577062,0.92,39.9996145593899,40.766233,17.2003522256
2020,married_65p_dep0,14.8930970638,0.82244503953377,0.83,39.9996145593899,40.766233,17.2003522256
2020,married_65p_dep1,0.8602904508,0.856001886627379,0.77,39.9996145593899,40.766233,17.2003522256
2020,married_65p_dep2p,0.3552766762,0.854205457154768,0.8,39.9996145593899,40.766233,17.2003522256
2020,dependent_u65,28.2844672918,0.223187508707799,0.1,39.9996145593899,40.766233,17.2003522256
2020,dependent_65p,1.1729913045,0.164965760448127,0.23,39.9996145593899,40.766233,17.2003522256
