band,hh_above,gq_nonfiling,fixed_nonfiling,target,delta,achieved,below_mass,shortfall,anchor,dep_nonfiling,scenario,netting_scale,tax_year,gamma
18_25,2102835.96564668,272719.705417204,2375555.67106388,2504960.77066323,3.06034703300366,2504960.77066323,6470254.98,0,10480732.4592505,7975771.68858727,central,1,2022,-0.7
26_34,2554307.49906534,554353.064382395,3108660.56344773,4566544.12803338,0.957534102532788,4566544.12803338,4462145.93,0,6060648.36716071,1494104.23912733,central,1,2022,-0.7
35_44,2492416.16726099,598489.190770178,3090905.35803117,4949571.04475315,0.617024588056656,4949571.04475315,4185932.29,0,5857095.63167755,907524.586924402,central,1,2022,-0.7
45_54,2159542.59549336,432039.166409203,2591581.76190256,5290533.87742651,0.0421005069796253,5290533.87742651,4253661.92,0,5997197.08911219,706663.211685678,central,1,2022,-0.7
55_64,2281891.88313485,462834.793259853,2744726.6763947,6827263.24613935,0.447561173333479,6827263.24613935,8170238.27,0,7497682.02397958,670418.777840232,central,1,2022,-0.7
65_74,2109082.96757877,453214.727966456,2562297.69554522,5858987.63683772,1.10508375632377,5858987.63683772,14978348.44,0,6251531.38759247,392543.750754751,central,1,2022,-0.7
75p,1130997.15776819,958083.358291448,2089080.51605964,5052185.83558705,1.08749462322339,5052185.83558705,14097329.93,0,5657916.04122704,605730.205639992,central,1,2022,-0.7
