tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2018,171.5379097,147.9173679,64.44417394,13.4783958,93.61533996,0.618649546700358,88.22143941,16.24854135,123.69157332,1.45051774493834
