tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2016,unmarried_u65_dep0,67.95964649,0.742197237760112,0.82,42.8032853639203,49.3034,16.33758864
2016,unmarried_u65_dep1,8.61233784,0.73786745746157,0.77,42.8032853639203,49.3034,16.33758864
2016,unmarried_u65_dep2p,7.37729406,0.715623325111866,0.79,42.8032853639203,49.3034,16.33758864
2016,unmarried_65p_dep0,19.16908093,0.541236440139836,0.62,42.8032853639203,49.3034,16.33758864
2016,unmarried_65p_dep1,0.89162854,0.492529112820314,0.6,42.8032853639203,49.3034,16.33758864
2016,unmarried_65p_dep2p,0.19452363,0.452318752982272,0.63,42.8032853639203,49.3034,16.33758864
2016,married_u65_dep0,20.72030026,0.921772578331382,0.92,42.8032853639203,49.3034,16.33758864
2016,married_u65_dep1,10.59990353,0.950601946617432,0.92,42.8032853639203,49.3034,16.33758864
2016,married_u65_dep2p,17.60381653,0.946932371135592,0.92,42.8032853639203,49.3034,16.33758864
2016,married_65p_dep0,13.36055076,0.808034815410277,0.83,42.8032853639203,49.3034,16.33758864
2016,married_65p_dep1,0.72328319,0.867741729668387,0.77,42.8032853639203,49.3034,16.33758864
2016,married_65p_dep2p,0.31708334,0.848209556350411,0.8,42.8032853639203,49.3034,16.33758864
2016,dependent_u65,27.53938762,0.217250176483348,0.1,42.8032853639203,49.3034,16.33758864
2016,dependent_65p,1.0321151,0.151075427299324,0.23,42.8032853639203,49.3034,16.33758864
