tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2023,179.03490121,157.68529718,64.77394483,13.08225645,101.17869993,0.605534120197509,88.33705787,17.35240417,131.89360814,2.11909692927141
