tax_year,mok_group,units_M,p_file,mok_published_ty2006,implied_nonfiler_adults_M,anchor_raw_M,own_adult_deps_M
2023,unmarried_u65_dep0,74.22997725,0.760301619842931,0.82,43.8642176431477,51.4312662154233,17.35240417
2023,unmarried_u65_dep1,8.38348761,0.768209805882436,0.77,43.8642176431477,51.4312662154233,17.35240417
2023,unmarried_u65_dep2p,6.80480586,0.729809460450656,0.79,43.8642176431477,51.4312662154233,17.35240417
2023,unmarried_65p_dep0,23.61908866,0.571584758729375,0.62,43.8642176431477,51.4312662154233,17.35240417
2023,unmarried_65p_dep1,0.96789378,0.526742243570227,0.6,43.8642176431477,51.4312662154233,17.35240417
2023,unmarried_65p_dep2p,0.25570322,0.539841435200831,0.63,43.8642176431477,51.4312662154233,17.35240417
2023,married_u65_dep0,20.05075146,0.930404672560359,0.92,43.8642176431477,51.4312662154233,17.35240417
2023,married_u65_dep1,10.65361466,0.952503238786979,0.92,43.8642176431477,51.4312662154233,17.35240417
2023,married_u65_dep2p,16.99673361,0.953729327569755,0.92,43.8642176431477,51.4312662154233,17.35240417
2023,married_65p_dep0,15.90166762,0.817949100933002,0.83,43.8642176431477,51.4312662154233,17.35240417
2023,married_65p_dep1,0.85863624,0.818093248492424,0.77,43.8642176431477,51.4312662154233,17.35240417
2023,married_65p_dep2p,0.31254124,0.812678017673546,0.8,43.8642176431477,51.4312662154233,17.35240417
2023,dependent_u65,28.4858371,0.21583696621284,0.1,43.8642176431477,51.4312662154233,17.35240417
2023,dependent_65p,1.37687461,0.178668620063342,0.23,43.8642176431477,51.4312662154233,17.35240417
