tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2015,166.85162536,142.4665774,62.62807445,14.48128011,89.7422708,0.654246041088351,89.09985421,16.363376,119.12368433,1.21741199338877
