tax_year,metric,aged,built,diff,pct
2018,adults_M,35.8752380245962,36.3115344759476,0.436296451351403,1.21614928673721
2018,units_M,31.3489706089052,31.5921283106935,0.243157701788348,0.77564812198101
2018,wages_B,294.42212342517,306.171909163321,11.7497857381515,3.99079580075707
2018,ss_B,189.373351906217,189.973866061708,0.600514155490828,0.317105944128948
2018,pens_B,72.2229702164104,75.7461579925914,3.52318777618105,4.87820947494142
2018,int_B,6.19579686550484,8.08777766895865,1.89198080345382,30.5365208789759
2018,pct_wages,31.5857992578727,33.3645191567218,1.77871989884908,5.63139113348774
2018,pct_int,14.0008041109731,13.3251578593026,-0.675646251670456,-4.82576747960442
2018,pct_ss,37.3889636589,38.2580007889532,0.869037130053151,2.32431457042079
2018,mean_age,52.7499446332062,53.1858326177898,0.43588798458353,0.826328800180654
2018,pct_65p,30.4904048454974,30.9486831385453,0.458278293047883,1.5030246248618
2019,adults_M,36.0606050320392,33.7896755153943,-2.2709295166449,-6.29753581401982
2019,units_M,31.5157428080895,29.3891607776053,-2.12658203048419,-6.7476817647412
2019,wages_B,302.599167943722,297.286663164963,-5.31250477875858,-1.75562438418424
2019,ss_B,198.455886222161,199.452087408651,0.996201186489941,0.501976134572679
2019,pens_B,75.6649401747015,79.0098901869173,3.34495001221576,4.42073965100964
2019,int_B,7.0981953856442,9.8588401937755,2.76064480813129,38.8922065137088
2019,pct_wages,31.5843103034957,31.5385989739515,-0.0457113295441474,-0.144727964944946
2019,pct_int,13.9990017450995,15.4771301798886,1.4781284347891,10.558813133276
2019,pct_ss,37.3868519175932,41.0335397806312,3.64668786303795,9.75393133146338
2019,mean_age,52.7488154091518,55.1257189594627,2.3769035503109,4.50607948609689
2019,pct_65p,30.4886429786335,35.1756857812501,4.68704280261664,15.3730777912987
2022,adults_M,37.2057880455937,35.0500465394451,-2.15574150614864,-5.79410252917341
2022,units_M,32.5183910073119,30.7647153015979,-1.75367570571399,-5.39287354444957
2022,wages_B,357.841548462684,345.127780956933,-12.7137675057511,-3.55290422824585
2022,ss_B,230.09319474347,205.237264243156,-24.8559305003144,-10.8025491705768
2022,pens_B,91.9494847774435,86.700762948056,-5.24872182938756,-5.7082667098045
2022,int_B,7.1553688924586,7.03189602110267,-0.123472871355926,-1.72559756473296
2022,pct_wages,31.0345622339487,31.2093806331269,0.174818399178246,0.563302288140588
2022,pct_int,14.2078150091283,15.5313398990148,1.32352488988651,9.31547102095689
2022,pct_ss,38.4585490178488,36.8183250010244,-1.64022401682446,-4.26491393646501
2022,mean_age,53.1936836429708,52.8045011077576,-0.389182535213173,-0.731632984519959
2022,pct_65p,32.1025687089539,29.9582998490348,-2.14426885991913,-6.67943079371419
