band,hh_above,gq_nonfiling,fixed_nonfiling,target,delta,achieved,below_mass,shortfall,anchor,dep_nonfiling,scenario,netting_scale,tax_year,gamma
18_25,1750860.81002015,370276.810047644,2121137.62006779,2259567.20773534,3.0110472939847,2259567.20773534,6921479.3774,0,11061515.7807971,8801948.57306176,central,1,2019,-0.7
26_34,2561010.15374921,651809.152734954,3212819.30648416,3749582.56746265,1.93619445251754,3749582.56746265,4981310.3715,0,5488991.59374964,1739409.02628699,central,1,2019,-0.7
35_44,2325458.126485,608473.259652672,2933931.38613767,3796219.71061703,1.43918755874405,3796219.71061703,4045772.9725,0,4858274.86528245,1062055.15466542,central,1,2019,-0.7
45_54,2154982.99209303,445936.485804761,2600919.47789779,4738429.17555433,0.4755471531768,4738429.17555433,4311791.3838,0,5493033.43610144,754604.260547111,central,1,2019,-0.7
55_64,2446728.69564293,449180.721023283,2895909.41666621,6881877.30509436,0.345422330634178,6881877.30509436,8059181.3374,0,7500458.94508536,618581.639991001,central,1,2019,-0.7
65_74,2124769.52033059,381006.220565889,2505775.74089648,6108958.88320376,0.810505210603928,6108958.88320376,13136150.3409,0,6459851.19771016,350892.314506402,central,1,2019,-0.7
75p,1157265.0906459,905733.169349186,2062998.25999509,6255040.66572993,0.581945116805903,6255040.66572993,12496955.7619,0,6707528.18127383,452487.515543902,central,1,2019,-0.7
