tax_year,nondep_units_M,filestat_units_M,joint_M,hoh_M,single_M,hoh_vs_soi,dep_tagged_M,adult_dep_M,must_file_M,investment_sensitivity_pct
2017,170.43678842,146.21998179,63.73868866,14.06616921,92.63193055,0.648210562672811,88.84832178,16.26347948,124.49845473,1.42991912137447
