state,gq_type,band,persons,year
WV,other_noninstitutional,u18,728,2018
WY,dorm_student,18_25,4161,2018
WY,institutional,18_25,942,2018
WY,institutional,26_34,910,2018
WY,institutional,35_44,777,2018
WY,institutional,45_54,556,2018
WY,institutional,55_64,444,2018
WY,institutional,65p,2617,2018
WY,institutional,u18,772,2018
WY,other_noninstitutional,18_25,654,2018
WY,other_noninstitutional,26_34,1425,2018
WY,other_noninstitutional,35_44,846,2018
WY,other_noninstitutional,55_64,103,2018
