state,gq_type,band,persons,year
AK,dorm_student,18_25,2827,2017
AK,institutional,18_25,661,2017
AK,institutional,26_34,2071,2017
AK,institutional,35_44,1285,2017
AK,institutional,45_54,598,2017
AK,institutional,55_64,499,2017
AK,institutional,65p,1490,2017
AK,institutional,u18,397,2017
AK,other_noninstitutional,18_25,6321,2017
AK,other_noninstitutional,26_34,2342,2017
AK,other_noninstitutional,35_44,1692,2017
AK,other_noninstitutional,45_54,3247,2017
AK,other_noninstitutional,55_64,3187,2017
AK,other_noninstitutional,65p,666,2017
AK,other_noninstitutional,u18,262,2017
AL,dorm_student,18_25,39613,2017
AL,institutional,18_25,5673,2017
AL,institutional,26_34,13192,2017
AL,institutional,35_44,13087,2017
AL,institutional,45_54,6698,2017
AL,institutional,55_64,6414,2017
AL,institutional,65p,20299,2017
AL,institutional,u18,1616,2017
AL,other_noninstitutional,18_25,1745,2017
AL,other_noninstitutional,26_34,2841,2017
AL,other_noninstitutional,35_44,951,2017
AL,other_noninstitutional,45_54,1389,2017
AL,other_noninstitutional,55_64,3319,2017
AL,other_noninstitutional,65p,1578,2017
AL,other_noninstitutional,u18,558,2017
AR,dorm_student,18_25,27858,2017
AR,institutional,18_25,4583,2017
AR,institutional,26_34,7796,2017
AR,institutional,35_44,8470,2017
AR,institutional,45_54,6262,2017
AR,institutional,55_64,3703,2017
AR,institutional,65p,16712,2017
AR,institutional,u18,1943,2017
AR,other_noninstitutional,18_25,677,2017
AR,other_noninstitutional,26_34,1397,2017
AR,other_noninstitutional,35_44,830,2017
AR,other_noninstitutional,45_54,977,2017
AR,other_noninstitutional,55_64,1602,2017
AR,other_noninstitutional,65p,2023,2017
AR,other_noninstitutional,u18,109,2017
AZ,dorm_student,18_25,37365,2017
AZ,institutional,18_25,10081,2017
AZ,institutional,26_34,22586,2017
AZ,institutional,35_44,20686,2017
AZ,institutional,45_54,12921,2017
AZ,institutional,55_64,8033,2017
AZ,institutional,65p,11821,2017
AZ,institutional,u18,2632,2017
AZ,other_noninstitutional,18_25,5889,2017
AZ,other_noninstitutional,26_34,3416,2017
AZ,other_noninstitutional,35_44,2945,2017
AZ,other_noninstitutional,45_54,1670,2017
AZ,other_noninstitutional,55_64,2426,2017
AZ,other_noninstitutional,65p,10754,2017
AZ,other_noninstitutional,u18,1918,2017
CA,dorm_student,18_25,210949,2017
CA,institutional,18_25,37198,2017
CA,institutional,26_34,69835,2017
CA,institutional,35_44,61985,2017
CA,institutional,45_54,44039,2017
CA,institutional,55_64,38583,2017
CA,institutional,65p,94733,2017
CA,institutional,u18,14786,2017
CA,other_noninstitutional,18_25,64614,2017
CA,other_noninstitutional,26_34,39633,2017
CA,other_noninstitutional,35_44,31566,2017
CA,other_noninstitutional,45_54,29816,2017
CA,other_noninstitutional,55_64,33764,2017
CA,other_noninstitutional,65p,39380,2017
CA,other_noninstitutional,u18,6981,2017
CO,dorm_student,18_25,44301,2017
CO,institutional,18_25,5448,2017
CO,institutional,26_34,13070,2017
CO,institutional,35_44,11178,2017
CO,institutional,45_54,6492,2017
CO,institutional,55_64,5139,2017
CO,institutional,65p,14931,2017
CO,institutional,u18,2076,2017
CO,other_noninstitutional,18_25,5056,2017
CO,other_noninstitutional,26_34,3389,2017
CO,other_noninstitutional,35_44,1496,2017
CO,other_noninstitutional,45_54,1874,2017
CO,other_noninstitutional,55_64,2050,2017
CO,other_noninstitutional,65p,2075,2017
CO,other_noninstitutional,u18,714,2017
CT,dorm_student,18_25,51257,2017
CT,institutional,18_25,3006,2017
CT,institutional,26_34,5005,2017
CT,institutional,35_44,5013,2017
CT,institutional,45_54,4119,2017
CT,institutional,55_64,2647,2017
CT,institutional,65p,21610,2017
CT,institutional,u18,1346,2017
CT,other_noninstitutional,18_25,3961,2017
CT,other_noninstitutional,26_34,2517,2017
CT,other_noninstitutional,35_44,2910,2017
CT,other_noninstitutional,45_54,4114,2017
CT,other_noninstitutional,55_64,1679,2017
CT,other_noninstitutional,65p,4650,2017
CT,other_noninstitutional,u18,704,2017
DC,dorm_student,18_25,25438,2017
DC,institutional,18_25,807,2017
DC,institutional,26_34,586,2017
DC,institutional,35_44,1248,2017
DC,institutional,45_54,643,2017
DC,institutional,55_64,873,2017
DC,institutional,65p,2489,2017
DC,institutional,u18,114,2017
DC,other_noninstitutional,18_25,1535,2017
DC,other_noninstitutional,26_34,665,2017
DC,other_noninstitutional,35_44,658,2017
DC,other_noninstitutional,45_54,1919,2017
DC,other_noninstitutional,55_64,1747,2017
DC,other_noninstitutional,65p,1002,2017
DC,other_noninstitutional,u18,211,2017
DE,dorm_student,18_25,9990,2017
DE,institutional,18_25,1432,2017
DE,institutional,26_34,1796,2017
DE,institutional,35_44,1724,2017
DE,institutional,45_54,1075,2017
DE,institutional,55_64,1077,2017
DE,institutional,65p,4105,2017
DE,institutional,u18,390,2017
DE,other_noninstitutional,18_25,613,2017
DE,other_noninstitutional,26_34,149,2017
DE,other_noninstitutional,35_44,485,2017
DE,other_noninstitutional,45_54,464,2017
DE,other_noninstitutional,55_64,633,2017
DE,other_noninstitutional,65p,324,2017
DE,other_noninstitutional,u18,777,2017
FL,dorm_student,18_25,93189,2017
FL,institutional,18_25,28204,2017
FL,institutional,26_34,47332,2017
FL,institutional,35_44,42047,2017
FL,institutional,45_54,33978,2017
FL,institutional,55_64,21795,2017
FL,institutional,65p,68502,2017
FL,institutional,u18,9561,2017
FL,other_noninstitutional,18_25,19595,2017
FL,other_noninstitutional,26_34,17963,2017
FL,other_noninstitutional,35_44,8595,2017
FL,other_noninstitutional,45_54,10217,2017
FL,other_noninstitutional,55_64,12142,2017
FL,other_noninstitutional,65p,12490,2017
FL,other_noninstitutional,u18,2536,2017
GA,dorm_student,18_25,84202,2017
GA,institutional,18_25,20280,2017
GA,institutional,26_34,29246,2017
GA,institutional,35_44,26250,2017
GA,institutional,45_54,17212,2017
GA,institutional,55_64,13811,2017
GA,institutional,65p,29712,2017
GA,institutional,u18,2705,2017
GA,other_noninstitutional,18_25,13683,2017
GA,other_noninstitutional,26_34,5947,2017
GA,other_noninstitutional,35_44,2552,2017
GA,other_noninstitutional,45_54,3917,2017
GA,other_noninstitutional,55_64,3991,2017
GA,other_noninstitutional,65p,3393,2017
GA,other_noninstitutional,u18,1892,2017
HI,dorm_student,18_25,6844,2017
HI,institutional,18_25,641,2017
HI,institutional,26_34,2215,2017
HI,institutional,35_44,1629,2017
HI,institutional,45_54,1301,2017
HI,institutional,55_64,793,2017
HI,institutional,65p,4320,2017
HI,institutional,u18,360,2017
HI,other_noninstitutional,18_25,12136,2017
HI,other_noninstitutional,26_34,4763,2017
HI,other_noninstitutional,35_44,1683,2017
HI,other_noninstitutional,45_54,1953,2017
HI,other_noninstitutional,55_64,1379,2017
HI,other_noninstitutional,65p,2418,2017
HI,other_noninstitutional,u18,2000,2017
IA,dorm_student,18_25,47243,2017
IA,institutional,18_25,4120,2017
IA,institutional,26_34,3886,2017
IA,institutional,35_44,3157,2017
IA,institutional,45_54,2398,2017
IA,institutional,55_64,1973,2017
IA,institutional,65p,24139,2017
IA,institutional,u18,2214,2017
IA,other_noninstitutional,18_25,1252,2017
IA,other_noninstitutional,26_34,2611,2017
IA,other_noninstitutional,35_44,1928,2017
IA,other_noninstitutional,45_54,1288,2017
IA,other_noninstitutional,55_64,1611,2017
IA,other_noninstitutional,65p,1439,2017
IA,other_noninstitutional,u18,744,2017
ID,dorm_student,18_25,7974,2017
ID,institutional,18_25,2675,2017
ID,institutional,26_34,3290,2017
ID,institutional,35_44,2535,2017
ID,institutional,45_54,2107,2017
ID,institutional,55_64,1998,2017
ID,institutional,65p,4056,2017
ID,institutional,u18,694,2017
ID,other_noninstitutional,18_25,1687,2017
ID,other_noninstitutional,26_34,455,2017
ID,other_noninstitutional,35_44,685,2017
ID,other_noninstitutional,45_54,219,2017
ID,other_noninstitutional,55_64,976,2017
ID,other_noninstitutional,65p,402,2017
ID,other_noninstitutional,u18,193,2017
IL,dorm_student,18_25,92182,2017
IL,institutional,18_25,17343,2017
IL,institutional,26_34,18251,2017
IL,institutional,35_44,21714,2017
IL,institutional,45_54,15248,2017
IL,institutional,55_64,19656,2017
IL,institutional,65p,66121,2017
IL,institutional,u18,3567,2017
IL,other_noninstitutional,18_25,12135,2017
IL,other_noninstitutional,26_34,7226,2017
IL,other_noninstitutional,35_44,3953,2017
IL,other_noninstitutional,45_54,8289,2017
IL,other_noninstitutional,55_64,8236,2017
IL,other_noninstitutional,65p,6226,2017
IL,other_noninstitutional,u18,628,2017
IN,dorm_student,18_25,75171,2017
IN,institutional,18_25,8142,2017
IN,institutional,26_34,16458,2017
IN,institutional,35_44,14271,2017
IN,institutional,45_54,8321,2017
IN,institutional,55_64,8445,2017
IN,institutional,65p,36226,2017
IN,institutional,u18,3017,2017
IN,other_noninstitutional,18_25,1054,2017
IN,other_noninstitutional,26_34,3274,2017
IN,other_noninstitutional,35_44,1416,2017
IN,other_noninstitutional,45_54,2713,2017
IN,other_noninstitutional,55_64,2640,2017
IN,other_noninstitutional,65p,2905,2017
IN,other_noninstitutional,u18,3211,2017
KS,dorm_student,18_25,26855,2017
KS,institutional,18_25,3990,2017
KS,institutional,26_34,6132,2017
KS,institutional,35_44,3875,2017
KS,institutional,45_54,2974,2017
KS,institutional,55_64,3018,2017
KS,institutional,65p,19259,2017
KS,institutional,u18,1668,2017
KS,other_noninstitutional,18_25,5558,2017
KS,other_noninstitutional,26_34,1714,2017
KS,other_noninstitutional,35_44,693,2017
KS,other_noninstitutional,45_54,1010,2017
KS,other_noninstitutional,55_64,1090,2017
KS,other_noninstitutional,65p,1724,2017
KS,other_noninstitutional,u18,600,2017
KY,dorm_student,18_25,43654,2017
KY,institutional,18_25,7052,2017
KY,institutional,26_34,11433,2017
KY,institutional,35_44,12652,2017
KY,institutional,45_54,6867,2017
KY,institutional,55_64,4170,2017
KY,institutional,65p,24109,2017
KY,institutional,u18,2027,2017
KY,other_noninstitutional,18_25,7899,2017
KY,other_noninstitutional,26_34,2895,2017
KY,other_noninstitutional,35_44,3095,2017
KY,other_noninstitutional,45_54,2153,2017
KY,other_noninstitutional,55_64,1470,2017
KY,other_noninstitutional,65p,1151,2017
KY,other_noninstitutional,u18,1356,2017
LA,dorm_student,18_25,25335,2017
LA,institutional,18_25,11906,2017
LA,institutional,26_34,16444,2017
LA,institutional,35_44,16989,2017
LA,institutional,45_54,11360,2017
LA,institutional,55_64,9080,2017
LA,institutional,65p,21014,2017
LA,institutional,u18,1455,2017
LA,other_noninstitutional,18_25,6300,2017
LA,other_noninstitutional,26_34,1431,2017
LA,other_noninstitutional,35_44,2067,2017
LA,other_noninstitutional,45_54,1969,2017
LA,other_noninstitutional,55_64,1799,2017
LA,other_noninstitutional,65p,2052,2017
LA,other_noninstitutional,u18,388,2017
MA,dorm_student,18_25,146841,2017
MA,institutional,18_25,3929,2017
MA,institutional,26_34,7385,2017
MA,institutional,35_44,5677,2017
MA,institutional,45_54,5960,2017
MA,institutional,55_64,6771,2017
MA,institutional,65p,36409,2017
MA,institutional,u18,3357,2017
MA,other_noninstitutional,18_25,4314,2017
MA,other_noninstitutional,26_34,8251,2017
MA,other_noninstitutional,35_44,4578,2017
MA,other_noninstitutional,45_54,4429,2017
MA,other_noninstitutional,55_64,5789,2017
MA,other_noninstitutional,65p,4564,2017
MA,other_noninstitutional,u18,2340,2017
MD,dorm_student,18_25,50373,2017
MD,institutional,18_25,6946,2017
MD,institutional,26_34,10421,2017
MD,institutional,35_44,9206,2017
MD,institutional,45_54,8051,2017
MD,institutional,55_64,5236,2017
MD,institutional,65p,24129,2017
MD,institutional,u18,1963,2017
MD,other_noninstitutional,18_25,6974,2017
MD,other_noninstitutional,26_34,2579,2017
MD,other_noninstitutional,35_44,1511,2017
MD,other_noninstitutional,45_54,4040,2017
MD,other_noninstitutional,55_64,2411,2017
MD,other_noninstitutional,65p,6728,2017
MD,other_noninstitutional,u18,93,2017
ME,dorm_student,18_25,17056,2017
ME,institutional,18_25,963,2017
ME,institutional,26_34,1413,2017
ME,institutional,35_44,874,2017
ME,institutional,45_54,1115,2017
ME,institutional,55_64,898,2017
ME,institutional,65p,6847,2017
ME,institutional,u18,705,2017
ME,other_noninstitutional,18_25,770,2017
ME,other_noninstitutional,26_34,508,2017
ME,other_noninstitutional,35_44,701,2017
ME,other_noninstitutional,45_54,1419,2017
ME,other_noninstitutional,55_64,1055,2017
ME,other_noninstitutional,65p,1240,2017
ME,other_noninstitutional,u18,716,2017
MI,dorm_student,18_25,81373,2017
MI,institutional,18_25,11309,2017
MI,institutional,26_34,15362,2017
MI,institutional,35_44,14747,2017
MI,institutional,45_54,9900,2017
MI,institutional,55_64,11699,2017
MI,institutional,65p,38509,2017
MI,institutional,u18,3505,2017
MI,other_noninstitutional,18_25,2738,2017
MI,other_noninstitutional,26_34,6916,2017
MI,other_noninstitutional,35_44,4739,2017
MI,other_noninstitutional,45_54,6344,2017
MI,other_noninstitutional,55_64,10061,2017
MI,other_noninstitutional,65p,10317,2017
MI,other_noninstitutional,u18,2337,2017
MN,dorm_student,18_25,49198,2017
MN,institutional,18_25,3466,2017
MN,institutional,26_34,5964,2017
MN,institutional,35_44,4509,2017
MN,institutional,45_54,4742,2017
MN,institutional,55_64,4478,2017
MN,institutional,65p,29754,2017
MN,institutional,u18,2252,2017
MN,other_noninstitutional,18_25,2068,2017
MN,other_noninstitutional,26_34,5198,2017
MN,other_noninstitutional,35_44,4393,2017
MN,other_noninstitutional,45_54,6192,2017
MN,other_noninstitutional,55_64,4515,2017
MN,other_noninstitutional,65p,3061,2017
MN,other_noninstitutional,u18,2245,2017
MO,dorm_student,18_25,56653,2017
MO,institutional,18_25,10110,2017
MO,institutional,26_34,12266,2017
MO,institutional,35_44,10765,2017
MO,institutional,45_54,9437,2017
MO,institutional,55_64,10399,2017
MO,institutional,65p,36238,2017
MO,institutional,u18,4751,2017
MO,other_noninstitutional,18_25,6482,2017
MO,other_noninstitutional,26_34,3662,2017
MO,other_noninstitutional,35_44,3123,2017
MO,other_noninstitutional,45_54,3994,2017
MO,other_noninstitutional,55_64,3083,2017
MO,other_noninstitutional,65p,2019,2017
MO,other_noninstitutional,u18,1885,2017
MS,dorm_student,18_25,31585,2017
MS,institutional,18_25,4344,2017
MS,institutional,26_34,11013,2017
MS,institutional,35_44,9667,2017
MS,institutional,45_54,6178,2017
MS,institutional,55_64,4605,2017
MS,institutional,65p,14232,2017
MS,institutional,u18,3074,2017
MS,other_noninstitutional,18_25,1403,2017
MS,other_noninstitutional,26_34,1167,2017
MS,other_noninstitutional,35_44,1542,2017
MS,other_noninstitutional,45_54,1340,2017
MS,other_noninstitutional,55_64,1195,2017
MS,other_noninstitutional,65p,1397,2017
MS,other_noninstitutional,u18,202,2017
MT,dorm_student,18_25,7093,2017
MT,institutional,18_25,749,2017
MT,institutional,26_34,1472,2017
MT,institutional,35_44,1358,2017
MT,institutional,45_54,1034,2017
MT,institutional,55_64,926,2017
MT,institutional,65p,5299,2017
MT,institutional,u18,1070,2017
MT,other_noninstitutional,18_25,2786,2017
MT,other_noninstitutional,26_34,1897,2017
MT,other_noninstitutional,35_44,1887,2017
MT,other_noninstitutional,45_54,1450,2017
MT,other_noninstitutional,55_64,702,2017
MT,other_noninstitutional,65p,242,2017
MT,other_noninstitutional,u18,838,2017
NC,dorm_student,18_25,97093,2017
NC,institutional,18_25,10321,2017
NC,institutional,26_34,15432,2017
NC,institutional,35_44,17906,2017
NC,institutional,45_54,12682,2017
NC,institutional,55_64,8547,2017
NC,institutional,65p,40740,2017
NC,institutional,u18,3620,2017
NC,other_noninstitutional,18_25,30248,2017
NC,other_noninstitutional,26_34,8873,2017
NC,other_noninstitutional,35_44,5456,2017
NC,other_noninstitutional,45_54,6638,2017
NC,other_noninstitutional,55_64,4158,2017
NC,other_noninstitutional,65p,3906,2017
NC,other_noninstitutional,u18,1151,2017
ND,dorm_student,18_25,10448,2017
ND,institutional,18_25,616,2017
ND,institutional,26_34,983,2017
ND,institutional,35_44,825,2017
ND,institutional,45_54,294,2017
ND,institutional,55_64,664,2017
ND,institutional,65p,6365,2017
ND,institutional,u18,365,2017
ND,other_noninstitutional,18_25,1193,2017
ND,other_noninstitutional,26_34,1371,2017
ND,other_noninstitutional,35_44,1300,2017
ND,other_noninstitutional,55_64,1353,2017
ND,other_noninstitutional,65p,114,2017
ND,other_noninstitutional,u18,252,2017
NE,dorm_student,18_25,23156,2017
NE,institutional,18_25,2183,2017
NE,institutional,26_34,3169,2017
NE,institutional,35_44,2041,2017
NE,institutional,45_54,1432,2017
NE,institutional,55_64,1429,2017
NE,institutional,65p,12474,2017
NE,institutional,u18,1214,2017
NE,other_noninstitutional,18_25,823,2017
NE,other_noninstitutional,26_34,396,2017
NE,other_noninstitutional,35_44,288,2017
NE,other_noninstitutional,45_54,698,2017
NE,other_noninstitutional,55_64,1246,2017
NE,other_noninstitutional,65p,503,2017
NE,other_noninstitutional,u18,963,2017
NH,dorm_student,18_25,22403,2017
NH,institutional,18_25,732,2017
NH,institutional,26_34,2110,2017
NH,institutional,35_44,1273,2017
NH,institutional,45_54,1229,2017
NH,institutional,55_64,607,2017
NH,institutional,65p,9069,2017
NH,institutional,u18,356,2017
NH,other_noninstitutional,18_25,638,2017
NH,other_noninstitutional,26_34,1729,2017
NH,other_noninstitutional,35_44,101,2017
NH,other_noninstitutional,45_54,758,2017
NH,other_noninstitutional,55_64,193,2017
NH,other_noninstitutional,65p,930,2017
NH,other_noninstitutional,u18,355,2017
NJ,dorm_student,18_25,57886,2017
NJ,institutional,18_25,7877,2017
NJ,institutional,26_34,13077,2017
NJ,institutional,35_44,9998,2017
NJ,institutional,45_54,10021,2017
NJ,institutional,55_64,9451,2017
NJ,institutional,65p,39065,2017
NJ,institutional,u18,5040,2017
NJ,other_noninstitutional,18_25,1735,2017
NJ,other_noninstitutional,26_34,5060,2017
NJ,other_noninstitutional,35_44,3376,2017
NJ,other_noninstitutional,45_54,7477,2017
NJ,other_noninstitutional,55_64,5684,2017
NJ,other_noninstitutional,65p,6505,2017
NJ,other_noninstitutional,u18,821,2017
NM,dorm_student,18_25,8049,2017
NM,institutional,18_25,2823,2017
NM,institutional,26_34,6075,2017
NM,institutional,35_44,5970,2017
NM,institutional,45_54,3111,2017
NM,institutional,55_64,1728,2017
NM,institutional,65p,5084,2017
NM,institutional,u18,565,2017
NM,other_noninstitutional,18_25,3435,2017
NM,other_noninstitutional,26_34,1118,2017
NM,other_noninstitutional,35_44,1021,2017
NM,other_noninstitutional,45_54,967,2017
NM,other_noninstitutional,55_64,615,2017
NM,other_noninstitutional,65p,1920,2017
NM,other_noninstitutional,u18,484,2017
NV,dorm_student,18_25,4186,2017
NV,institutional,18_25,4145,2017
NV,institutional,26_34,7154,2017
NV,institutional,35_44,4879,2017
NV,institutional,45_54,4599,2017
NV,institutional,55_64,2279,2017
NV,institutional,65p,4195,2017
NV,institutional,u18,716,2017
NV,other_noninstitutional,18_25,1323,2017
NV,other_noninstitutional,26_34,1360,2017
NV,other_noninstitutional,35_44,93,2017
NV,other_noninstitutional,45_54,1079,2017
NV,other_noninstitutional,55_64,602,2017
NV,other_noninstitutional,65p,1436,2017
NV,other_noninstitutional,u18,194,2017
NY,dorm_student,18_25,220387,2017
NY,institutional,18_25,16568,2017
NY,institutional,26_34,27303,2017
NY,institutional,35_44,24064,2017
NY,institutional,45_54,22661,2017
NY,institutional,55_64,20549,2017
NY,institutional,65p,94509,2017
NY,institutional,u18,10272,2017
NY,other_noninstitutional,18_25,15423,2017
NY,other_noninstitutional,26_34,28143,2017
NY,other_noninstitutional,35_44,19828,2017
NY,other_noninstitutional,45_54,23408,2017
NY,other_noninstitutional,55_64,18810,2017
NY,other_noninstitutional,65p,19795,2017
NY,other_noninstitutional,u18,14431,2017
OH,dorm_student,18_25,117090,2017
OH,institutional,18_25,14942,2017
OH,institutional,26_34,21538,2017
OH,institutional,35_44,21180,2017
OH,institutional,45_54,16553,2017
OH,institutional,55_64,17006,2017
OH,institutional,65p,69423,2017
OH,institutional,u18,3713,2017
OH,other_noninstitutional,18_25,4481,2017
OH,other_noninstitutional,26_34,6394,2017
OH,other_noninstitutional,35_44,5417,2017
OH,other_noninstitutional,45_54,7153,2017
OH,other_noninstitutional,55_64,5645,2017
OH,other_noninstitutional,65p,5705,2017
OH,other_noninstitutional,u18,1230,2017
OK,dorm_student,18_25,30567,2017
OK,institutional,18_25,4818,2017
OK,institutional,26_34,11336,2017
OK,institutional,35_44,10742,2017
OK,institutional,45_54,7863,2017
OK,institutional,55_64,9169,2017
OK,institutional,65p,16847,2017
OK,institutional,u18,1496,2017
OK,other_noninstitutional,18_25,5724,2017
OK,other_noninstitutional,26_34,2926,2017
OK,other_noninstitutional,35_44,1092,2017
OK,other_noninstitutional,45_54,1873,2017
OK,other_noninstitutional,55_64,2517,2017
OK,other_noninstitutional,65p,1674,2017
OK,other_noninstitutional,u18,854,2017
OR,dorm_student,18_25,25954,2017
OR,institutional,18_25,4371,2017
OR,institutional,26_34,5725,2017
OR,institutional,35_44,5646,2017
OR,institutional,45_54,5198,2017
OR,institutional,55_64,2905,2017
OR,institutional,65p,11217,2017
OR,institutional,u18,1880,2017
OR,other_noninstitutional,18_25,2430,2017
OR,other_noninstitutional,26_34,5412,2017
OR,other_noninstitutional,35_44,1988,2017
OR,other_noninstitutional,45_54,2816,2017
OR,other_noninstitutional,55_64,5037,2017
OR,other_noninstitutional,65p,7747,2017
OR,other_noninstitutional,u18,1227,2017
PA,dorm_student,18_25,175146,2017
PA,institutional,18_25,16375,2017
PA,institutional,26_34,30501,2017
PA,institutional,35_44,24916,2017
PA,institutional,45_54,19906,2017
PA,institutional,55_64,17015,2017
PA,institutional,65p,79489,2017
PA,institutional,u18,8561,2017
PA,other_noninstitutional,18_25,3358,2017
PA,other_noninstitutional,26_34,7543,2017
PA,other_noninstitutional,35_44,8169,2017
PA,other_noninstitutional,45_54,7581,2017
PA,other_noninstitutional,55_64,9642,2017
PA,other_noninstitutional,65p,13574,2017
PA,other_noninstitutional,u18,1712,2017
RI,dorm_student,18_25,25029,2017
RI,institutional,18_25,583,2017
RI,institutional,26_34,1065,2017
RI,institutional,35_44,544,2017
RI,institutional,45_54,788,2017
RI,institutional,55_64,2111,2017
RI,institutional,65p,6514,2017
RI,institutional,u18,193,2017
RI,other_noninstitutional,18_25,847,2017
RI,other_noninstitutional,26_34,1491,2017
RI,other_noninstitutional,35_44,200,2017
RI,other_noninstitutional,45_54,977,2017
RI,other_noninstitutional,55_64,943,2017
RI,other_noninstitutional,65p,468,2017
RI,other_noninstitutional,u18,171,2017
SC,dorm_student,18_25,50578,2017
SC,institutional,18_25,7585,2017
SC,institutional,26_34,10360,2017
SC,institutional,35_44,11262,2017
SC,institutional,45_54,7573,2017
SC,institutional,55_64,3470,2017
SC,institutional,65p,17474,2017
SC,institutional,u18,2133,2017
SC,other_noninstitutional,18_25,16856,2017
SC,other_noninstitutional,26_34,1815,2017
SC,other_noninstitutional,35_44,1285,2017
SC,other_noninstitutional,45_54,2399,2017
SC,other_noninstitutional,55_64,1780,2017
SC,other_noninstitutional,65p,1168,2017
SC,other_noninstitutional,u18,749,2017
SD,dorm_student,18_25,10329,2017
SD,institutional,18_25,1454,2017
SD,institutional,26_34,2024,2017
SD,institutional,35_44,1735,2017
SD,institutional,45_54,1569,2017
SD,institutional,55_64,859,2017
SD,institutional,65p,6140,2017
SD,institutional,u18,914,2017
SD,other_noninstitutional,18_25,1195,2017
SD,other_noninstitutional,26_34,1105,2017
SD,other_noninstitutional,35_44,3148,2017
SD,other_noninstitutional,45_54,593,2017
SD,other_noninstitutional,55_64,362,2017
SD,other_noninstitutional,65p,794,2017
SD,other_noninstitutional,u18,1763,2017
TN,dorm_student,18_25,54533,2017
TN,institutional,18_25,10722,2017
TN,institutional,26_34,14878,2017
TN,institutional,35_44,12756,2017
TN,institutional,45_54,8514,2017
TN,institutional,55_64,5803,2017
TN,institutional,65p,29149,2017
TN,institutional,u18,2945,2017
TN,other_noninstitutional,18_25,2097,2017
TN,other_noninstitutional,26_34,1588,2017
TN,other_noninstitutional,35_44,2659,2017
TN,other_noninstitutional,45_54,2423,2017
TN,other_noninstitutional,55_64,3700,2017
TN,other_noninstitutional,65p,2628,2017
TN,other_noninstitutional,u18,329,2017
TX,dorm_student,18_25,140048,2017
TX,institutional,18_25,46148,2017
TX,institutional,26_34,73270,2017
TX,institutional,35_44,67465,2017
TX,institutional,45_54,51021,2017
TX,institutional,55_64,37065,2017
TX,institutional,65p,95777,2017
TX,institutional,u18,9217,2017
TX,other_noninstitutional,18_25,32473,2017
TX,other_noninstitutional,26_34,13059,2017
TX,other_noninstitutional,35_44,9096,2017
TX,other_noninstitutional,45_54,9021,2017
TX,other_noninstitutional,55_64,10150,2017
TX,other_noninstitutional,65p,8799,2017
TX,other_noninstitutional,u18,3902,2017
UT,dorm_student,18_25,16517,2017
UT,institutional,18_25,4769,2017
UT,institutional,26_34,3989,2017
UT,institutional,35_44,2916,2017
UT,institutional,45_54,1618,2017
UT,institutional,55_64,1194,2017
UT,institutional,65p,5165,2017
UT,institutional,u18,1930,2017
UT,other_noninstitutional,18_25,3531,2017
UT,other_noninstitutional,26_34,3406,2017
UT,other_noninstitutional,35_44,846,2017
UT,other_noninstitutional,45_54,237,2017
UT,other_noninstitutional,55_64,678,2017
UT,other_noninstitutional,65p,443,2017
UT,other_noninstitutional,u18,322,2017
VA,dorm_student,18_25,89706,2017
VA,institutional,18_25,9818,2017
VA,institutional,26_34,20069,2017
VA,institutional,35_44,17123,2017
VA,institutional,45_54,10766,2017
VA,institutional,55_64,10121,2017
VA,institutional,65p,27645,2017
VA,institutional,u18,2990,2017
VA,other_noninstitutional,18_25,30235,2017
VA,other_noninstitutional,26_34,8476,2017
VA,other_noninstitutional,35_44,4378,2017
VA,other_noninstitutional,45_54,2762,2017
