year,share_wages,share_interest,share_dividends,share_kg,share_ss,share_pension,share_soleprop,share_ui
2017,0.319139204337984,0,0,0,0.480752470386376,0.0119552288797102,0.00447643179203608,0.0290061086329648
2022,0.309863394540094,0,0,0,0.493352335491155,0.0112690072595338,0.00428674331873643,0.027710144568243
