state,age_band,income_tier,n_units,n_adults,year
CT,26_34,10_25k,15300,16791,2020
CT,35_44,neg_zero,10813,11003,2020
CT,35_44,1_10k,16236,17007,2020
CT,35_44,10_25k,10899,12938,2020
CT,45_54,neg_zero,9625,9625,2020
CT,45_54,1_10k,14817,16918,2020
CT,45_54,10_25k,14660,17428,2020
CT,55_64,neg_zero,11772,12540,2020
CT,55_64,1_10k,20588,21794,2020
CT,55_64,10_25k,15285,20563,2020
CT,65_74,neg_zero,4340,4906,2020
CT,65_74,1_10k,17402,18626,2020
CT,65_74,10_25k,11373,14604,2020
CT,75p,neg_zero,5054,5278,2020
CT,75p,1_10k,20118,20861,2020
CT,75p,10_25k,12737,18075,2020
DC,18_25,neg_zero,16093,16093,2020
DC,18_25,1_10k,11509,11509,2020
DC,18_25,10_25k,2665,2665,2020
DC,26_34,neg_zero,4774,4774,2020
DC,26_34,1_10k,7220,7443,2020
DC,26_34,10_25k,5188,5188,2020
DC,35_44,neg_zero,4330,4588,2020
DC,35_44,1_10k,7119,7175,2020
DC,35_44,10_25k,2447,2560,2020
DC,45_54,neg_zero,3449,3449,2020
DC,45_54,1_10k,7186,7372,2020
DC,45_54,10_25k,2777,3644,2020
DC,55_64,neg_zero,2499,2499,2020
DC,55_64,1_10k,9721,9927,2020
DC,55_64,10_25k,2120,2583,2020
DC,65_74,neg_zero,1394,1450,2020
DC,65_74,1_10k,3929,3929,2020
DC,65_74,10_25k,2676,3482,2020
DC,75p,neg_zero,334,523,2020
DC,75p,1_10k,1700,1835,2020
DC,75p,10_25k,2420,2784,2020
DE,18_25,neg_zero,16601,16763,2020
DE,18_25,1_10k,23763,23763,2020
DE,18_25,10_25k,4253,4373,2020
DE,26_34,neg_zero,3698,3698,2020
DE,26_34,1_10k,10133,10133,2020
DE,26_34,10_25k,4180,4818,2020
DE,35_44,neg_zero,3433,3642,2020
DE,35_44,1_10k,7371,7664,2020
DE,35_44,10_25k,5577,7416,2020
DE,45_54,neg_zero,991,991,2020
DE,45_54,1_10k,4950,4950,2020
DE,45_54,10_25k,3286,3743,2020
DE,55_64,neg_zero,3700,4300,2020
DE,55_64,1_10k,10863,11864,2020
DE,55_64,10_25k,2885,3839,2020
DE,65_74,neg_zero,869,970,2020
DE,65_74,1_10k,3823,4045,2020
DE,65_74,10_25k,3030,4214,2020
DE,75p,neg_zero,1546,1748,2020
DE,75p,1_10k,4611,4908,2020
DE,75p,10_25k,2907,4367,2020
FL,18_25,neg_zero,492409,492668,2020
FL,18_25,1_10k,429744,430607,2020
FL,18_25,10_25k,139231,145169,2020
FL,26_34,neg_zero,139654,142736,2020
FL,26_34,1_10k,199332,204961,2020
FL,26_34,10_25k,127804,148519,2020
FL,35_44,neg_zero,91133,93275,2020
FL,35_44,1_10k,125450,135630,2020
FL,35_44,10_25k,102704,133643,2020
FL,45_54,neg_zero,84092,86799,2020
FL,45_54,1_10k,129412,138238,2020
FL,45_54,10_25k,100011,138651,2020
FL,55_64,neg_zero,99366,106730,2020
FL,55_64,1_10k,187861,205918,2020
FL,55_64,10_25k,128747,183817,2020
FL,65_74,neg_zero,51785,61317,2020
FL,65_74,1_10k,162113,178787,2020
FL,65_74,10_25k,149347,230268,2020
FL,75p,neg_zero,57526,65096,2020
FL,75p,1_10k,169833,181605,2020
FL,75p,10_25k,136361,204573,2020
GA,18_25,neg_zero,300523,300955,2020
GA,18_25,1_10k,275594,276018,2020
GA,18_25,10_25k,73202,76362,2020
GA,26_34,neg_zero,82654,83789,2020
GA,26_34,1_10k,102779,104985,2020
GA,26_34,10_25k,64026,74470,2020
GA,35_44,neg_zero,61468,63072,2020
GA,35_44,1_10k,78229,81185,2020
GA,35_44,10_25k,49802,67662,2020
GA,45_54,neg_zero,43114,45277,2020
GA,45_54,1_10k,66713,72151,2020
GA,45_54,10_25k,52499,71457,2020
GA,55_64,neg_zero,39932,42387,2020
GA,55_64,1_10k,101187,109811,2020
GA,55_64,10_25k,60246,83949,2020
GA,65_74,neg_zero,16523,18336,2020
GA,65_74,1_10k,56063,59043,2020
GA,65_74,10_25k,52214,76669,2020
GA,75p,neg_zero,10778,12638,2020
GA,75p,1_10k,44062,46666,2020
GA,75p,10_25k,43920,60725,2020
HI,18_25,neg_zero,32822,32891,2020
HI,18_25,1_10k,29462,29582,2020
HI,18_25,10_25k,7179,7362,2020
HI,26_34,neg_zero,8660,8660,2020
HI,26_34,1_10k,11791,12101,2020
HI,26_34,10_25k,4927,5817,2020
HI,35_44,neg_zero,6668,7019,2020
HI,35_44,1_10k,6715,6867,2020
HI,35_44,10_25k,4057,5211,2020
HI,45_54,neg_zero,6193,6389,2020
HI,45_54,1_10k,5046,5612,2020
HI,45_54,10_25k,3043,4430,2020
HI,55_64,neg_zero,4299,4616,2020
HI,55_64,1_10k,9182,10611,2020
HI,55_64,10_25k,4482,6478,2020
HI,65_74,neg_zero,2231,2462,2020
HI,65_74,1_10k,6926,7590,2020
HI,65_74,10_25k,8186,13444,2020
HI,75p,neg_zero,2255,2831,2020
HI,75p,1_10k,8848,9015,2020
HI,75p,10_25k,6278,8742,2020
IA,18_25,neg_zero,45738,45738,2020
IA,18_25,1_10k,74412,74704,2020
IA,18_25,10_25k,19157,19784,2020
IA,26_34,neg_zero,10993,10993,2020
IA,26_34,1_10k,20858,21716,2020
IA,26_34,10_25k,13010,14909,2020
IA,35_44,neg_zero,9112,9579,2020
IA,35_44,1_10k,14552,15755,2020
IA,35_44,10_25k,10426,13543,2020
IA,45_54,neg_zero,6541,6765,2020
IA,45_54,1_10k,13350,14645,2020
IA,45_54,10_25k,8467,11438,2020
IA,55_64,neg_zero,6313,6937,2020
IA,55_64,1_10k,15702,16653,2020
IA,55_64,10_25k,10857,16972,2020
IA,65_74,neg_zero,1869,2097,2020
IA,65_74,1_10k,12564,13945,2020
IA,65_74,10_25k,12355,17194,2020
IA,75p,neg_zero,3990,4480,2020
IA,75p,1_10k,8183,8519,2020
IA,75p,10_25k,11505,15721,2020
ID,18_25,neg_zero,20951,20951,2020
ID,18_25,1_10k,38032,38565,2020
ID,18_25,10_25k,16814,19793,2020
ID,26_34,neg_zero,5831,5831,2020
ID,26_34,1_10k,11702,12964,2020
ID,26_34,10_25k,7402,10009,2020
ID,35_44,neg_zero,3767,3922,2020
ID,35_44,1_10k,8001,8482,2020
ID,35_44,10_25k,10638,15840,2020
ID,45_54,neg_zero,3470,3470,2020
ID,45_54,1_10k,6815,7148,2020
ID,45_54,10_25k,7192,10377,2020
ID,55_64,neg_zero,3123,3123,2020
ID,55_64,1_10k,8855,10488,2020
ID,55_64,10_25k,8176,11950,2020
ID,65_74,neg_zero,741,741,2020
ID,65_74,1_10k,5639,6208,2020
ID,65_74,10_25k,7268,11179,2020
ID,75p,neg_zero,1209,1698,2020
ID,75p,1_10k,6821,7556,2020
ID,75p,10_25k,7756,12461,2020
IL,18_25,neg_zero,252988,253151,2020
IL,18_25,1_10k,300501,301181,2020
IL,18_25,10_25k,84210,87396,2020
IL,26_34,neg_zero,74559,75417,2020
IL,26_34,1_10k,105918,108229,2020
IL,26_34,10_25k,63063,73926,2020
IL,35_44,neg_zero,47317,48432,2020
IL,35_44,1_10k,64084,67329,2020
IL,35_44,10_25k,49223,63926,2020
IL,45_54,neg_zero,41271,43071,2020
IL,45_54,1_10k,60771,64552,2020
IL,45_54,10_25k,44362,58020,2020
IL,55_64,neg_zero,44956,46761,2020
IL,55_64,1_10k,89408,97288,2020
IL,55_64,10_25k,56432,78671,2020
IL,65_74,neg_zero,21447,25488,2020
IL,65_74,1_10k,64246,69678,2020
IL,65_74,10_25k,53110,77395,2020
IL,75p,neg_zero,18025,20068,2020
IL,75p,1_10k,62561,65596,2020
IL,75p,10_25k,44963,63233,2020
IN,18_25,neg_zero,122122,122342,2020
IN,18_25,1_10k,166963,169177,2020
IN,18_25,10_25k,48681,51363,2020
IN,26_34,neg_zero,32059,32479,2020
IN,26_34,1_10k,52400,54541,2020
IN,26_34,10_25k,36681,42431,2020
IN,35_44,neg_zero,25762,26283,2020
IN,35_44,1_10k,39616,41618,2020
IN,35_44,10_25k,37327,47370,2020
IN,45_54,neg_zero,18903,19304,2020
IN,45_54,1_10k,34573,36561,2020
IN,45_54,10_25k,25710,33539,2020
IN,55_64,neg_zero,16662,16978,2020
IN,55_64,1_10k,48874,52090,2020
IN,55_64,10_25k,32388,43730,2020
IN,65_74,neg_zero,4221,5101,2020
IN,65_74,1_10k,23202,24554,2020
IN,65_74,10_25k,26117,35084,2020
IN,75p,neg_zero,4721,5482,2020
IN,75p,1_10k,23282,24700,2020
IN,75p,10_25k,19877,28156,2020
KS,18_25,neg_zero,49152,49152,2020
KS,18_25,1_10k,76721,77184,2020
KS,18_25,10_25k,24651,26697,2020
KS,26_34,neg_zero,7998,8304,2020
KS,26_34,1_10k,20010,21399,2020
KS,26_34,10_25k,14465,18739,2020
KS,35_44,neg_zero,5988,6340,2020
KS,35_44,1_10k,11874,12925,2020
KS,35_44,10_25k,11325,13863,2020
KS,45_54,neg_zero,7677,7776,2020
KS,45_54,1_10k,9133,10076,2020
KS,45_54,10_25k,8720,11233,2020
KS,55_64,neg_zero,6570,6870,2020
KS,55_64,1_10k,13280,15038,2020
KS,55_64,10_25k,13059,17043,2020
KS,65_74,neg_zero,2263,2438,2020
KS,65_74,1_10k,10805,12184,2020
KS,65_74,10_25k,8240,12903,2020
KS,75p,neg_zero,2893,3766,2020
KS,75p,1_10k,9652,10541,2020
KS,75p,10_25k,8563,13373,2020
KY,18_25,neg_zero,114835,114946,2020
KY,18_25,1_10k,118010,119271,2020
KY,18_25,10_25k,28130,30110,2020
KY,26_34,neg_zero,21081,21386,2020
KY,26_34,1_10k,45449,47164,2020
KY,26_34,10_25k,18262,21811,2020
KY,35_44,neg_zero,21695,22354,2020
KY,35_44,1_10k,37156,40948,2020
KY,35_44,10_25k,22150,29507,2020
KY,45_54,neg_zero,14089,14703,2020
KY,45_54,1_10k,32169,33773,2020
KY,45_54,10_25k,24702,35568,2020
KY,55_64,neg_zero,12400,13120,2020
KY,55_64,1_10k,49314,53367,2020
KY,55_64,10_25k,30367,44057,2020
KY,65_74,neg_zero,3172,3579,2020
KY,65_74,1_10k,25511,27670,2020
KY,65_74,10_25k,28219,43232,2020
KY,75p,neg_zero,3813,4547,2020
KY,75p,1_10k,21082,22247,2020
KY,75p,10_25k,16956,26458,2020
LA,18_25,neg_zero,145769,145769,2020
LA,18_25,1_10k,108452,109946,2020
LA,18_25,10_25k,34504,35547,2020
LA,26_34,neg_zero,35226,35577,2020
LA,26_34,1_10k,70789,74036,2020
LA,26_34,10_25k,39542,44809,2020
LA,35_44,neg_zero,32387,32878,2020
LA,35_44,1_10k,42532,44600,2020
LA,35_44,10_25k,29521,34787,2020
LA,45_54,neg_zero,24843,25770,2020
LA,45_54,1_10k,42590,45137,2020
LA,45_54,10_25k,20109,26343,2020
LA,55_64,neg_zero,27056,29179,2020
LA,55_64,1_10k,49686,52059,2020
LA,55_64,10_25k,35278,47944,2020
LA,65_74,neg_zero,4335,5922,2020
LA,65_74,1_10k,34534,35865,2020
LA,65_74,10_25k,30561,43711,2020
LA,75p,neg_zero,3205,3797,2020
LA,75p,1_10k,25407,27188,2020
LA,75p,10_25k,24955,35068,2020
MA,18_25,neg_zero,111812,112058,2020
MA,18_25,1_10k,144929,145054,2020
MA,18_25,10_25k,40567,41082,2020
MA,26_34,neg_zero,33756,34484,2020
MA,26_34,1_10k,51309,52205,2020
MA,26_34,10_25k,29197,32175,2020
MA,35_44,neg_zero,16146,16358,2020
MA,35_44,1_10k,35318,37744,2020
MA,35_44,10_25k,23864,28599,2020
MA,45_54,neg_zero,14135,14785,2020
MA,45_54,1_10k,32198,34438,2020
MA,45_54,10_25k,28630,35405,2020
MA,55_64,neg_zero,17454,18286,2020
MA,55_64,1_10k,40621,43564,2020
MA,55_64,10_25k,34110,43404,2020
MA,65_74,neg_zero,9192,11267,2020
MA,65_74,1_10k,36054,40293,2020
MA,65_74,10_25k,35200,48259,2020
MA,75p,neg_zero,11873,14078,2020
MA,75p,1_10k,35301,37708,2020
MA,75p,10_25k,35072,48251,2020
MD,18_25,neg_zero,124551,124551,2020
MD,18_25,1_10k,134756,134811,2020
MD,18_25,10_25k,32685,33442,2020
MD,26_34,neg_zero,35084,35525,2020
MD,26_34,1_10k,43793,44601,2020
MD,26_34,10_25k,21560,25047,2020
MD,35_44,neg_zero,18693,19224,2020
MD,35_44,1_10k,33746,36651,2020
MD,35_44,10_25k,23186,27237,2020
MD,45_54,neg_zero,16451,17193,2020
MD,45_54,1_10k,31314,33835,2020
MD,45_54,10_25k,16264,20008,2020
MD,55_64,neg_zero,17857,18424,2020
MD,55_64,1_10k,34280,36225,2020
MD,55_64,10_25k,21745,29454,2020
MD,65_74,neg_zero,7772,8500,2020
MD,65_74,1_10k,27980,30571,2020
MD,65_74,10_25k,23628,34331,2020
MD,75p,neg_zero,10189,11984,2020
MD,75p,1_10k,30576,32571,2020
MD,75p,10_25k,18574,26145,2020
ME,18_25,neg_zero,15986,15986,2020
ME,18_25,1_10k,23702,23798,2020
ME,18_25,10_25k,10184,10184,2020
ME,26_34,neg_zero,5355,5437,2020
ME,26_34,1_10k,11354,12031,2020
ME,26_34,10_25k,3821,4825,2020
ME,35_44,neg_zero,2874,2986,2020
ME,35_44,1_10k,6559,7292,2020
ME,35_44,10_25k,5973,7571,2020
ME,45_54,neg_zero,2799,2933,2020
ME,45_54,1_10k,9085,9198,2020
ME,45_54,10_25k,5834,6756,2020
ME,55_64,neg_zero,1816,2173,2020
ME,55_64,1_10k,11651,12769,2020
ME,55_64,10_25k,8417,12953,2020
ME,65_74,neg_zero,1324,1447,2020
ME,65_74,1_10k,5927,6380,2020
ME,65_74,10_25k,6376,8916,2020
ME,75p,neg_zero,660,773,2020
ME,75p,1_10k,6650,7103,2020
ME,75p,10_25k,7132,9573,2020
MI,18_25,neg_zero,164368,164493,2020
MI,18_25,1_10k,249457,250644,2020
MI,18_25,10_25k,80008,85347,2020
MI,26_34,neg_zero,48248,48724,2020
MI,26_34,1_10k,90251,93590,2020
MI,26_34,10_25k,57323,67306,2020
MI,35_44,neg_zero,29763,30801,2020
MI,35_44,1_10k,58351,60837,2020
MI,35_44,10_25k,46176,57719,2020
MI,45_54,neg_zero,32446,33161,2020
MI,45_54,1_10k,61949,65191,2020
MI,45_54,10_25k,44529,59910,2020
MI,55_64,neg_zero,32141,34454,2020
MI,55_64,1_10k,92346,99611,2020
MI,55_64,10_25k,47270,64792,2020
MI,65_74,neg_zero,8599,10050,2020
MI,65_74,1_10k,52799,57657,2020
MI,65_74,10_25k,45543,66895,2020
MI,75p,neg_zero,8790,9643,2020
MI,75p,1_10k,45294,47378,2020
MI,75p,10_25k,39725,56679,2020
MN,18_25,neg_zero,62191,62191,2020
MN,18_25,1_10k,116358,116507,2020
MN,18_25,10_25k,38568,40653,2020
MN,26_34,neg_zero,10781,10862,2020
MN,26_34,1_10k,30954,32272,2020
MN,26_34,10_25k,16446,17986,2020
MN,35_44,neg_zero,12455,12579,2020
MN,35_44,1_10k,20561,21986,2020
MN,35_44,10_25k,14125,16653,2020
MN,45_54,neg_zero,6713,6855,2020
MN,45_54,1_10k,16569,17675,2020
MN,45_54,10_25k,13178,16504,2020
MN,55_64,neg_zero,8810,9273,2020
MN,55_64,1_10k,31459,33499,2020
MN,55_64,10_25k,18259,25729,2020
MN,65_74,neg_zero,3209,3991,2020
MN,65_74,1_10k,18081,19149,2020
MN,65_74,10_25k,18439,27354,2020
MN,75p,neg_zero,3907,4313,2020
MN,75p,1_10k,15648,16285,2020
MN,75p,10_25k,16841,24577,2020
MO,18_25,neg_zero,110603,110790,2020
MO,18_25,1_10k,132527,133528,2020
MO,18_25,10_25k,47676,50741,2020
MO,26_34,neg_zero,27248,27459,2020
MO,26_34,1_10k,49523,51636,2020
MO,26_34,10_25k,33792,40107,2020
MO,35_44,neg_zero,16707,17034,2020
MO,35_44,1_10k,35784,37193,2020
MO,35_44,10_25k,27159,32141,2020
MO,45_54,neg_zero,19223,19486,2020
MO,45_54,1_10k,37950,40698,2020
MO,45_54,10_25k,23290,30983,2020
MO,55_64,neg_zero,19102,19784,2020
MO,55_64,1_10k,41516,45469,2020
MO,55_64,10_25k,34565,47590,2020
MO,65_74,neg_zero,4739,4909,2020
MO,65_74,1_10k,29800,31231,2020
MO,65_74,10_25k,27793,40671,2020
MO,75p,neg_zero,6850,7999,2020
MO,75p,1_10k,28777,31620,2020
MO,75p,10_25k,22056,31699,2020
MS,18_25,neg_zero,103655,103697,2020
MS,18_25,1_10k,77301,77739,2020
MS,18_25,10_25k,25940,28309,2020
MS,26_34,neg_zero,23135,23515,2020
MS,26_34,1_10k,33621,33785,2020
MS,26_34,10_25k,22570,25753,2020
MS,35_44,neg_zero,25107,25107,2020
MS,35_44,1_10k,35909,37329,2020
MS,35_44,10_25k,20926,25155,2020
MS,45_54,neg_zero,15549,16030,2020
MS,45_54,1_10k,24002,25823,2020
MS,45_54,10_25k,16561,21185,2020
MS,55_64,neg_zero,10834,10905,2020
MS,55_64,1_10k,30104,31658,2020
MS,55_64,10_25k,18482,27963,2020
MS,65_74,neg_zero,3525,3725,2020
MS,65_74,1_10k,21458,24190,2020
MS,65_74,10_25k,20677,30920,2020
MS,75p,neg_zero,2492,2806,2020
MS,75p,1_10k,15759,16912,2020
MS,75p,10_25k,16860,22889,2020
MT,18_25,neg_zero,19350,19350,2020
MT,18_25,1_10k,23961,24391,2020
MT,18_25,10_25k,8175,8385,2020
MT,26_34,neg_zero,3544,3589,2020
MT,26_34,1_10k,8773,9448,2020
MT,26_34,10_25k,4497,5275,2020
MT,35_44,neg_zero,3948,3948,2020
MT,35_44,1_10k,5356,6158,2020
MT,35_44,10_25k,4449,5277,2020
MT,45_54,neg_zero,2270,2270,2020
MT,45_54,1_10k,4647,4757,2020
MT,45_54,10_25k,5769,7346,2020
MT,55_64,neg_zero,2432,2894,2020
MT,55_64,1_10k,6455,6830,2020
MT,55_64,10_25k,5771,8401,2020
MT,65_74,neg_zero,1169,1263,2020
MT,65_74,1_10k,5210,5887,2020
MT,65_74,10_25k,6557,9874,2020
MT,75p,neg_zero,1403,1403,2020
MT,75p,1_10k,5815,6014,2020
MT,75p,10_25k,5622,8158,2020
NC,18_25,neg_zero,240730,240956,2020
NC,18_25,1_10k,239740,241777,2020
NC,18_25,10_25k,69528,72152,2020
NC,26_34,neg_zero,56204,57167,2020
NC,26_34,1_10k,106860,111960,2020
NC,26_34,10_25k,64096,78625,2020
NC,35_44,neg_zero,50555,51779,2020
NC,35_44,1_10k,69630,72661,2020
NC,35_44,10_25k,57703,72366,2020
NC,45_54,neg_zero,44778,46753,2020
NC,45_54,1_10k,60385,63689,2020
NC,45_54,10_25k,44955,62149,2020
NC,55_64,neg_zero,32879,35079,2020
NC,55_64,1_10k,93063,99270,2020
NC,55_64,10_25k,60370,85939,2020
NC,65_74,neg_zero,10809,11815,2020
NC,65_74,1_10k,56513,60880,2020
NC,65_74,10_25k,55330,82981,2020
NC,75p,neg_zero,10718,11050,2020
NC,75p,1_10k,45593,48102,2020
NC,75p,10_25k,51802,72979,2020
ND,18_25,neg_zero,9534,9534,2020
ND,18_25,1_10k,16756,17009,2020
ND,18_25,10_25k,7864,9360,2020
ND,26_34,neg_zero,1070,1119,2020
ND,26_34,1_10k,6023,6023,2020
ND,26_34,10_25k,3837,4819,2020
ND,35_44,neg_zero,924,924,2020
ND,35_44,1_10k,3480,3607,2020
ND,35_44,10_25k,3058,4504,2020
ND,45_54,neg_zero,515,543,2020
ND,45_54,1_10k,2836,2952,2020
ND,45_54,10_25k,1327,1391,2020
ND,55_64,neg_zero,1087,1087,2020
ND,55_64,1_10k,4389,4711,2020
ND,55_64,10_25k,1940,3003,2020
ND,65_74,neg_zero,380,520,2020
ND,65_74,1_10k,1844,1994,2020
ND,65_74,10_25k,1552,2451,2020
ND,75p,neg_zero,653,653,2020
ND,75p,1_10k,920,966,2020
ND,75p,10_25k,2384,3292,2020
NE,18_25,neg_zero,23509,23509,2020
NE,18_25,1_10k,44734,44886,2020
NE,18_25,10_25k,16269,16733,2020
NE,26_34,neg_zero,7796,7796,2020
NE,26_34,1_10k,14319,14524,2020
NE,26_34,10_25k,5173,6327,2020
NE,35_44,neg_zero,3757,3876,2020
NE,35_44,1_10k,6091,6227,2020
NE,35_44,10_25k,5208,7049,2020
NE,45_54,neg_zero,3907,3907,2020
NE,45_54,1_10k,7289,7853,2020
NE,45_54,10_25k,3803,4929,2020
NE,55_64,neg_zero,3851,4374,2020
NE,55_64,1_10k,10241,10345,2020
NE,55_64,10_25k,6537,9769,2020
NE,65_74,neg_zero,948,1033,2020
NE,65_74,1_10k,6370,6799,2020
NE,65_74,10_25k,5572,8023,2020
NE,75p,neg_zero,2507,2667,2020
NE,75p,1_10k,6540,7181,2020
NE,75p,10_25k,5413,7834,2020
NH,18_25,neg_zero,15138,15138,2020
NH,18_25,1_10k,30372,30455,2020
NH,18_25,10_25k,7960,8406,2020
NH,26_34,neg_zero,5776,5898,2020
NH,26_34,1_10k,9543,9543,2020
NH,26_34,10_25k,3164,3854,2020
NH,35_44,neg_zero,1862,1862,2020
NH,35_44,1_10k,5141,5217,2020
NH,35_44,10_25k,3974,4511,2020
NH,45_54,neg_zero,1804,1995,2020
NH,45_54,1_10k,6293,6956,2020
NH,45_54,10_25k,3858,4716,2020
NH,55_64,neg_zero,4090,4524,2020
NH,55_64,1_10k,7031,7469,2020
NH,55_64,10_25k,5459,7616,2020
NH,65_74,neg_zero,518,595,2020
NH,65_74,1_10k,5196,5769,2020
NH,65_74,10_25k,4776,6920,2020
NH,75p,neg_zero,290,341,2020
NH,75p,1_10k,3703,3955,2020
NH,75p,10_25k,6321,8903,2020
NJ,18_25,neg_zero,169240,169321,2020
NJ,18_25,1_10k,216911,217068,2020
NJ,18_25,10_25k,51444,55099,2020
NJ,26_34,neg_zero,42611,42731,2020
NJ,26_34,1_10k,65704,67822,2020
NJ,26_34,10_25k,39228,44996,2020
NJ,35_44,neg_zero,29653,30893,2020
