state,age_band,income_tier,n_units,year
ND,26_34,25_50k,263,2022
ND,35_44,neg_zero,2614,2022
ND,35_44,1_10k,4815,2022
ND,35_44,10_25k,2606,2022
ND,35_44,25_50k,255,2022
ND,45_54,neg_zero,1178,2022
ND,45_54,1_10k,1805,2022
ND,45_54,10_25k,1553,2022
ND,55_64,neg_zero,841,2022
ND,55_64,1_10k,4218,2022
ND,55_64,10_25k,2379,2022
ND,55_64,25_50k,12,2022
ND,65_74,neg_zero,592,2022
ND,65_74,1_10k,2584,2022
ND,65_74,10_25k,2354,2022
ND,65_74,25_50k,265,2022
ND,75p,neg_zero,550,2022
ND,75p,1_10k,3524,2022
ND,75p,10_25k,2170,2022
ND,75p,25_50k,633,2022
NE,18_25,neg_zero,21444,2022
NE,18_25,1_10k,44654,2022
NE,18_25,10_25k,16383,2022
NE,18_25,25_50k,586,2022
NE,26_34,neg_zero,6163,2022
NE,26_34,1_10k,11118,2022
NE,26_34,10_25k,7133,2022
NE,26_34,25_50k,20,2022
NE,35_44,neg_zero,6021,2022
NE,35_44,1_10k,7129,2022
NE,35_44,10_25k,6771,2022
NE,35_44,25_50k,177,2022
NE,45_54,neg_zero,3160,2022
NE,45_54,1_10k,6283,2022
NE,45_54,10_25k,5107,2022
NE,45_54,25_50k,146,2022
NE,55_64,neg_zero,3016,2022
NE,55_64,1_10k,6375,2022
NE,55_64,10_25k,7232,2022
NE,55_64,25_50k,69,2022
NE,65_74,neg_zero,1337,2022
NE,65_74,1_10k,6825,2022
NE,65_74,10_25k,7658,2022
NE,65_74,25_50k,513,2022
NE,75p,neg_zero,1940,2022
NE,75p,1_10k,7436,2022
NE,75p,10_25k,6562,2022
NE,75p,25_50k,472,2022
NH,18_25,neg_zero,15550,2022
NH,18_25,1_10k,22818,2022
NH,18_25,10_25k,7954,2022
NH,26_34,neg_zero,7172,2022
NH,26_34,1_10k,8946,2022
NH,26_34,10_25k,5048,2022
NH,35_44,neg_zero,1876,2022
NH,35_44,1_10k,3873,2022
NH,35_44,10_25k,3973,2022
NH,45_54,neg_zero,2047,2022
NH,45_54,1_10k,4539,2022
NH,45_54,10_25k,4725,2022
NH,45_54,25_50k,115,2022
NH,55_64,neg_zero,3677,2022
NH,55_64,1_10k,8585,2022
NH,55_64,10_25k,4328,2022
NH,55_64,25_50k,192,2022
NH,65_74,neg_zero,2006,2022
NH,65_74,1_10k,5223,2022
NH,65_74,10_25k,6201,2022
NH,65_74,25_50k,191,2022
NH,75p,neg_zero,895,2022
NH,75p,1_10k,4002,2022
NH,75p,10_25k,6321,2022
NH,75p,25_50k,133,2022
NJ,18_25,neg_zero,177760,2022
NJ,18_25,1_10k,174844,2022
NJ,18_25,10_25k,56161,2022
NJ,18_25,25_50k,34,2022
NJ,26_34,neg_zero,48601,2022
NJ,26_34,1_10k,54926,2022
NJ,26_34,10_25k,36770,2022
NJ,26_34,25_50k,922,2022
NJ,35_44,neg_zero,36685,2022
NJ,35_44,1_10k,36137,2022
NJ,35_44,10_25k,37892,2022
NJ,35_44,25_50k,2061,2022
NJ,45_54,neg_zero,26784,2022
NJ,45_54,1_10k,37111,2022
NJ,45_54,10_25k,29818,2022
NJ,45_54,25_50k,998,2022
NJ,55_64,neg_zero,32710,2022
NJ,55_64,1_10k,49037,2022
NJ,55_64,10_25k,37121,2022
NJ,55_64,25_50k,858,2022
NJ,65_74,neg_zero,19045,2022
NJ,65_74,1_10k,45145,2022
NJ,65_74,10_25k,41918,2022
NJ,65_74,25_50k,663,2022
NJ,75p,neg_zero,22423,2022
NJ,75p,1_10k,46738,2022
NJ,75p,10_25k,40422,2022
NJ,75p,25_50k,940,2022
NM,18_25,neg_zero,63294,2022
NM,18_25,1_10k,43095,2022
NM,18_25,10_25k,14444,2022
NM,26_34,neg_zero,17615,2022
NM,26_34,1_10k,17346,2022
NM,26_34,10_25k,15716,2022
NM,26_34,25_50k,71,2022
NM,35_44,neg_zero,15354,2022
NM,35_44,1_10k,19339,2022
NM,35_44,10_25k,14337,2022
NM,35_44,25_50k,292,2022
NM,45_54,neg_zero,11073,2022
NM,45_54,1_10k,17342,2022
NM,45_54,10_25k,8110,2022
NM,45_54,25_50k,356,2022
NM,55_64,neg_zero,9470,2022
NM,55_64,1_10k,17241,2022
NM,55_64,10_25k,14744,2022
NM,55_64,25_50k,309,2022
NM,65_74,neg_zero,5049,2022
NM,65_74,1_10k,16121,2022
NM,65_74,10_25k,14316,2022
NM,65_74,25_50k,654,2022
NM,75p,neg_zero,3136,2022
NM,75p,1_10k,14277,2022
NM,75p,10_25k,10930,2022
NM,75p,25_50k,154,2022
NV,18_25,neg_zero,67560,2022
NV,18_25,1_10k,54072,2022
NV,18_25,10_25k,17858,2022
NV,18_25,25_50k,88,2022
NV,26_34,neg_zero,29948,2022
NV,26_34,1_10k,25594,2022
NV,26_34,10_25k,17685,2022
NV,26_34,25_50k,206,2022
NV,35_44,neg_zero,19768,2022
NV,35_44,1_10k,22535,2022
NV,35_44,10_25k,15856,2022
NV,35_44,25_50k,115,2022
NV,45_54,neg_zero,15533,2022
NV,45_54,1_10k,18665,2022
NV,45_54,10_25k,12442,2022
NV,45_54,25_50k,327,2022
NV,55_64,neg_zero,17413,2022
NV,55_64,1_10k,18708,2022
NV,55_64,10_25k,15327,2022
NV,55_64,25_50k,431,2022
NV,65_74,neg_zero,6642,2022
NV,65_74,1_10k,18137,2022
NV,65_74,10_25k,19475,2022
NV,65_74,25_50k,932,2022
NV,75p,neg_zero,5292,2022
NV,75p,1_10k,16620,2022
NV,75p,10_25k,15411,2022
NV,75p,25_50k,583,2022
NY,18_25,neg_zero,424002,2022
NY,18_25,1_10k,379670,2022
NY,18_25,10_25k,108261,2022
NY,18_25,25_50k,209,2022
NY,26_34,neg_zero,152188,2022
NY,26_34,1_10k,162263,2022
NY,26_34,10_25k,90351,2022
NY,26_34,25_50k,2452,2022
NY,35_44,neg_zero,89771,2022
NY,35_44,1_10k,112907,2022
NY,35_44,10_25k,93522,2022
NY,35_44,25_50k,4216,2022
NY,45_54,neg_zero,69670,2022
NY,45_54,1_10k,110038,2022
NY,45_54,10_25k,83534,2022
NY,45_54,25_50k,6466,2022
NY,55_64,neg_zero,93793,2022
NY,55_64,1_10k,145338,2022
NY,55_64,10_25k,118493,2022
NY,55_64,25_50k,4064,2022
NY,65_74,neg_zero,54871,2022
NY,65_74,1_10k,131578,2022
NY,65_74,10_25k,128260,2022
NY,65_74,25_50k,3466,2022
NY,75p,neg_zero,45291,2022
NY,75p,1_10k,121013,2022
NY,75p,10_25k,112785,2022
NY,75p,25_50k,3016,2022
OH,18_25,neg_zero,212454,2022
OH,18_25,1_10k,235618,2022
OH,18_25,10_25k,98731,2022
OH,18_25,25_50k,131,2022
OH,26_34,neg_zero,63892,2022
OH,26_34,1_10k,95316,2022
OH,26_34,10_25k,59902,2022
OH,26_34,25_50k,394,2022
OH,35_44,neg_zero,43031,2022
OH,35_44,1_10k,67299,2022
OH,35_44,10_25k,59762,2022
OH,35_44,25_50k,1191,2022
OH,45_54,neg_zero,37199,2022
OH,45_54,1_10k,54967,2022
OH,45_54,10_25k,49006,2022
OH,45_54,25_50k,1412,2022
OH,55_64,neg_zero,35744,2022
OH,55_64,1_10k,73947,2022
OH,55_64,10_25k,67816,2022
OH,55_64,25_50k,2172,2022
OH,65_74,neg_zero,13855,2022
OH,65_74,1_10k,55750,2022
OH,65_74,10_25k,66230,2022
OH,65_74,25_50k,1705,2022
OH,75p,neg_zero,11852,2022
OH,75p,1_10k,44690,2022
OH,75p,10_25k,42082,2022
OH,75p,25_50k,1238,2022
OK,18_25,neg_zero,93162,2022
OK,18_25,1_10k,76075,2022
OK,18_25,10_25k,33624,2022
OK,18_25,25_50k,398,2022
OK,26_34,neg_zero,25828,2022
OK,26_34,1_10k,36037,2022
OK,26_34,10_25k,21570,2022
OK,26_34,25_50k,1072,2022
OK,35_44,neg_zero,21338,2022
OK,35_44,1_10k,26060,2022
OK,35_44,10_25k,23573,2022
OK,35_44,25_50k,554,2022
OK,45_54,neg_zero,17210,2022
OK,45_54,1_10k,18517,2022
OK,45_54,10_25k,20697,2022
OK,45_54,25_50k,587,2022
OK,55_64,neg_zero,14518,2022
OK,55_64,1_10k,24738,2022
OK,55_64,10_25k,24443,2022
OK,55_64,25_50k,617,2022
OK,65_74,neg_zero,5616,2022
OK,65_74,1_10k,18881,2022
OK,65_74,10_25k,23931,2022
OK,65_74,25_50k,678,2022
OK,75p,neg_zero,4267,2022
OK,75p,1_10k,14227,2022
OK,75p,10_25k,14603,2022
OK,75p,25_50k,412,2022
OR,18_25,neg_zero,66672,2022
OR,18_25,1_10k,77490,2022
OR,18_25,10_25k,24614,2022
OR,18_25,25_50k,111,2022
OR,26_34,neg_zero,21282,2022
OR,26_34,1_10k,29380,2022
OR,26_34,10_25k,17677,2022
OR,26_34,25_50k,553,2022
OR,35_44,neg_zero,18542,2022
OR,35_44,1_10k,19843,2022
OR,35_44,10_25k,18938,2022
OR,35_44,25_50k,405,2022
OR,45_54,neg_zero,15610,2022
OR,45_54,1_10k,17658,2022
OR,45_54,10_25k,14507,2022
OR,45_54,25_50k,155,2022
OR,55_64,neg_zero,17388,2022
OR,55_64,1_10k,26428,2022
OR,55_64,10_25k,21941,2022
OR,55_64,25_50k,804,2022
OR,65_74,neg_zero,7422,2022
OR,65_74,1_10k,23725,2022
OR,65_74,10_25k,23556,2022
OR,65_74,25_50k,239,2022
OR,75p,neg_zero,3597,2022
OR,75p,1_10k,15490,2022
OR,75p,10_25k,16591,2022
OR,75p,25_50k,655,2022
PA,18_25,neg_zero,216577,2022
PA,18_25,1_10k,261530,2022
PA,18_25,10_25k,76919,2022
PA,26_34,neg_zero,70753,2022
PA,26_34,1_10k,97128,2022
PA,26_34,10_25k,55620,2022
PA,26_34,25_50k,448,2022
PA,35_44,neg_zero,44267,2022
PA,35_44,1_10k,71592,2022
PA,35_44,10_25k,48403,2022
PA,35_44,25_50k,1129,2022
PA,45_54,neg_zero,44605,2022
PA,45_54,1_10k,58071,2022
PA,45_54,10_25k,41750,2022
PA,45_54,25_50k,1196,2022
PA,55_64,neg_zero,37922,2022
PA,55_64,1_10k,88810,2022
PA,55_64,10_25k,67233,2022
PA,55_64,25_50k,1596,2022
PA,65_74,neg_zero,21132,2022
PA,65_74,1_10k,64798,2022
PA,65_74,10_25k,73445,2022
PA,65_74,25_50k,2104,2022
PA,75p,neg_zero,18153,2022
PA,75p,1_10k,59419,2022
PA,75p,10_25k,59263,2022
PA,75p,25_50k,2743,2022
RI,18_25,neg_zero,14550,2022
RI,18_25,1_10k,23188,2022
RI,18_25,10_25k,5538,2022
RI,26_34,neg_zero,4129,2022
RI,26_34,1_10k,6646,2022
RI,26_34,10_25k,6124,2022
RI,35_44,neg_zero,3765,2022
RI,35_44,1_10k,4410,2022
RI,35_44,10_25k,4267,2022
RI,45_54,neg_zero,2420,2022
RI,45_54,1_10k,4734,2022
RI,45_54,10_25k,5378,2022
RI,45_54,25_50k,95,2022
RI,55_64,neg_zero,3583,2022
RI,55_64,1_10k,8987,2022
RI,55_64,10_25k,5034,2022
RI,65_74,neg_zero,2286,2022
RI,65_74,1_10k,6032,2022
RI,65_74,10_25k,6299,2022
RI,65_74,25_50k,47,2022
RI,75p,neg_zero,2251,2022
RI,75p,1_10k,5299,2022
RI,75p,10_25k,5258,2022
RI,75p,25_50k,49,2022
SC,18_25,neg_zero,123776,2022
SC,18_25,1_10k,103573,2022
SC,18_25,10_25k,39328,2022
SC,26_34,neg_zero,26207,2022
SC,26_34,1_10k,38789,2022
SC,26_34,10_25k,30182,2022
SC,26_34,25_50k,721,2022
SC,35_44,neg_zero,20797,2022
SC,35_44,1_10k,33804,2022
SC,35_44,10_25k,29606,2022
SC,35_44,25_50k,965,2022
SC,45_54,neg_zero,23008,2022
SC,45_54,1_10k,27747,2022
SC,45_54,10_25k,21679,2022
SC,45_54,25_50k,680,2022
SC,55_64,neg_zero,20986,2022
SC,55_64,1_10k,35462,2022
SC,55_64,10_25k,33561,2022
SC,55_64,25_50k,285,2022
SC,65_74,neg_zero,6890,2022
SC,65_74,1_10k,31819,2022
SC,65_74,10_25k,35378,2022
SC,65_74,25_50k,1392,2022
SC,75p,neg_zero,6638,2022
SC,75p,1_10k,20854,2022
SC,75p,10_25k,24990,2022
SC,75p,25_50k,627,2022
SD,18_25,neg_zero,15167,2022
SD,18_25,1_10k,12779,2022
SD,18_25,10_25k,4518,2022
SD,26_34,neg_zero,3728,2022
SD,26_34,1_10k,4876,2022
SD,26_34,10_25k,2571,2022
SD,35_44,neg_zero,2371,2022
SD,35_44,1_10k,3915,2022
SD,35_44,10_25k,1903,2022
SD,45_54,neg_zero,1787,2022
SD,45_54,1_10k,2918,2022
SD,45_54,10_25k,1787,2022
SD,45_54,25_50k,149,2022
SD,55_64,neg_zero,2309,2022
SD,55_64,1_10k,3955,2022
SD,55_64,10_25k,5805,2022
SD,55_64,25_50k,12,2022
SD,65_74,neg_zero,524,2022
SD,65_74,1_10k,3866,2022
SD,65_74,10_25k,5540,2022
SD,65_74,25_50k,217,2022
SD,75p,neg_zero,647,2022
SD,75p,1_10k,4523,2022
SD,75p,10_25k,3925,2022
SD,75p,25_50k,85,2022
TN,18_25,neg_zero,161866,2022
TN,18_25,1_10k,142671,2022
TN,18_25,10_25k,45779,2022
TN,18_25,25_50k,308,2022
TN,26_34,neg_zero,40121,2022
TN,26_34,1_10k,50264,2022
TN,26_34,10_25k,36932,2022
TN,26_34,25_50k,2143,2022
TN,35_44,neg_zero,31851,2022
TN,35_44,1_10k,38256,2022
TN,35_44,10_25k,32865,2022
TN,35_44,25_50k,294,2022
TN,45_54,neg_zero,30270,2022
TN,45_54,1_10k,34097,2022
TN,45_54,10_25k,29582,2022
TN,45_54,25_50k,1001,2022
TN,55_64,neg_zero,25452,2022
TN,55_64,1_10k,49331,2022
TN,55_64,10_25k,44813,2022
TN,55_64,25_50k,1409,2022
TN,65_74,neg_zero,11031,2022
TN,65_74,1_10k,33020,2022
TN,65_74,10_25k,44806,2022
TN,65_74,25_50k,2041,2022
TN,75p,neg_zero,7818,2022
TN,75p,1_10k,25827,2022
TN,75p,10_25k,32111,2022
TN,75p,25_50k,1176,2022
TX,18_25,neg_zero,730925,2022
TX,18_25,1_10k,617723,2022
TX,18_25,10_25k,238429,2022
TX,18_25,25_50k,2653,2022
TX,26_34,neg_zero,208167,2022
TX,26_34,1_10k,232257,2022
TX,26_34,10_25k,171689,2022
TX,26_34,25_50k,4244,2022
TX,35_44,neg_zero,136750,2022
TX,35_44,1_10k,169193,2022
TX,35_44,10_25k,145695,2022
TX,35_44,25_50k,7300,2022
TX,45_54,neg_zero,100540,2022
TX,45_54,1_10k,125480,2022
TX,45_54,10_25k,117340,2022
TX,45_54,25_50k,6708,2022
TX,55_64,neg_zero,107038,2022
TX,55_64,1_10k,157051,2022
TX,55_64,10_25k,134907,2022
TX,55_64,25_50k,7778,2022
TX,65_74,neg_zero,56322,2022
TX,65_74,1_10k,151065,2022
TX,65_74,10_25k,161606,2022
TX,65_74,25_50k,5614,2022
TX,75p,neg_zero,46473,2022
TX,75p,1_10k,127499,2022
TX,75p,10_25k,122060,2022
TX,75p,25_50k,4273,2022
UT,18_25,neg_zero,42798,2022
UT,18_25,1_10k,77246,2022
UT,18_25,10_25k,34317,2022
UT,18_25,25_50k,562,2022
UT,26_34,neg_zero,11859,2022
UT,26_34,1_10k,18675,2022
UT,26_34,10_25k,15747,2022
UT,26_34,25_50k,399,2022
UT,35_44,neg_zero,6669,2022
UT,35_44,1_10k,10146,2022
UT,35_44,10_25k,10178,2022
UT,35_44,25_50k,652,2022
UT,45_54,neg_zero,5636,2022
UT,45_54,1_10k,8146,2022
UT,45_54,10_25k,6938,2022
UT,45_54,25_50k,483,2022
UT,55_64,neg_zero,5962,2022
UT,55_64,1_10k,7812,2022
UT,55_64,10_25k,9219,2022
UT,55_64,25_50k,267,2022
UT,65_74,neg_zero,2993,2022
UT,65_74,1_10k,8105,2022
UT,65_74,10_25k,11533,2022
UT,65_74,25_50k,254,2022
UT,75p,neg_zero,2284,2022
UT,75p,1_10k,7758,2022
UT,75p,10_25k,7461,2022
UT,75p,25_50k,691,2022
VA,18_25,neg_zero,175232,2022
VA,18_25,1_10k,188228,2022
VA,18_25,10_25k,60501,2022
VA,18_25,25_50k,189,2022
VA,26_34,neg_zero,44143,2022
VA,26_34,1_10k,59249,2022
VA,26_34,10_25k,40268,2022
VA,26_34,25_50k,231,2022
VA,35_44,neg_zero,29866,2022
VA,35_44,1_10k,43639,2022
VA,35_44,10_25k,36668,2022
VA,35_44,25_50k,941,2022
VA,45_54,neg_zero,26174,2022
VA,45_54,1_10k,32872,2022
VA,45_54,10_25k,25290,2022
VA,45_54,25_50k,92,2022
VA,55_64,neg_zero,26587,2022
VA,55_64,1_10k,54625,2022
VA,55_64,10_25k,39522,2022
VA,55_64,25_50k,1094,2022
VA,65_74,neg_zero,13224,2022
VA,65_74,1_10k,38343,2022
VA,65_74,10_25k,35358,2022
VA,65_74,25_50k,1554,2022
VA,75p,neg_zero,11556,2022
VA,75p,1_10k,35637,2022
VA,75p,10_25k,32883,2022
VA,75p,25_50k,1836,2022
VT,18_25,neg_zero,9918,2022
VT,18_25,1_10k,10608,2022
VT,18_25,10_25k,2986,2022
VT,26_34,neg_zero,2010,2022
VT,26_34,1_10k,2790,2022
VT,26_34,10_25k,4890,2022
VT,26_34,25_50k,33,2022
VT,35_44,neg_zero,1407,2022
VT,35_44,1_10k,2359,2022
VT,35_44,10_25k,2380,2022
VT,35_44,25_50k,175,2022
VT,45_54,neg_zero,1056,2022
VT,45_54,1_10k,2266,2022
VT,45_54,10_25k,1865,2022
VT,45_54,25_50k,48,2022
VT,55_64,neg_zero,1769,2022
VT,55_64,1_10k,2419,2022
VT,55_64,10_25k,3331,2022
VT,55_64,25_50k,249,2022
VT,65_74,neg_zero,939,2022
VT,65_74,1_10k,2786,2022
VT,65_74,10_25k,1937,2022
VT,75p,neg_zero,263,2022
VT,75p,1_10k,1994,2022
VT,75p,10_25k,1801,2022
VT,75p,25_50k,32,2022
WA,18_25,neg_zero,121035,2022
WA,18_25,1_10k,119638,2022
WA,18_25,10_25k,41246,2022
WA,18_25,25_50k,77,2022
WA,26_34,neg_zero,38082,2022
WA,26_34,1_10k,54607,2022
WA,26_34,10_25k,28221,2022
WA,26_34,25_50k,432,2022
WA,35_44,neg_zero,32428,2022
WA,35_44,1_10k,40332,2022
WA,35_44,10_25k,30428,2022
WA,35_44,25_50k,573,2022
WA,45_54,neg_zero,21734,2022
WA,45_54,1_10k,32895,2022
WA,45_54,10_25k,23177,2022
WA,45_54,25_50k,778,2022
WA,55_64,neg_zero,27730,2022
WA,55_64,1_10k,43861,2022
WA,55_64,10_25k,30761,2022
WA,55_64,25_50k,1052,2022
WA,65_74,neg_zero,10300,2022
WA,65_74,1_10k,36132,2022
WA,65_74,10_25k,36582,2022
WA,65_74,25_50k,868,2022
WA,75p,neg_zero,9550,2022
WA,75p,1_10k,25971,2022
WA,75p,10_25k,27088,2022
WA,75p,25_50k,829,2022
WI,18_25,neg_zero,65918,2022
WI,18_25,1_10k,106898,2022
WI,18_25,10_25k,50231,2022
WI,18_25,25_50k,187,2022
WI,26_34,neg_zero,23962,2022
WI,26_34,1_10k,31781,2022
WI,26_34,10_25k,23823,2022
WI,26_34,25_50k,818,2022
WI,35_44,neg_zero,14727,2022
WI,35_44,1_10k,21058,2022
WI,35_44,10_25k,22127,2022
WI,35_44,25_50k,246,2022
WI,45_54,neg_zero,9865,2022
WI,45_54,1_10k,19089,2022
WI,45_54,10_25k,16119,2022
WI,45_54,25_50k,771,2022
WI,55_64,neg_zero,13160,2022
WI,55_64,1_10k,30052,2022
WI,55_64,10_25k,23844,2022
WI,55_64,25_50k,1768,2022
WI,65_74,neg_zero,7015,2022
WI,65_74,1_10k,23528,2022
WI,65_74,10_25k,28176,2022
WI,65_74,25_50k,353,2022
WI,75p,neg_zero,5809,2022
WI,75p,1_10k,24799,2022
WI,75p,10_25k,20429,2022
WI,75p,25_50k,493,2022
WV,18_25,neg_zero,41687,2022
WV,18_25,1_10k,35498,2022
WV,18_25,10_25k,13445,2022
WV,18_25,25_50k,165,2022
WV,26_34,neg_zero,13009,2022
WV,26_34,1_10k,14171,2022
WV,26_34,10_25k,14853,2022
WV,26_34,25_50k,9,2022
WV,35_44,neg_zero,10112,2022
WV,35_44,1_10k,15696,2022
WV,35_44,10_25k,11912,2022
WV,35_44,25_50k,173,2022
WV,45_54,neg_zero,8955,2022
WV,45_54,1_10k,14553,2022
WV,45_54,10_25k,9048,2022
WV,45_54,25_50k,91,2022
WV,55_64,neg_zero,7426,2022
WV,55_64,1_10k,14312,2022
WV,55_64,10_25k,18511,2022
WV,55_64,25_50k,522,2022
WV,65_74,neg_zero,3183,2022
WV,65_74,1_10k,13652,2022
WV,65_74,10_25k,15493,2022
WV,65_74,25_50k,220,2022
WV,75p,neg_zero,1953,2022
WV,75p,1_10k,6225,2022
WV,75p,10_25k,9469,2022
WV,75p,25_50k,143,2022
WY,18_25,neg_zero,7620,2022
WY,18_25,1_10k,10940,2022
WY,18_25,10_25k,4129,2022
WY,26_34,neg_zero,1422,2022
WY,26_34,1_10k,2725,2022
WY,26_34,10_25k,1178,2022
WY,26_34,25_50k,96,2022
WY,35_44,neg_zero,1379,2022
WY,35_44,1_10k,3285,2022
WY,35_44,10_25k,3488,2022
WY,35_44,25_50k,76,2022
WY,45_54,neg_zero,1850,2022
WY,45_54,1_10k,1817,2022
WY,45_54,10_25k,1895,2022
WY,55_64,neg_zero,1098,2022
WY,55_64,1_10k,3661,2022
WY,55_64,10_25k,3604,2022
WY,55_64,25_50k,181,2022
WY,65_74,neg_zero,660,2022
WY,65_74,1_10k,3132,2022
WY,65_74,10_25k,2641,2022
WY,65_74,25_50k,170,2022
WY,75p,neg_zero,595,2022
WY,75p,1_10k,2382,2022
WY,75p,10_25k,1685,2022
WY,75p,25_50k,207,2022
