state,gq_type,band,persons,year
AK,dorm_student,18_25,1542,2019
AK,institutional,18_25,693,2019
AK,institutional,26_34,1525,2019
AK,institutional,35_44,1456,2019
AK,institutional,45_54,219,2019
AK,institutional,55_64,758,2019
AK,institutional,65p,1665,2019
AK,institutional,u18,117,2019
AK,other_noninstitutional,18_25,4707,2019
AK,other_noninstitutional,26_34,3863,2019
AK,other_noninstitutional,35_44,2388,2019
AK,other_noninstitutional,45_54,2610,2019
AK,other_noninstitutional,55_64,3069,2019
AK,other_noninstitutional,65p,1734,2019
AK,other_noninstitutional,u18,327,2019
AL,dorm_student,18_25,39917,2019
AL,institutional,18_25,5563,2019
AL,institutional,26_34,10719,2019
AL,institutional,35_44,11749,2019
AL,institutional,45_54,7615,2019
AL,institutional,55_64,7125,2019
AL,institutional,65p,19473,2019
AL,institutional,u18,1533,2019
AL,other_noninstitutional,18_25,2052,2019
AL,other_noninstitutional,26_34,3366,2019
AL,other_noninstitutional,35_44,1754,2019
AL,other_noninstitutional,45_54,1335,2019
AL,other_noninstitutional,55_64,2355,2019
AL,other_noninstitutional,65p,1842,2019
AL,other_noninstitutional,u18,227,2019
AR,dorm_student,18_25,27437,2019
AR,institutional,18_25,3316,2019
AR,institutional,26_34,8093,2019
AR,institutional,35_44,9119,2019
AR,institutional,45_54,5284,2019
AR,institutional,55_64,4763,2019
AR,institutional,65p,16593,2019
AR,institutional,u18,2046,2019
AR,other_noninstitutional,18_25,1332,2019
AR,other_noninstitutional,26_34,830,2019
AR,other_noninstitutional,35_44,1966,2019
AR,other_noninstitutional,45_54,979,2019
AR,other_noninstitutional,55_64,1317,2019
AR,other_noninstitutional,65p,936,2019
AZ,dorm_student,18_25,43583,2019
AZ,institutional,18_25,9241,2019
AZ,institutional,26_34,22853,2019
AZ,institutional,35_44,21250,2019
AZ,institutional,45_54,13355,2019
AZ,institutional,55_64,7599,2019
AZ,institutional,65p,12301,2019
AZ,institutional,u18,2082,2019
AZ,other_noninstitutional,18_25,5350,2019
AZ,other_noninstitutional,26_34,3141,2019
AZ,other_noninstitutional,35_44,5497,2019
AZ,other_noninstitutional,45_54,5538,2019
AZ,other_noninstitutional,55_64,5775,2019
AZ,other_noninstitutional,65p,3513,2019
AZ,other_noninstitutional,u18,815,2019
CA,dorm_student,18_25,216194,2019
CA,institutional,18_25,37898,2019
CA,institutional,26_34,66830,2019
CA,institutional,35_44,60784,2019
CA,institutional,45_54,47727,2019
CA,institutional,55_64,39981,2019
CA,institutional,65p,96376,2019
CA,institutional,u18,12916,2019
CA,other_noninstitutional,18_25,59193,2019
CA,other_noninstitutional,26_34,40209,2019
CA,other_noninstitutional,35_44,32256,2019
CA,other_noninstitutional,45_54,28297,2019
CA,other_noninstitutional,55_64,39467,2019
CA,other_noninstitutional,65p,39386,2019
CA,other_noninstitutional,u18,9007,2019
CO,dorm_student,18_25,40289,2019
CO,institutional,18_25,4495,2019
CO,institutional,26_34,12077,2019
CO,institutional,35_44,13020,2019
CO,institutional,45_54,6028,2019
CO,institutional,55_64,6025,2019
CO,institutional,65p,16034,2019
CO,institutional,u18,2425,2019
CO,other_noninstitutional,18_25,8697,2019
CO,other_noninstitutional,26_34,3191,2019
CO,other_noninstitutional,35_44,2001,2019
