state,age_band,income_tier,n_units,n_adults,year
AK,18_25,neg_zero,10175,10175,2020
AK,18_25,1_10k,19722,19722,2020
AK,18_25,10_25k,4960,5053,2020
AK,26_34,neg_zero,2937,2937,2020
AK,26_34,1_10k,12058,12058,2020
AK,26_34,10_25k,4826,6127,2020
AK,35_44,neg_zero,2282,2282,2020
AK,35_44,1_10k,6493,6995,2020
AK,35_44,10_25k,3141,4204,2020
AK,45_54,neg_zero,1521,1521,2020
AK,45_54,1_10k,3710,3771,2020
AK,45_54,10_25k,1142,1310,2020
AK,55_64,neg_zero,2030,2312,2020
AK,55_64,1_10k,4958,5338,2020
AK,55_64,10_25k,3048,3637,2020
AK,65_74,neg_zero,95,95,2020
AK,65_74,1_10k,720,757,2020
AK,65_74,10_25k,1948,2563,2020
AK,75p,neg_zero,219,219,2020
AK,75p,1_10k,2331,2374,2020
AK,75p,10_25k,2259,3539,2020
AL,18_25,neg_zero,152876,153002,2020
AL,18_25,1_10k,122273,123536,2020
AL,18_25,10_25k,32394,36031,2020
AL,26_34,neg_zero,39645,39820,2020
AL,26_34,1_10k,59204,60999,2020
AL,26_34,10_25k,32287,39115,2020
AL,35_44,neg_zero,31846,32559,2020
AL,35_44,1_10k,37394,39068,2020
AL,35_44,10_25k,24618,30503,2020
AL,45_54,neg_zero,26376,26781,2020
AL,45_54,1_10k,39194,41339,2020
AL,45_54,10_25k,24740,31542,2020
AL,55_64,neg_zero,20051,21491,2020
AL,55_64,1_10k,51241,54867,2020
AL,55_64,10_25k,34432,46979,2020
AL,65_74,neg_zero,6855,7374,2020
AL,65_74,1_10k,35095,37660,2020
AL,65_74,10_25k,28712,42092,2020
AL,75p,neg_zero,5728,6201,2020
AL,75p,1_10k,29327,31019,2020
AL,75p,10_25k,26245,35827,2020
AR,18_25,neg_zero,79299,79465,2020
AR,18_25,1_10k,61478,61797,2020
AR,18_25,10_25k,24091,29377,2020
AR,26_34,neg_zero,26935,27802,2020
AR,26_34,1_10k,32130,33682,2020
AR,26_34,10_25k,21378,25203,2020
AR,35_44,neg_zero,22582,23223,2020
AR,35_44,1_10k,22658,23575,2020
AR,35_44,10_25k,20722,26132,2020
AR,45_54,neg_zero,17881,18445,2020
AR,45_54,1_10k,19088,20655,2020
AR,45_54,10_25k,15508,20765,2020
AR,55_64,neg_zero,14909,15578,2020
AR,55_64,1_10k,28407,31088,2020
AR,55_64,10_25k,19588,28605,2020
AR,65_74,neg_zero,3489,3489,2020
AR,65_74,1_10k,18179,19379,2020
AR,65_74,10_25k,20247,32461,2020
AR,75p,neg_zero,2545,3032,2020
AR,75p,1_10k,17641,18400,2020
AR,75p,10_25k,14830,20242,2020
AZ,18_25,neg_zero,181224,181505,2020
AZ,18_25,1_10k,162965,164590,2020
AZ,18_25,10_25k,58277,62695,2020
AZ,26_34,neg_zero,67811,68159,2020
AZ,26_34,1_10k,63779,65503,2020
AZ,26_34,10_25k,39069,46866,2020
AZ,35_44,neg_zero,50851,52163,2020
AZ,35_44,1_10k,55203,57657,2020
AZ,35_44,10_25k,29101,36810,2020
AZ,45_54,neg_zero,45885,47392,2020
AZ,45_54,1_10k,36714,40137,2020
AZ,45_54,10_25k,30273,42589,2020
AZ,55_64,neg_zero,41714,44410,2020
AZ,55_64,1_10k,52795,57640,2020
AZ,55_64,10_25k,35711,53103,2020
AZ,65_74,neg_zero,11748,14541,2020
AZ,65_74,1_10k,43520,48824,2020
AZ,65_74,10_25k,35179,53201,2020
AZ,75p,neg_zero,12000,13969,2020
AZ,75p,1_10k,37724,41273,2020
AZ,75p,10_25k,27347,41830,2020
CA,18_25,neg_zero,1022410,1023996,2020
CA,18_25,1_10k,874784,879044,2020
CA,18_25,10_25k,303597,313205,2020
CA,26_34,neg_zero,379941,384614,2020
CA,26_34,1_10k,393463,406531,2020
CA,26_34,10_25k,255934,298816,2020
CA,35_44,neg_zero,243258,248963,2020
CA,35_44,1_10k,213013,228718,2020
CA,35_44,10_25k,201303,265398,2020
CA,45_54,neg_zero,197056,203061,2020
CA,45_54,1_10k,209714,229080,2020
CA,45_54,10_25k,189588,260245,2020
CA,55_64,neg_zero,207593,223146,2020
CA,55_64,1_10k,265344,296139,2020
CA,55_64,10_25k,226707,321733,2020
CA,65_74,neg_zero,106854,120374,2020
CA,65_74,1_10k,217937,243698,2020
CA,65_74,10_25k,260479,376349,2020
CA,75p,neg_zero,103997,117777,2020
CA,75p,1_10k,218702,234180,2020
CA,75p,10_25k,260748,359438,2020
CO,18_25,neg_zero,87684,87684,2020
CO,18_25,1_10k,128520,128793,2020
CO,18_25,10_25k,34536,36096,2020
CO,26_34,neg_zero,37696,38153,2020
CO,26_34,1_10k,54189,56539,2020
CO,26_34,10_25k,24534,31598,2020
CO,35_44,neg_zero,28996,29218,2020
CO,35_44,1_10k,33488,36387,2020
CO,35_44,10_25k,20029,27365,2020
CO,45_54,neg_zero,16038,16488,2020
CO,45_54,1_10k,25354,27317,2020
CO,45_54,10_25k,15508,20643,2020
CO,55_64,neg_zero,16454,17011,2020
CO,55_64,1_10k,31902,35056,2020
CO,55_64,10_25k,23010,32093,2020
CO,65_74,neg_zero,6900,7872,2020
CO,65_74,1_10k,24899,26991,2020
CO,65_74,10_25k,22027,32926,2020
CO,75p,neg_zero,5626,5842,2020
CO,75p,1_10k,23281,24617,2020
CO,75p,10_25k,16241,22733,2020
CT,18_25,neg_zero,62191,62191,2020
CT,18_25,1_10k,84688,84688,2020
CT,18_25,10_25k,20662,21048,2020
CT,26_34,neg_zero,20673,21295,2020
CT,26_34,1_10k,30484,31304,2020
CT,26_34,10_25k,15686,17177,2020
CT,35_44,neg_zero,13754,13944,2020
CT,35_44,1_10k,17318,18089,2020
CT,35_44,10_25k,11257,13296,2020
CT,45_54,neg_zero,12256,12256,2020
CT,45_54,1_10k,16194,18295,2020
CT,45_54,10_25k,15028,17796,2020
CT,55_64,neg_zero,14023,14791,2020
CT,55_64,1_10k,22490,23696,2020
CT,55_64,10_25k,15739,21017,2020
