arrangement,persons_M,pct_of_population
total population,324.35584127,100
unmarried partners (RELATE 1113/1114/1116/1117),8.49062364,2.6176879092898
persons in households containing an unmarried partner,24.42988586,7.53181621898528
children under 18 in those households,5.5454686,1.70968667568525
persons in multi-family households (any FAMUNIT > 1),19.02472536,5.86538700382567
other relatives of the householder (RELATE 501/701/901/1001),22.29511565,6.87365936210815
non-relatives other than partners (RELATE 1241/1260),3.52179285,1.08578061557658
group-quarters residents,0.15142114,0.0466836482448158
UNION: persons in any household above (excl. GQ),86.48976659,26.6650867921334
