state,age_band,income_tier,n_units,n_adults,year
AR,65_74,1_10k,22166,23342,2021
AR,65_74,10_25k,21859,32590,2021
AR,65_74,25_50k,161,322,2021
AR,75p,neg_zero,5666,6404,2021
AR,75p,1_10k,17391,18189,2021
AR,75p,10_25k,17867,24090,2021
AR,75p,25_50k,345,690,2021
AZ,18_25,neg_zero,178685,178749,2021
AZ,18_25,1_10k,155728,157707,2021
AZ,18_25,10_25k,55608,57959,2021
AZ,18_25,25_50k,242,484,2021
AZ,26_34,neg_zero,62609,63417,2021
AZ,26_34,1_10k,75317,77492,2021
AZ,26_34,10_25k,32445,39031,2021
AZ,26_34,25_50k,412,824,2021
AZ,35_44,neg_zero,46196,46845,2021
AZ,35_44,1_10k,48256,51612,2021
AZ,35_44,10_25k,28826,38920,2021
AZ,35_44,25_50k,1023,2046,2021
AZ,45_54,neg_zero,36843,38291,2021
AZ,45_54,1_10k,44189,48468,2021
AZ,45_54,10_25k,27534,37449,2021
AZ,45_54,25_50k,872,1744,2021
AZ,55_64,neg_zero,37790,41207,2021
AZ,55_64,1_10k,55278,61053,2021
AZ,55_64,10_25k,29200,40512,2021
AZ,55_64,25_50k,538,1076,2021
AZ,65_74,neg_zero,15338,17882,2021
AZ,65_74,1_10k,40523,44969,2021
AZ,65_74,10_25k,40099,60216,2021
AZ,65_74,25_50k,301,602,2021
AZ,75p,neg_zero,12216,13861,2021
AZ,75p,1_10k,37639,41382,2021
AZ,75p,10_25k,29981,44668,2021
CA,18_25,neg_zero,1138726,1140857,2021
CA,18_25,1_10k,871938,874243,2021
CA,18_25,10_25k,280306,291011,2021
CA,18_25,25_50k,880,1760,2021
CA,26_34,neg_zero,416395,423142,2021
CA,26_34,1_10k,400306,416483,2021
CA,26_34,10_25k,239535,279085,2021
CA,26_34,25_50k,2644,5288,2021
CA,35_44,neg_zero,266470,274056,2021
CA,35_44,1_10k,253363,276159,2021
CA,35_44,10_25k,210337,269390,2021
CA,35_44,25_50k,6615,13230,2021
CA,45_54,neg_zero,221875,234100,2021
CA,45_54,1_10k,205311,228680,2021
CA,45_54,10_25k,181882,246317,2021
CA,45_54,25_50k,4840,9680,2021
CA,55_64,neg_zero,239056,260526,2021
CA,55_64,1_10k,260674,293677,2021
CA,55_64,10_25k,230668,322008,2021
CA,55_64,25_50k,5597,11194,2021
CA,65_74,neg_zero,130741,150922,2021
CA,65_74,1_10k,222575,250241,2021
CA,65_74,10_25k,272052,390559,2021
CA,65_74,25_50k,2508,5016,2021
CA,75p,neg_zero,121884,137338,2021
CA,75p,1_10k,202121,218964,2021
CA,75p,10_25k,256631,349476,2021
CA,75p,25_50k,1671,3342,2021
CO,18_25,neg_zero,97365,97496,2021
CO,18_25,1_10k,131948,132500,2021
CO,18_25,10_25k,45255,47611,2021
CO,18_25,25_50k,616,1232,2021
CO,26_34,neg_zero,40393,41308,2021
CO,26_34,1_10k,47965,48804,2021
CO,26_34,10_25k,26344,30938,2021
CO,26_34,25_50k,578,1156,2021
CO,35_44,neg_zero,28734,29601,2021
CO,35_44,1_10k,30838,32981,2021
CO,35_44,10_25k,22784,30260,2021
CO,35_44,25_50k,328,656,2021
CO,45_54,neg_zero,22533,23941,2021
CO,45_54,1_10k,26018,28275,2021
CO,45_54,10_25k,16506,20781,2021
CO,45_54,25_50k,360,720,2021
CO,55_64,neg_zero,25700,27111,2021
CO,55_64,1_10k,34839,37049,2021
CO,55_64,10_25k,17715,24994,2021
CO,55_64,25_50k,284,568,2021
CO,65_74,neg_zero,7463,8230,2021
CO,65_74,1_10k,26471,29071,2021
CO,65_74,10_25k,22101,31684,2021
CO,65_74,25_50k,260,520,2021
CO,75p,neg_zero,7711,9219,2021
CO,75p,1_10k,18705,19831,2021
CO,75p,10_25k,16255,21854,2021
CO,75p,25_50k,19,38,2021
CT,18_25,neg_zero,79831,79831,2021
CT,18_25,1_10k,126626,126771,2021
CT,18_25,10_25k,23060,23508,2021
CT,26_34,neg_zero,21798,22085,2021
CT,26_34,1_10k,31762,32582,2021
CT,26_34,10_25k,15308,17041,2021
CT,26_34,25_50k,290,580,2021
CT,35_44,neg_zero,15136,15319,2021
CT,35_44,1_10k,24523,25559,2021
CT,35_44,10_25k,13107,16798,2021
CT,35_44,25_50k,781,1562,2021
CT,45_54,neg_zero,11719,12420,2021
CT,45_54,1_10k,19652,20505,2021
CT,45_54,10_25k,11818,14778,2021
CT,45_54,25_50k,18,36,2021
CT,55_64,neg_zero,13607,14233,2021
CT,55_64,1_10k,25483,27471,2021
CT,55_64,10_25k,13647,16955,2021
CT,55_64,25_50k,206,412,2021
CT,65_74,neg_zero,8291,8735,2021
CT,65_74,1_10k,23837,25261,2021
CT,65_74,10_25k,13051,17737,2021
CT,65_74,25_50k,176,352,2021
CT,75p,neg_zero,7098,7505,2021
CT,75p,1_10k,20786,21191,2021
CT,75p,10_25k,13422,17622,2021
CT,75p,25_50k,49,98,2021
DC,18_25,neg_zero,28224,28224,2021
DC,18_25,1_10k,24837,24837,2021
DC,18_25,10_25k,3247,3437,2021
DC,26_34,neg_zero,8367,8750,2021
DC,26_34,1_10k,6253,6313,2021
DC,26_34,10_25k,3024,3390,2021
DC,26_34,25_50k,184,368,2021
DC,35_44,neg_zero,3972,3972,2021
DC,35_44,1_10k,6484,6774,2021
DC,35_44,10_25k,3537,3943,2021
DC,45_54,neg_zero,5493,5493,2021
DC,45_54,1_10k,5238,5238,2021
DC,45_54,10_25k,784,784,2021
DC,55_64,neg_zero,4262,4262,2021
DC,55_64,1_10k,8311,8366,2021
DC,55_64,10_25k,2615,2989,2021
DC,65_74,neg_zero,1154,1196,2021
DC,65_74,1_10k,5365,5541,2021
DC,65_74,10_25k,2092,2846,2021
DC,75p,neg_zero,1182,1414,2021
DC,75p,1_10k,2844,2956,2021
DC,75p,10_25k,3076,3426,2021
DE,18_25,neg_zero,24830,24830,2021
DE,18_25,1_10k,26728,26728,2021
DE,18_25,10_25k,7613,8112,2021
DE,26_34,neg_zero,8788,9048,2021
DE,26_34,1_10k,9673,9735,2021
DE,26_34,10_25k,6421,8431,2021
DE,26_34,25_50k,102,204,2021
DE,35_44,neg_zero,3707,3833,2021
DE,35_44,1_10k,7108,7271,2021
DE,35_44,10_25k,3081,3669,2021
DE,45_54,neg_zero,3810,3810,2021
DE,45_54,1_10k,5637,5678,2021
DE,45_54,10_25k,2684,3906,2021
DE,45_54,25_50k,31,62,2021
DE,55_64,neg_zero,4415,4523,2021
DE,55_64,1_10k,10073,11139,2021
DE,55_64,10_25k,4596,6294,2021
DE,65_74,neg_zero,1619,1859,2021
DE,65_74,1_10k,5342,6457,2021
DE,65_74,10_25k,3594,5819,2021
DE,65_74,25_50k,145,290,2021
DE,75p,neg_zero,3184,3477,2021
DE,75p,1_10k,2947,3148,2021
DE,75p,10_25k,4420,5929,2021
FL,18_25,neg_zero,563058,563848,2021
FL,18_25,1_10k,440793,442527,2021
FL,18_25,10_25k,135193,138732,2021
FL,18_25,25_50k,593,1186,2021
FL,26_34,neg_zero,184765,187717,2021
FL,26_34,1_10k,206480,213824,2021
FL,26_34,10_25k,122347,143027,2021
FL,26_34,25_50k,1628,3256,2021
FL,35_44,neg_zero,138181,142745,2021
FL,35_44,1_10k,146010,157675,2021
FL,35_44,10_25k,107949,138840,2021
FL,35_44,25_50k,3358,6716,2021
FL,45_54,neg_zero,124810,130220,2021
FL,45_54,1_10k,130663,142259,2021
FL,45_54,10_25k,98642,128866,2021
FL,45_54,25_50k,2759,5518,2021
FL,55_64,neg_zero,130742,139106,2021
FL,55_64,1_10k,192152,209003,2021
FL,55_64,10_25k,132532,191485,2021
FL,55_64,25_50k,3948,7896,2021
FL,65_74,neg_zero,61714,68297,2021
FL,65_74,1_10k,173422,190050,2021
FL,65_74,10_25k,164271,241368,2021
FL,65_74,25_50k,1638,3276,2021
FL,75p,neg_zero,64590,73337,2021
FL,75p,1_10k,178932,190490,2021
FL,75p,10_25k,142749,204759,2021
FL,75p,25_50k,449,898,2021
GA,18_25,neg_zero,313737,314514,2021
GA,18_25,1_10k,291367,292591,2021
GA,18_25,10_25k,83907,88531,2021
GA,18_25,25_50k,217,434,2021
GA,26_34,neg_zero,105494,106294,2021
GA,26_34,1_10k,111096,114586,2021
GA,26_34,10_25k,65249,76051,2021
GA,26_34,25_50k,1476,2952,2021
GA,35_44,neg_zero,76885,78478,2021
GA,35_44,1_10k,92834,96501,2021
GA,35_44,10_25k,55007,71023,2021
GA,35_44,25_50k,966,1932,2021
GA,45_54,neg_zero,64657,67052,2021
GA,45_54,1_10k,72436,77052,2021
GA,45_54,10_25k,47252,64145,2021
GA,45_54,25_50k,1041,2082,2021
GA,55_64,neg_zero,52103,54834,2021
GA,55_64,1_10k,90612,99150,2021
GA,55_64,10_25k,57384,82990,2021
GA,55_64,25_50k,1172,2344,2021
GA,65_74,neg_zero,18785,21120,2021
GA,65_74,1_10k,64992,71388,2021
GA,65_74,10_25k,58477,84133,2021
GA,65_74,25_50k,717,1434,2021
GA,75p,neg_zero,21128,22767,2021
GA,75p,1_10k,48641,51136,2021
GA,75p,10_25k,39022,53179,2021
GA,75p,25_50k,514,1028,2021
HI,18_25,neg_zero,39904,39972,2021
HI,18_25,1_10k,31542,31799,2021
HI,18_25,10_25k,8342,9140,2021
HI,26_34,neg_zero,13536,13795,2021
HI,26_34,1_10k,14406,14595,2021
HI,26_34,10_25k,6695,8315,2021
HI,26_34,25_50k,296,592,2021
HI,35_44,neg_zero,11251,11585,2021
HI,35_44,1_10k,9338,9635,2021
HI,35_44,10_25k,6111,9139,2021
HI,35_44,25_50k,114,228,2021
HI,45_54,neg_zero,7503,7910,2021
HI,45_54,1_10k,5875,6510,2021
HI,45_54,10_25k,6801,8982,2021
HI,45_54,25_50k,141,282,2021
HI,55_64,neg_zero,7578,8606,2021
HI,55_64,1_10k,13943,15371,2021
HI,55_64,10_25k,6441,8683,2021
HI,65_74,neg_zero,5032,5483,2021
HI,65_74,1_10k,9661,11170,2021
HI,65_74,10_25k,9209,13774,2021
HI,65_74,25_50k,60,120,2021
HI,75p,neg_zero,3213,3443,2021
HI,75p,1_10k,8525,8866,2021
HI,75p,10_25k,8857,12808,2021
IA,18_25,neg_zero,47518,47518,2021
IA,18_25,1_10k,107984,108567,2021
IA,18_25,10_25k,27449,28733,2021
IA,26_34,neg_zero,13315,13505,2021
IA,26_34,1_10k,19728,20847,2021
IA,26_34,10_25k,10791,12243,2021
IA,26_34,25_50k,431,862,2021
IA,35_44,neg_zero,13096,13411,2021
IA,35_44,1_10k,20426,21741,2021
IA,35_44,10_25k,12730,14527,2021
IA,35_44,25_50k,101,202,2021
IA,45_54,neg_zero,10400,10615,2021
IA,45_54,1_10k,13279,14690,2021
IA,45_54,10_25k,10529,13033,2021
IA,55_64,neg_zero,7705,7705,2021
IA,55_64,1_10k,20487,21559,2021
IA,55_64,10_25k,12262,17521,2021
IA,55_64,25_50k,302,604,2021
IA,65_74,neg_zero,2947,3447,2021
IA,65_74,1_10k,15409,16291,2021
IA,65_74,10_25k,16137,23449,2021
IA,65_74,25_50k,110,220,2021
IA,75p,neg_zero,4763,5430,2021
IA,75p,1_10k,16956,17733,2021
IA,75p,10_25k,15398,21107,2021
IA,75p,25_50k,60,120,2021
ID,18_25,neg_zero,29611,29611,2021
ID,18_25,1_10k,47469,47703,2021
ID,18_25,10_25k,19210,21870,2021
ID,18_25,25_50k,255,510,2021
ID,26_34,neg_zero,10596,11018,2021
ID,26_34,1_10k,14461,15485,2021
ID,26_34,10_25k,10810,13764,2021
ID,26_34,25_50k,838,1676,2021
ID,35_44,neg_zero,6376,6376,2021
ID,35_44,1_10k,11804,13816,2021
ID,35_44,10_25k,8800,9647,2021
ID,35_44,25_50k,228,456,2021
ID,45_54,neg_zero,5650,5665,2021
ID,45_54,1_10k,5295,5646,2021
ID,45_54,10_25k,6268,8850,2021
ID,55_64,neg_zero,4738,5065,2021
ID,55_64,1_10k,9929,11668,2021
ID,55_64,10_25k,8004,11578,2021
ID,55_64,25_50k,60,120,2021
ID,65_74,neg_zero,2824,2981,2021
ID,65_74,1_10k,7233,8268,2021
ID,65_74,10_25k,10922,15712,2021
ID,65_74,25_50k,19,38,2021
ID,75p,neg_zero,2603,2766,2021
ID,75p,1_10k,8250,8941,2021
ID,75p,10_25k,8862,12704,2021
IL,18_25,neg_zero,303074,303300,2021
IL,18_25,1_10k,325675,327227,2021
IL,18_25,10_25k,87465,91176,2021
IL,18_25,25_50k,68,136,2021
IL,26_34,neg_zero,102992,105094,2021
IL,26_34,1_10k,112155,116502,2021
IL,26_34,10_25k,61449,72114,2021
IL,26_34,25_50k,533,1066,2021
IL,35_44,neg_zero,77144,79051,2021
IL,35_44,1_10k,79802,85481,2021
IL,35_44,10_25k,55049,72818,2021
IL,35_44,25_50k,1477,2954,2021
IL,45_54,neg_zero,63117,65608,2021
IL,45_54,1_10k,77319,83839,2021
IL,45_54,10_25k,44679,59375,2021
IL,45_54,25_50k,2056,4112,2021
IL,55_64,neg_zero,61252,65107,2021
IL,55_64,1_10k,100056,108173,2021
IL,55_64,10_25k,54231,74936,2021
IL,55_64,25_50k,1475,2950,2021
IL,65_74,neg_zero,28823,32542,2021
IL,65_74,1_10k,78346,86316,2021
IL,65_74,10_25k,56294,82340,2021
IL,65_74,25_50k,1296,2592,2021
IL,75p,neg_zero,32774,36065,2021
IL,75p,1_10k,67361,70936,2021
IL,75p,10_25k,49998,67431,2021
IL,75p,25_50k,118,236,2021
IN,18_25,neg_zero,154103,154168,2021
IN,18_25,1_10k,208185,209272,2021
IN,18_25,10_25k,47321,48795,2021
IN,18_25,25_50k,98,196,2021
IN,26_34,neg_zero,44818,45680,2021
IN,26_34,1_10k,57484,60230,2021
IN,26_34,10_25k,36168,41641,2021
IN,26_34,25_50k,744,1488,2021
IN,35_44,neg_zero,33564,34900,2021
IN,35_44,1_10k,43740,46438,2021
IN,35_44,10_25k,31375,39056,2021
IN,35_44,25_50k,1068,2136,2021
IN,45_54,neg_zero,27515,28446,2021
IN,45_54,1_10k,39227,42549,2021
IN,45_54,10_25k,23241,29879,2021
IN,45_54,25_50k,438,876,2021
IN,55_64,neg_zero,24291,25867,2021
IN,55_64,1_10k,49708,52667,2021
IN,55_64,10_25k,28533,37675,2021
IN,55_64,25_50k,1010,2020,2021
IN,65_74,neg_zero,9849,11024,2021
IN,65_74,1_10k,34597,36740,2021
IN,65_74,10_25k,30173,44140,2021
IN,65_74,25_50k,217,434,2021
IN,75p,neg_zero,12482,13135,2021
IN,75p,1_10k,31487,33126,2021
IN,75p,10_25k,26063,34442,2021
IN,75p,25_50k,92,184,2021
KS,18_25,neg_zero,56820,56820,2021
KS,18_25,1_10k,93641,93961,2021
KS,18_25,10_25k,27983,29353,2021
KS,18_25,25_50k,549,1098,2021
KS,26_34,neg_zero,16950,17096,2021
KS,26_34,1_10k,23306,23655,2021
KS,26_34,10_25k,13001,15486,2021
KS,26_34,25_50k,229,458,2021
KS,35_44,neg_zero,9102,9725,2021
KS,35_44,1_10k,20179,22173,2021
KS,35_44,10_25k,12706,16335,2021
KS,35_44,25_50k,283,566,2021
KS,45_54,neg_zero,7087,7457,2021
KS,45_54,1_10k,16344,17151,2021
KS,45_54,10_25k,8618,11120,2021
KS,45_54,25_50k,165,330,2021
KS,55_64,neg_zero,8633,9353,2021
KS,55_64,1_10k,20121,22065,2021
KS,55_64,10_25k,11139,15336,2021
KS,55_64,25_50k,423,846,2021
KS,65_74,neg_zero,3263,3506,2021
KS,65_74,1_10k,14735,16189,2021
KS,65_74,10_25k,14343,20023,2021
KS,75p,neg_zero,4720,5367,2021
KS,75p,1_10k,13048,14394,2021
KS,75p,10_25k,11852,16519,2021
KY,18_25,neg_zero,127737,127737,2021
KY,18_25,1_10k,128383,129348,2021
KY,18_25,10_25k,37367,40296,2021
KY,18_25,25_50k,97,194,2021
KY,26_34,neg_zero,39384,40279,2021
KY,26_34,1_10k,48297,51277,2021
KY,26_34,10_25k,26368,34231,2021
KY,26_34,25_50k,582,1164,2021
KY,35_44,neg_zero,36166,37239,2021
KY,35_44,1_10k,42476,45413,2021
KY,35_44,10_25k,26248,34601,2021
KY,35_44,25_50k,1513,3026,2021
KY,45_54,neg_zero,27865,28822,2021
KY,45_54,1_10k,39794,42446,2021
KY,45_54,10_25k,21994,31793,2021
KY,45_54,25_50k,985,1970,2021
KY,55_64,neg_zero,20818,21802,2021
KY,55_64,1_10k,52864,57589,2021
KY,55_64,10_25k,33052,47522,2021
KY,55_64,25_50k,277,554,2021
KY,65_74,neg_zero,7463,7789,2021
KY,65_74,1_10k,33488,35941,2021
KY,65_74,10_25k,27725,41668,2021
KY,65_74,25_50k,761,1522,2021
KY,75p,neg_zero,6716,7330,2021
KY,75p,1_10k,30713,31909,2021
KY,75p,10_25k,24501,33260,2021
KY,75p,25_50k,79,158,2021
LA,18_25,neg_zero,154772,155102,2021
LA,18_25,1_10k,136516,137013,2021
LA,18_25,10_25k,35455,36050,2021
LA,26_34,neg_zero,53328,54619,2021
LA,26_34,1_10k,65499,68008,2021
LA,26_34,10_25k,37000,43361,2021
LA,26_34,25_50k,225,450,2021
LA,35_44,neg_zero,45928,46829,2021
LA,35_44,1_10k,50854,52933,2021
LA,35_44,10_25k,33516,38094,2021
LA,35_44,25_50k,1481,2962,2021
LA,45_54,neg_zero,32584,33014,2021
LA,45_54,1_10k,42137,45695,2021
LA,45_54,10_25k,22354,30343,2021
LA,45_54,25_50k,737,1474,2021
LA,55_64,neg_zero,23576,25058,2021
LA,55_64,1_10k,64628,68875,2021
LA,55_64,10_25k,32720,45014,2021
LA,55_64,25_50k,158,316,2021
LA,65_74,neg_zero,6122,6891,2021
LA,65_74,1_10k,44450,48082,2021
LA,65_74,10_25k,32241,45092,2021
LA,75p,neg_zero,5907,6165,2021
LA,75p,1_10k,34143,35343,2021
LA,75p,10_25k,24239,31995,2021
LA,75p,25_50k,267,534,2021
MA,18_25,neg_zero,153150,153150,2021
MA,18_25,1_10k,223171,223226,2021
MA,18_25,10_25k,53306,54390,2021
MA,18_25,25_50k,157,314,2021
MA,26_34,neg_zero,40324,41248,2021
MA,26_34,1_10k,58835,60281,2021
MA,26_34,10_25k,30224,35261,2021
MA,26_34,25_50k,56,112,2021
MA,35_44,neg_zero,26942,27369,2021
MA,35_44,1_10k,35935,38083,2021
MA,35_44,10_25k,24664,29364,2021
MA,35_44,25_50k,552,1104,2021
MA,45_54,neg_zero,20073,20928,2021
MA,45_54,1_10k,37468,40503,2021
MA,45_54,10_25k,30584,36515,2021
MA,45_54,25_50k,767,1534,2021
MA,55_64,neg_zero,24549,26154,2021
MA,55_64,1_10k,45062,48953,2021
MA,55_64,10_25k,34626,45039,2021
MA,55_64,25_50k,229,458,2021
MA,65_74,neg_zero,18414,20367,2021
MA,65_74,1_10k,37118,41439,2021
MA,65_74,10_25k,34205,47444,2021
MA,65_74,25_50k,360,720,2021
MA,75p,neg_zero,20385,22439,2021
MA,75p,1_10k,42918,45208,2021
MA,75p,10_25k,32558,42216,2021
MA,75p,25_50k,96,192,2021
MD,18_25,neg_zero,146086,146243,2021
MD,18_25,1_10k,144125,144594,2021
MD,18_25,10_25k,38423,39516,2021
MD,26_34,neg_zero,45750,45910,2021
MD,26_34,1_10k,56953,57963,2021
MD,26_34,10_25k,30585,35357,2021
MD,26_34,25_50k,422,844,2021
MD,35_44,neg_zero,35727,36256,2021
MD,35_44,1_10k,32985,34989,2021
MD,35_44,10_25k,23460,28720,2021
MD,35_44,25_50k,957,1914,2021
MD,45_54,neg_zero,26787,27418,2021
MD,45_54,1_10k,36695,38991,2021
MD,45_54,10_25k,18497,24167,2021
MD,45_54,25_50k,389,778,2021
MD,55_64,neg_zero,29456,31109,2021
MD,55_64,1_10k,44695,47979,2021
MD,55_64,10_25k,21837,29118,2021
MD,55_64,25_50k,385,770,2021
MD,65_74,neg_zero,14759,17431,2021
MD,65_74,1_10k,34699,37331,2021
MD,65_74,10_25k,23001,32676,2021
MD,65_74,25_50k,89,178,2021
MD,75p,neg_zero,16380,16953,2021
MD,75p,1_10k,33929,35996,2021
MD,75p,10_25k,17608,22352,2021
ME,18_25,neg_zero,22947,22947,2021
ME,18_25,1_10k,34958,34958,2021
ME,18_25,10_25k,8865,9503,2021
ME,26_34,neg_zero,6695,6695,2021
ME,26_34,1_10k,11113,11593,2021
ME,26_34,10_25k,6108,7335,2021
ME,35_44,neg_zero,4904,5006,2021
ME,35_44,1_10k,7507,8133,2021
ME,35_44,10_25k,5458,6739,2021
ME,45_54,neg_zero,3412,3618,2021
ME,45_54,1_10k,7744,8285,2021
ME,45_54,10_25k,7506,8491,2021
ME,45_54,25_50k,599,1198,2021
ME,55_64,neg_zero,4719,4797,2021
ME,55_64,1_10k,11503,12292,2021
ME,55_64,10_25k,7887,10211,2021
ME,55_64,25_50k,154,308,2021
ME,65_74,neg_zero,2107,2373,2021
ME,65_74,1_10k,7681,8054,2021
ME,65_74,10_25k,9030,13571,2021
ME,75p,neg_zero,1779,1946,2021
ME,75p,1_10k,7531,7866,2021
ME,75p,10_25k,7208,10664,2021
ME,75p,25_50k,73,146,2021
MI,18_25,neg_zero,186544,186720,2021
MI,18_25,1_10k,266794,267418,2021
MI,18_25,10_25k,88690,92100,2021
MI,18_25,25_50k,382,764,2021
MI,26_34,neg_zero,64206,64582,2021
MI,26_34,1_10k,96771,99246,2021
MI,26_34,10_25k,57296,67531,2021
MI,26_34,25_50k,571,1142,2021
MI,35_44,neg_zero,48498,49976,2021
MI,35_44,1_10k,72183,77814,2021
MI,35_44,10_25k,49160,62515,2021
MI,35_44,25_50k,607,1214,2021
MI,45_54,neg_zero,45228,46660,2021
MI,45_54,1_10k,65516,69841,2021
MI,45_54,10_25k,44450,57721,2021
MI,45_54,25_50k,941,1882,2021
MI,55_64,neg_zero,41040,43051,2021
MI,55_64,1_10k,94630,101091,2021
MI,55_64,10_25k,60140,80837,2021
MI,55_64,25_50k,1280,2560,2021
MI,65_74,neg_zero,16956,19946,2021
MI,65_74,1_10k,60427,65935,2021
MI,65_74,10_25k,51271,73966,2021
MI,65_74,25_50k,134,268,2021
MI,75p,neg_zero,22028,24004,2021
MI,75p,1_10k,46878,49854,2021
MI,75p,10_25k,38104,53849,2021
MI,75p,25_50k,83,166,2021
MN,18_25,neg_zero,76059,76059,2021
MN,18_25,1_10k,146289,146387,2021
MN,18_25,10_25k,42233,43285,2021
MN,26_34,neg_zero,18864,18902,2021
MN,26_34,1_10k,43295,43412,2021
MN,26_34,10_25k,20402,23511,2021
MN,26_34,25_50k,19,38,2021
MN,35_44,neg_zero,15515,15825,2021
MN,35_44,1_10k,27556,28854,2021
MN,35_44,10_25k,15445,20160,2021
MN,35_44,25_50k,294,588,2021
MN,45_54,neg_zero,12289,12504,2021
MN,45_54,1_10k,26125,27775,2021
MN,45_54,10_25k,13294,17422,2021
MN,45_54,25_50k,137,274,2021
MN,55_64,neg_zero,16366,17296,2021
MN,55_64,1_10k,29905,33413,2021
MN,55_64,10_25k,20340,27205,2021
MN,55_64,25_50k,212,424,2021
MN,65_74,neg_zero,4931,5404,2021
MN,65_74,1_10k,23482,26418,2021
MN,65_74,10_25k,27379,39053,2021
MN,65_74,25_50k,358,716,2021
MN,75p,neg_zero,6553,7718,2021
MN,75p,1_10k,26189,27432,2021
MN,75p,10_25k,19395,26698,2021
MN,75p,25_50k,62,124,2021
MO,18_25,neg_zero,144916,144956,2021
MO,18_25,1_10k,162718,162956,2021
MO,18_25,10_25k,49515,51608,2021
MO,18_25,25_50k,15,30,2021
MO,26_34,neg_zero,36081,36161,2021
MO,26_34,1_10k,52593,54820,2021
MO,26_34,10_25k,32484,39616,2021
MO,26_34,25_50k,529,1058,2021
MO,35_44,neg_zero,33398,33935,2021
MO,35_44,1_10k,39826,41402,2021
MO,35_44,10_25k,28072,33457,2021
MO,35_44,25_50k,152,304,2021
MO,45_54,neg_zero,26422,26752,2021
MO,45_54,1_10k,32218,34995,2021
MO,45_54,10_25k,26189,33921,2021
MO,45_54,25_50k,373,746,2021
MO,55_64,neg_zero,26036,27478,2021
MO,55_64,1_10k,53097,56621,2021
MO,55_64,10_25k,35761,46541,2021
MO,55_64,25_50k,250,500,2021
MO,65_74,neg_zero,7815,8425,2021
MO,65_74,1_10k,34376,37321,2021
MO,65_74,10_25k,34346,48812,2021
MO,65_74,25_50k,315,630,2021
MO,75p,neg_zero,12118,13083,2021
MO,75p,1_10k,30112,32161,2021
MO,75p,10_25k,26994,38151,2021
MO,75p,25_50k,416,832,2021
MS,18_25,neg_zero,110117,110234,2021
MS,18_25,1_10k,78659,79486,2021
MS,18_25,10_25k,24913,27867,2021
MS,18_25,25_50k,47,94,2021
MS,26_34,neg_zero,31549,31549,2021
MS,26_34,1_10k,38041,38948,2021
