arrangement,persons_M,pct_of_population
total population,328.72188139,100
unmarried partners (RELATE 1113/1114/1116/1117),9.60051799,2.92055945573329
persons in households containing an unmarried partner,27.32192073,8.31156131574488
children under 18 in those households,6.13414043,1.86605783711805
persons in multi-family households (any FAMUNIT > 1),18.31271412,5.57088382512436
other relatives of the householder (RELATE 501/701/901/1001),22.90324545,6.96736260852294
non-relatives other than partners (RELATE 1241/1260),3.43770474,1.04577910221969
group-quarters residents,0.1582814,0.0481505518679521
UNION: persons in any household above (excl. GQ),88.83360825,27.0239412948013
