state,gq_type,band,persons,year
IA,other_noninstitutional,18_25,1090,2020
IA,other_noninstitutional,26_34,1587,2020
IA,other_noninstitutional,35_44,1551,2020
IA,other_noninstitutional,45_54,2079,2020
IA,other_noninstitutional,55_64,2311,2020
IA,other_noninstitutional,65p,1698,2020
IA,other_noninstitutional,u18,504,2020
ID,dorm_student,18_25,8664,2020
ID,institutional,18_25,1871,2020
ID,institutional,26_34,3195,2020
ID,institutional,35_44,4224,2020
ID,institutional,45_54,2798,2020
ID,institutional,55_64,1555,2020
ID,institutional,65p,3569,2020
ID,institutional,u18,681,2020
ID,other_noninstitutional,18_25,366,2020
ID,other_noninstitutional,26_34,982,2020
ID,other_noninstitutional,35_44,630,2020
ID,other_noninstitutional,45_54,876,2020
ID,other_noninstitutional,55_64,659,2020
ID,other_noninstitutional,65p,325,2020
ID,other_noninstitutional,u18,238,2020
IL,dorm_student,18_25,86907,2020
IL,institutional,18_25,13041,2020
IL,institutional,26_34,22498,2020
IL,institutional,35_44,20301,2020
IL,institutional,45_54,16542,2020
IL,institutional,55_64,20890,2020
IL,institutional,65p,61692,2020
IL,institutional,u18,3606,2020
IL,other_noninstitutional,18_25,11620,2020
IL,other_noninstitutional,26_34,8444,2020
IL,other_noninstitutional,35_44,6708,2020
IL,other_noninstitutional,45_54,6554,2020
IL,other_noninstitutional,55_64,7766,2020
IL,other_noninstitutional,65p,8911,2020
IL,other_noninstitutional,u18,1400,2020
IN,dorm_student,18_25,76085,2020
IN,institutional,18_25,6890,2020
IN,institutional,26_34,16415,2020
IN,institutional,35_44,14286,2020
IN,institutional,45_54,9875,2020
IN,institutional,55_64,8531,2020
IN,institutional,65p,36432,2020
IN,institutional,u18,3444,2020
IN,other_noninstitutional,18_25,1838,2020
IN,other_noninstitutional,26_34,2927,2020
IN,other_noninstitutional,35_44,3289,2020
IN,other_noninstitutional,45_54,3064,2020
IN,other_noninstitutional,55_64,3450,2020
IN,other_noninstitutional,65p,2356,2020
IN,other_noninstitutional,u18,1241,2020
KS,dorm_student,18_25,27594,2020
KS,institutional,18_25,2833,2020
KS,institutional,26_34,4724,2020
KS,institutional,35_44,6053,2020
KS,institutional,45_54,3167,2020
KS,institutional,55_64,3440,2020
KS,institutional,65p,18539,2020
KS,institutional,u18,2024,2020
KS,other_noninstitutional,18_25,3982,2020
KS,other_noninstitutional,26_34,1691,2020
KS,other_noninstitutional,35_44,1010,2020
KS,other_noninstitutional,45_54,1003,2020
KS,other_noninstitutional,55_64,954,2020
KS,other_noninstitutional,65p,1619,2020
KS,other_noninstitutional,u18,505,2020
KY,dorm_student,18_25,43859,2020
KY,institutional,18_25,5405,2020
KY,institutional,26_34,13326,2020
KY,institutional,35_44,12217,2020
KY,institutional,45_54,6658,2020
KY,institutional,55_64,5886,2020
KY,institutional,65p,21700,2020
KY,institutional,u18,2027,2020
KY,other_noninstitutional,18_25,9560,2020
KY,other_noninstitutional,26_34,2506,2020
KY,other_noninstitutional,35_44,1936,2020
KY,other_noninstitutional,45_54,2103,2020
KY,other_noninstitutional,55_64,1452,2020
KY,other_noninstitutional,65p,1443,2020
KY,other_noninstitutional,u18,1592,2020
LA,dorm_student,18_25,24927,2020
LA,institutional,18_25,6505,2020
LA,institutional,26_34,17759,2020
LA,institutional,35_44,18312,2020
LA,institutional,45_54,12381,2020
LA,institutional,55_64,10974,2020
LA,institutional,65p,20890,2020
LA,institutional,u18,1431,2020
LA,other_noninstitutional,18_25,4224,2020
LA,other_noninstitutional,26_34,2671,2020
LA,other_noninstitutional,35_44,865,2020
LA,other_noninstitutional,45_54,1762,2020
LA,other_noninstitutional,55_64,2805,2020
LA,other_noninstitutional,65p,3658,2020
LA,other_noninstitutional,u18,556,2020
MA,dorm_student,18_25,149361,2020
MA,institutional,18_25,3486,2020
MA,institutional,26_34,5690,2020
MA,institutional,35_44,6014,2020
MA,institutional,45_54,4252,2020
MA,institutional,55_64,6843,2020
MA,institutional,65p,35650,2020
MA,institutional,u18,3235,2020
MA,other_noninstitutional,18_25,4137,2020
MA,other_noninstitutional,26_34,6891,2020
MA,other_noninstitutional,35_44,5693,2020
MA,other_noninstitutional,45_54,6433,2020
MA,other_noninstitutional,55_64,3353,2020
MA,other_noninstitutional,65p,4385,2020
MA,other_noninstitutional,u18,2059,2020
MD,dorm_student,18_25,48588,2020
MD,institutional,18_25,8620,2020
MD,institutional,26_34,11739,2020
MD,institutional,35_44,8484,2020
MD,institutional,45_54,6117,2020
MD,institutional,55_64,6187,2020
MD,institutional,65p,22889,2020
MD,institutional,u18,1582,2020
MD,other_noninstitutional,18_25,9451,2020
MD,other_noninstitutional,26_34,5336,2020
MD,other_noninstitutional,35_44,2447,2020
MD,other_noninstitutional,45_54,1436,2020
MD,other_noninstitutional,55_64,3045,2020
MD,other_noninstitutional,65p,2664,2020
MD,other_noninstitutional,u18,1507,2020
ME,dorm_student,18_25,16209,2020
ME,institutional,18_25,243,2020
ME,institutional,26_34,1510,2020
ME,institutional,35_44,1452,2020
ME,institutional,45_54,699,2020
ME,institutional,55_64,1544,2020
ME,institutional,65p,7390,2020
ME,institutional,u18,953,2020
ME,other_noninstitutional,18_25,565,2020
ME,other_noninstitutional,26_34,1321,2020
ME,other_noninstitutional,35_44,856,2020
ME,other_noninstitutional,45_54,535,2020
ME,other_noninstitutional,55_64,1380,2020
ME,other_noninstitutional,65p,1199,2020
ME,other_noninstitutional,u18,365,2020
MI,dorm_student,18_25,74123,2020
MI,institutional,18_25,8048,2020
MI,institutional,26_34,14018,2020
MI,institutional,35_44,14457,2020
MI,institutional,45_54,10737,2020
MI,institutional,55_64,10783,2020
MI,institutional,65p,37331,2020
MI,institutional,u18,3322,2020
MI,other_noninstitutional,18_25,3959,2020
MI,other_noninstitutional,26_34,5569,2020
MI,other_noninstitutional,35_44,4842,2020
MI,other_noninstitutional,45_54,8552,2020
MI,other_noninstitutional,55_64,9589,2020
MI,other_noninstitutional,65p,11338,2020
MI,other_noninstitutional,u18,1950,2020
MN,dorm_student,18_25,46043,2020
MN,institutional,18_25,3565,2020
MN,institutional,26_34,5907,2020
MN,institutional,35_44,5749,2020
MN,institutional,45_54,3461,2020
MN,institutional,55_64,3833,2020
MN,institutional,65p,30364,2020
MN,institutional,u18,1971,2020
MN,other_noninstitutional,18_25,2715,2020
MN,other_noninstitutional,26_34,3636,2020
MN,other_noninstitutional,35_44,4927,2020
MN,other_noninstitutional,45_54,6359,2020
MN,other_noninstitutional,55_64,4470,2020
MN,other_noninstitutional,65p,4424,2020
MN,other_noninstitutional,u18,1949,2020
MO,dorm_student,18_25,56308,2020
MO,institutional,18_25,4494,2020
MO,institutional,26_34,12359,2020
MO,institutional,35_44,10843,2020
MO,institutional,45_54,6511,2020
MO,institutional,55_64,9931,2020
MO,institutional,65p,36665,2020
MO,institutional,u18,4605,2020
MO,other_noninstitutional,18_25,7760,2020
MO,other_noninstitutional,26_34,2831,2020
MO,other_noninstitutional,35_44,3542,2020
MO,other_noninstitutional,45_54,2889,2020
MO,other_noninstitutional,55_64,4097,2020
MO,other_noninstitutional,65p,3156,2020
MO,other_noninstitutional,u18,673,2020
MS,dorm_student,18_25,24497,2020
MS,institutional,18_25,4526,2020
MS,institutional,26_34,10162,2020
MS,institutional,35_44,11831,2020
MS,institutional,45_54,6851,2020
MS,institutional,55_64,3737,2020
MS,institutional,65p,15718,2020
MS,institutional,u18,2036,2020
MS,other_noninstitutional,18_25,3703,2020
MS,other_noninstitutional,26_34,1297,2020
MS,other_noninstitutional,35_44,179,2020
MS,other_noninstitutional,45_54,804,2020
MS,other_noninstitutional,55_64,1217,2020
MS,other_noninstitutional,65p,4002,2020
MS,other_noninstitutional,u18,97,2020
MT,dorm_student,18_25,8657,2020
MT,institutional,18_25,518,2020
MT,institutional,26_34,2073,2020
MT,institutional,35_44,1818,2020
MT,institutional,45_54,665,2020
MT,institutional,55_64,1798,2020
MT,institutional,65p,4123,2020
MT,institutional,u18,1028,2020
MT,other_noninstitutional,18_25,1340,2020
MT,other_noninstitutional,26_34,1688,2020
MT,other_noninstitutional,35_44,928,2020
MT,other_noninstitutional,45_54,1512,2020
MT,other_noninstitutional,55_64,1470,2020
MT,other_noninstitutional,65p,1077,2020
MT,other_noninstitutional,u18,205,2020
NC,dorm_student,18_25,108015,2020
NC,institutional,18_25,8851,2020
NC,institutional,26_34,14247,2020
NC,institutional,35_44,16145,2020
NC,institutional,45_54,12255,2020
NC,institutional,55_64,11869,2020
NC,institutional,65p,38201,2020
NC,institutional,u18,3394,2020
NC,other_noninstitutional,18_25,36730,2020
NC,other_noninstitutional,26_34,6161,2020
NC,other_noninstitutional,35_44,4820,2020
NC,other_noninstitutional,45_54,5178,2020
NC,other_noninstitutional,55_64,6182,2020
NC,other_noninstitutional,65p,5450,2020
NC,other_noninstitutional,u18,1838,2020
ND,dorm_student,18_25,9840,2020
ND,institutional,18_25,504,2020
ND,institutional,26_34,1025,2020
ND,institutional,35_44,784,2020
ND,institutional,45_54,955,2020
ND,institutional,55_64,133,2020
ND,institutional,65p,5834,2020
ND,institutional,u18,317,2020
ND,other_noninstitutional,18_25,3440,2020
ND,other_noninstitutional,26_34,497,2020
ND,other_noninstitutional,35_44,826,2020
ND,other_noninstitutional,45_54,232,2020
ND,other_noninstitutional,55_64,150,2020
ND,other_noninstitutional,u18,97,2020
NE,dorm_student,18_25,21806,2020
NE,institutional,18_25,1560,2020
NE,institutional,26_34,3400,2020
NE,institutional,35_44,3269,2020
NE,institutional,45_54,2012,2020
NE,institutional,55_64,2805,2020
NE,institutional,65p,8522,2020
NE,institutional,u18,1133,2020
NE,other_noninstitutional,18_25,1080,2020
NE,other_noninstitutional,26_34,1254,2020
NE,other_noninstitutional,35_44,741,2020
NE,other_noninstitutional,45_54,888,2020
NE,other_noninstitutional,55_64,634,2020
NE,other_noninstitutional,65p,935,2020
NH,dorm_student,18_25,22097,2020
NH,institutional,18_25,503,2020
NH,institutional,26_34,1879,2020
NH,institutional,35_44,1390,2020
NH,institutional,45_54,747,2020
NH,institutional,55_64,993,2020
NH,institutional,65p,8218,2020
NH,institutional,u18,267,2020
NH,other_noninstitutional,18_25,858,2020
NH,other_noninstitutional,26_34,1165,2020
NH,other_noninstitutional,35_44,590,2020
NH,other_noninstitutional,45_54,1071,2020
NH,other_noninstitutional,55_64,399,2020
NH,other_noninstitutional,65p,161,2020
NH,other_noninstitutional,u18,125,2020
NJ,dorm_student,18_25,55679,2020
NJ,institutional,18_25,9491,2020
NJ,institutional,26_34,12629,2020
NJ,institutional,35_44,10904,2020
NJ,institutional,45_54,8841,2020
NJ,institutional,55_64,8587,2020
NJ,institutional,65p,36890,2020
NJ,institutional,u18,4686,2020
NJ,other_noninstitutional,18_25,2134,2020
NJ,other_noninstitutional,26_34,2905,2020
NJ,other_noninstitutional,35_44,4240,2020
NJ,other_noninstitutional,45_54,5630,2020
NJ,other_noninstitutional,55_64,6736,2020
NJ,other_noninstitutional,65p,7850,2020
NJ,other_noninstitutional,u18,2799,2020
NM,dorm_student,18_25,8660,2020
NM,institutional,18_25,2203,2020
NM,institutional,26_34,7549,2020
NM,institutional,35_44,5547,2020
NM,institutional,45_54,2370,2020
NM,institutional,55_64,1758,2020
NM,institutional,65p,4880,2020
NM,institutional,u18,997,2020
NM,other_noninstitutional,18_25,1948,2020
NM,other_noninstitutional,26_34,1068,2020
NM,other_noninstitutional,35_44,1256,2020
NM,other_noninstitutional,45_54,2220,2020
NM,other_noninstitutional,55_64,974,2020
NM,other_noninstitutional,65p,1129,2020
NM,other_noninstitutional,u18,408,2020
NV,dorm_student,18_25,4911,2020
NV,institutional,18_25,1548,2020
NV,institutional,26_34,5848,2020
NV,institutional,35_44,6317,2020
NV,institutional,45_54,3428,2020
NV,institutional,55_64,4386,2020
NV,institutional,65p,3582,2020
NV,institutional,u18,914,2020
NV,other_noninstitutional,18_25,1375,2020
NV,other_noninstitutional,26_34,599,2020
NV,other_noninstitutional,35_44,488,2020
NV,other_noninstitutional,45_54,918,2020
NV,other_noninstitutional,55_64,696,2020
NV,other_noninstitutional,65p,575,2020
NV,other_noninstitutional,u18,738,2020
NY,dorm_student,18_25,218229,2020
NY,institutional,18_25,16047,2020
NY,institutional,26_34,23592,2020
NY,institutional,35_44,27213,2020
NY,institutional,45_54,19037,2020
NY,institutional,55_64,19543,2020
NY,institutional,65p,97285,2020
NY,institutional,u18,6987,2020
NY,other_noninstitutional,18_25,17059,2020
NY,other_noninstitutional,26_34,27593,2020
NY,other_noninstitutional,35_44,22629,2020
NY,other_noninstitutional,45_54,25855,2020
NY,other_noninstitutional,55_64,19669,2020
NY,other_noninstitutional,65p,17074,2020
NY,other_noninstitutional,u18,6380,2020
OH,dorm_student,18_25,113487,2020
OH,institutional,18_25,9334,2020
OH,institutional,26_34,25479,2020
OH,institutional,35_44,20174,2020
OH,institutional,45_54,15877,2020
OH,institutional,55_64,16050,2020
OH,institutional,65p,69595,2020
OH,institutional,u18,4396,2020
OH,other_noninstitutional,18_25,2605,2020
OH,other_noninstitutional,26_34,7208,2020
OH,other_noninstitutional,35_44,4250,2020
OH,other_noninstitutional,45_54,7793,2020
OH,other_noninstitutional,55_64,4719,2020
OH,other_noninstitutional,65p,7819,2020
OH,other_noninstitutional,u18,931,2020
OK,dorm_student,18_25,29038,2020
OK,institutional,18_25,4529,2020
OK,institutional,26_34,12052,2020
OK,institutional,35_44,12554,2020
OK,institutional,45_54,6182,2020
OK,institutional,55_64,8357,2020
OK,institutional,65p,16982,2020
OK,institutional,u18,1546,2020
OK,other_noninstitutional,18_25,8008,2020
OK,other_noninstitutional,26_34,4915,2020
OK,other_noninstitutional,35_44,1150,2020
OK,other_noninstitutional,45_54,1329,2020
OK,other_noninstitutional,55_64,1232,2020
OK,other_noninstitutional,65p,1296,2020
OK,other_noninstitutional,u18,641,2020
OR,dorm_student,18_25,23630,2020
OR,institutional,18_25,2555,2020
OR,institutional,26_34,7923,2020
OR,institutional,35_44,6161,2020
OR,institutional,45_54,4747,2020
OR,institutional,55_64,3648,2020
OR,institutional,65p,10251,2020
OR,institutional,u18,1848,2020
OR,other_noninstitutional,18_25,2379,2020
OR,other_noninstitutional,26_34,4099,2020
OR,other_noninstitutional,35_44,2122,2020
OR,other_noninstitutional,45_54,6333,2020
OR,other_noninstitutional,55_64,3607,2020
OR,other_noninstitutional,65p,8432,2020
OR,other_noninstitutional,u18,914,2020
PA,dorm_student,18_25,167450,2020
PA,institutional,18_25,12106,2020
PA,institutional,26_34,27944,2020
PA,institutional,35_44,28022,2020
PA,institutional,45_54,19677,2020
PA,institutional,55_64,21950,2020
PA,institutional,65p,78177,2020
PA,institutional,u18,6574,2020
PA,other_noninstitutional,18_25,1931,2020
PA,other_noninstitutional,26_34,9169,2020
PA,other_noninstitutional,35_44,7460,2020
PA,other_noninstitutional,45_54,11510,2020
PA,other_noninstitutional,55_64,12306,2020
PA,other_noninstitutional,65p,7755,2020
PA,other_noninstitutional,u18,3313,2020
RI,dorm_student,18_25,23729,2020
RI,institutional,18_25,549,2020
RI,institutional,26_34,480,2020
RI,institutional,35_44,1267,2020
RI,institutional,45_54,1029,2020
RI,institutional,55_64,1176,2020
RI,institutional,65p,6829,2020
RI,institutional,u18,374,2020
RI,other_noninstitutional,18_25,1349,2020
RI,other_noninstitutional,26_34,1156,2020
RI,other_noninstitutional,35_44,891,2020
RI,other_noninstitutional,45_54,877,2020
RI,other_noninstitutional,55_64,807,2020
RI,other_noninstitutional,65p,611,2020
RI,other_noninstitutional,u18,43,2020
SC,dorm_student,18_25,47107,2020
SC,institutional,18_25,2995,2020
SC,institutional,26_34,8440,2020
SC,institutional,35_44,11375,2020
SC,institutional,45_54,6850,2020
SC,institutional,55_64,5562,2020
SC,institutional,65p,17386,2020
SC,institutional,u18,2395,2020
SC,other_noninstitutional,18_25,15648,2020
SC,other_noninstitutional,26_34,4446,2020
SC,other_noninstitutional,35_44,2665,2020
SC,other_noninstitutional,45_54,1082,2020
SC,other_noninstitutional,55_64,3151,2020
SC,other_noninstitutional,65p,929,2020
SC,other_noninstitutional,u18,626,2020
SD,dorm_student,18_25,11384,2020
SD,institutional,18_25,1071,2020
SD,institutional,26_34,2112,2020
SD,institutional,35_44,1833,2020
SD,institutional,45_54,823,2020
SD,institutional,55_64,917,2020
SD,institutional,65p,6658,2020
SD,institutional,u18,1269,2020
SD,other_noninstitutional,18_25,277,2020
SD,other_noninstitutional,26_34,911,2020
SD,other_noninstitutional,35_44,3400,2020
SD,other_noninstitutional,45_54,480,2020
SD,other_noninstitutional,55_64,388,2020
SD,other_noninstitutional,65p,2520,2020
TN,dorm_student,18_25,51777,2020
TN,institutional,18_25,8298,2020
TN,institutional,26_34,17309,2020
TN,institutional,35_44,16019,2020
TN,institutional,45_54,10079,2020
TN,institutional,55_64,7644,2020
TN,institutional,65p,26299,2020
TN,institutional,u18,2768,2020
TN,other_noninstitutional,18_25,3110,2020
TN,other_noninstitutional,26_34,1798,2020
TN,other_noninstitutional,35_44,1344,2020
TN,other_noninstitutional,45_54,1897,2020
TN,other_noninstitutional,55_64,4081,2020
TN,other_noninstitutional,65p,3381,2020
TN,other_noninstitutional,u18,1006,2020
TX,dorm_student,18_25,140314,2020
TX,institutional,18_25,40260,2020
TX,institutional,26_34,68277,2020
TX,institutional,35_44,78125,2020
TX,institutional,45_54,50358,2020
TX,institutional,55_64,36739,2020
TX,institutional,65p,74238,2020
TX,institutional,u18,9329,2020
TX,other_noninstitutional,18_25,36863,2020
TX,other_noninstitutional,26_34,16028,2020
TX,other_noninstitutional,35_44,13780,2020
TX,other_noninstitutional,45_54,5342,2020
TX,other_noninstitutional,55_64,7703,2020
TX,other_noninstitutional,65p,8244,2020
TX,other_noninstitutional,u18,5086,2020
UT,dorm_student,18_25,16888,2020
UT,institutional,18_25,1555,2020
UT,institutional,26_34,3739,2020
UT,institutional,35_44,4245,2020
UT,institutional,45_54,4073,2020
UT,institutional,55_64,2677,2020
UT,institutional,65p,3143,2020
UT,institutional,u18,2525,2020
UT,other_noninstitutional,18_25,2421,2020
UT,other_noninstitutional,26_34,3614,2020
UT,other_noninstitutional,35_44,1151,2020
UT,other_noninstitutional,45_54,560,2020
UT,other_noninstitutional,55_64,541,2020
UT,other_noninstitutional,65p,896,2020
UT,other_noninstitutional,u18,641,2020
VA,dorm_student,18_25,88304,2020
VA,institutional,18_25,5963,2020
VA,institutional,26_34,21196,2020
VA,institutional,35_44,21470,2020
VA,institutional,45_54,9683,2020
VA,institutional,55_64,9204,2020
VA,institutional,65p,27479,2020
VA,institutional,u18,3083,2020
VA,other_noninstitutional,18_25,35496,2020
VA,other_noninstitutional,26_34,6331,2020
VA,other_noninstitutional,35_44,3069,2020
VA,other_noninstitutional,45_54,2853,2020
VA,other_noninstitutional,55_64,4433,2020
VA,other_noninstitutional,65p,5582,2020
VA,other_noninstitutional,u18,1247,2020
VT,dorm_student,18_25,16875,2020
VT,institutional,18_25,73,2020
VT,institutional,26_34,560,2020
VT,institutional,35_44,205,2020
VT,institutional,45_54,665,2020
VT,institutional,55_64,450,2020
VT,institutional,65p,2994,2020
VT,institutional,u18,328,2020
VT,other_noninstitutional,18_25,1184,2020
VT,other_noninstitutional,26_34,717,2020
VT,other_noninstitutional,35_44,471,2020
VT,other_noninstitutional,45_54,126,2020
VT,other_noninstitutional,55_64,297,2020
VT,other_noninstitutional,65p,237,2020
VT,other_noninstitutional,u18,509,2020
WA,dorm_student,18_25,39854,2020
WA,institutional,18_25,4343,2020
WA,institutional,26_34,11623,2020
WA,institutional,35_44,7112,2020
WA,institutional,45_54,6504,2020
WA,institutional,55_64,6101,2020
WA,institutional,65p,20241,2020
WA,institutional,u18,1463,2020
WA,other_noninstitutional,18_25,17176,2020
WA,other_noninstitutional,26_34,4140,2020
WA,other_noninstitutional,35_44,6284,2020
WA,other_noninstitutional,45_54,4197,2020
WA,other_noninstitutional,55_64,7127,2020
WA,other_noninstitutional,65p,12287,2020
WA,other_noninstitutional,u18,350,2020
WI,dorm_student,18_25,55860,2020
WI,institutional,18_25,6699,2020
WI,institutional,26_34,9151,2020
WI,institutional,35_44,11562,2020
WI,institutional,45_54,5793,2020
WI,institutional,55_64,5973,2020
WI,institutional,65p,25441,2020
WI,institutional,u18,1573,2020
WI,other_noninstitutional,18_25,1018,2020
WI,other_noninstitutional,26_34,2239,2020
WI,other_noninstitutional,35_44,1548,2020
WI,other_noninstitutional,45_54,4188,2020
WI,other_noninstitutional,55_64,3725,2020
WI,other_noninstitutional,65p,7020,2020
WI,other_noninstitutional,u18,514,2020
WV,dorm_student,18_25,15723,2020
WV,institutional,18_25,2227,2020
