state,age_band,income_tier,n_units,n_adults,year
GA,65_74,10_25k,51328,70598,2019
GA,75p,neg_zero,19258,20772,2019
GA,75p,1_10k,52995,54628,2019
GA,75p,10_25k,43293,59676,2019
HI,18_25,neg_zero,28071,28155,2019
HI,18_25,1_10k,24575,24863,2019
HI,18_25,10_25k,8302,8832,2019
HI,26_34,neg_zero,9798,10021,2019
HI,26_34,1_10k,14796,15156,2019
HI,26_34,10_25k,5072,5744,2019
HI,35_44,neg_zero,8141,8141,2019
HI,35_44,1_10k,8199,8199,2019
HI,35_44,10_25k,4643,6849,2019
HI,45_54,neg_zero,6532,6716,2019
HI,45_54,1_10k,6859,7178,2019
HI,45_54,10_25k,4703,6181,2019
HI,55_64,neg_zero,5861,6231,2019
HI,55_64,1_10k,10584,11792,2019
HI,55_64,10_25k,6026,9382,2019
HI,65_74,neg_zero,3394,3785,2019
HI,65_74,1_10k,9470,10081,2019
HI,65_74,10_25k,7762,11318,2019
HI,75p,neg_zero,3702,3845,2019
HI,75p,1_10k,10815,11281,2019
HI,75p,10_25k,7400,10290,2019
IA,18_25,neg_zero,49918,49918,2019
IA,18_25,1_10k,71843,72070,2019
IA,18_25,10_25k,25603,27034,2019
IA,26_34,neg_zero,14389,14422,2019
IA,26_34,1_10k,22203,22370,2019
IA,26_34,10_25k,20578,24187,2019
IA,35_44,neg_zero,8284,8324,2019
IA,35_44,1_10k,15499,15602,2019
IA,35_44,10_25k,12364,14754,2019
IA,45_54,neg_zero,6333,6517,2019
IA,45_54,1_10k,16777,17437,2019
IA,45_54,10_25k,9661,12032,2019
IA,55_64,neg_zero,7978,8731,2019
IA,55_64,1_10k,18374,19434,2019
IA,55_64,10_25k,14399,20597,2019
IA,65_74,neg_zero,2869,3820,2019
IA,65_74,1_10k,12356,13105,2019
IA,65_74,10_25k,13033,18582,2019
IA,75p,neg_zero,4657,4955,2019
IA,75p,1_10k,16874,17900,2019
IA,75p,10_25k,13305,18679,2019
ID,18_25,neg_zero,29149,29795,2019
ID,18_25,1_10k,43896,44482,2019
ID,18_25,10_25k,17538,21119,2019
ID,26_34,neg_zero,6879,6938,2019
ID,26_34,1_10k,14651,15215,2019
ID,26_34,10_25k,10701,14652,2019
ID,35_44,neg_zero,5532,5532,2019
ID,35_44,1_10k,12873,13641,2019
ID,35_44,10_25k,5936,8112,2019
ID,45_54,neg_zero,3359,3483,2019
ID,45_54,1_10k,9614,9992,2019
ID,45_54,10_25k,5201,6762,2019
ID,55_64,neg_zero,5670,5705,2019
ID,55_64,1_10k,10596,11971,2019
ID,55_64,10_25k,9127,12661,2019
ID,65_74,neg_zero,1569,1996,2019
ID,65_74,1_10k,6895,7512,2019
ID,65_74,10_25k,6582,9867,2019
ID,75p,neg_zero,1375,1428,2019
ID,75p,1_10k,6510,6757,2019
ID,75p,10_25k,5774,8259,2019
IL,18_25,neg_zero,262583,262636,2019
IL,18_25,1_10k,302827,303945,2019
IL,18_25,10_25k,91861,96133,2019
IL,26_34,neg_zero,90853,91605,2019
IL,26_34,1_10k,106777,109106,2019
IL,26_34,10_25k,73418,84824,2019
IL,35_44,neg_zero,66387,67115,2019
IL,35_44,1_10k,69467,72101,2019
IL,35_44,10_25k,61343,76016,2019
IL,45_54,neg_zero,62107,64410,2019
IL,45_54,1_10k,72645,76970,2019
IL,45_54,10_25k,48200,62145,2019
IL,55_64,neg_zero,58700,61779,2019
IL,55_64,1_10k,106080,112024,2019
IL,55_64,10_25k,51652,71152,2019
IL,65_74,neg_zero,19981,22453,2019
IL,65_74,1_10k,67601,75407,2019
IL,65_74,10_25k,51125,71600,2019
IL,75p,neg_zero,23935,26424,2019
IL,75p,1_10k,71781,74969,2019
IL,75p,10_25k,47285,63072,2019
IN,18_25,neg_zero,147306,147306,2019
IN,18_25,1_10k,171853,172119,2019
IN,18_25,10_25k,48837,51290,2019
IN,26_34,neg_zero,43206,43424,2019
IN,26_34,1_10k,64615,66795,2019
IN,26_34,10_25k,36873,43493,2019
IN,35_44,neg_zero,34944,35268,2019
IN,35_44,1_10k,45739,49014,2019
IN,35_44,10_25k,29470,35714,2019
IN,45_54,neg_zero,27421,28272,2019
IN,45_54,1_10k,43883,46297,2019
IN,45_54,10_25k,23682,31305,2019
IN,55_64,neg_zero,25273,26525,2019
IN,55_64,1_10k,52491,55641,2019
IN,55_64,10_25k,33063,45016,2019
IN,65_74,neg_zero,7984,8428,2019
IN,65_74,1_10k,30183,32613,2019
IN,65_74,10_25k,23198,33572,2019
IN,75p,neg_zero,11573,12034,2019
IN,75p,1_10k,26171,27028,2019
IN,75p,10_25k,24536,32926,2019
KS,18_25,neg_zero,51604,51822,2019
KS,18_25,1_10k,73962,74449,2019
KS,18_25,10_25k,27619,29724,2019
KS,26_34,neg_zero,13753,13881,2019
KS,26_34,1_10k,18691,20362,2019
KS,26_34,10_25k,15081,18169,2019
KS,35_44,neg_zero,9348,9403,2019
KS,35_44,1_10k,16998,17886,2019
KS,35_44,10_25k,12177,14712,2019
KS,45_54,neg_zero,6986,7253,2019
KS,45_54,1_10k,12040,12626,2019
KS,45_54,10_25k,11245,14394,2019
KS,55_64,neg_zero,7260,7590,2019
KS,55_64,1_10k,16910,17766,2019
KS,55_64,10_25k,14520,19739,2019
KS,65_74,neg_zero,2571,2827,2019
KS,65_74,1_10k,9813,10615,2019
KS,65_74,10_25k,8343,11729,2019
KS,75p,neg_zero,3675,4478,2019
KS,75p,1_10k,13518,13768,2019
KS,75p,10_25k,10358,13503,2019
KY,18_25,neg_zero,125319,125319,2019
KY,18_25,1_10k,113634,115243,2019
KY,18_25,10_25k,36690,39632,2019
KY,26_34,neg_zero,35415,36244,2019
KY,26_34,1_10k,43971,46760,2019
KY,26_34,10_25k,25344,31211,2019
KY,35_44,neg_zero,28823,29810,2019
KY,35_44,1_10k,34448,36992,2019
KY,35_44,10_25k,27911,34710,2019
KY,45_54,neg_zero,27816,28330,2019
KY,45_54,1_10k,36548,39445,2019
KY,45_54,10_25k,20471,27281,2019
KY,55_64,neg_zero,16004,16877,2019
KY,55_64,1_10k,51955,55034,2019
KY,55_64,10_25k,29286,44274,2019
KY,65_74,neg_zero,3960,4482,2019
KY,65_74,1_10k,32081,34113,2019
KY,65_74,10_25k,28655,40973,2019
KY,75p,neg_zero,5949,6354,2019
KY,75p,1_10k,31213,32955,2019
KY,75p,10_25k,23806,30888,2019
LA,18_25,neg_zero,153928,154040,2019
LA,18_25,1_10k,119888,120397,2019
LA,18_25,10_25k,41101,42659,2019
LA,26_34,neg_zero,57287,57802,2019
LA,26_34,1_10k,62543,63971,2019
LA,26_34,10_25k,43550,50152,2019
LA,35_44,neg_zero,47624,47779,2019
LA,35_44,1_10k,48174,50026,2019
LA,35_44,10_25k,31892,38978,2019
LA,45_54,neg_zero,35186,35818,2019
LA,45_54,1_10k,41864,43573,2019
LA,45_54,10_25k,25518,30955,2019
LA,55_64,neg_zero,29215,30523,2019
LA,55_64,1_10k,68336,71117,2019
LA,55_64,10_25k,30741,44061,2019
LA,65_74,neg_zero,7363,8175,2019
LA,65_74,1_10k,39597,41268,2019
LA,65_74,10_25k,28524,43006,2019
LA,75p,neg_zero,7070,7545,2019
LA,75p,1_10k,31821,33553,2019
LA,75p,10_25k,25910,35058,2019
MA,18_25,neg_zero,107516,107516,2019
MA,18_25,1_10k,164968,165247,2019
MA,18_25,10_25k,46258,48309,2019
MA,26_34,neg_zero,36018,37090,2019
MA,26_34,1_10k,55018,55472,2019
MA,26_34,10_25k,29725,33137,2019
MA,35_44,neg_zero,23265,23540,2019
MA,35_44,1_10k,34146,35660,2019
MA,35_44,10_25k,27946,32671,2019
MA,45_54,neg_zero,20819,21222,2019
MA,45_54,1_10k,39561,41602,2019
MA,45_54,10_25k,24418,29761,2019
MA,55_64,neg_zero,22189,23800,2019
MA,55_64,1_10k,42499,45649,2019
MA,55_64,10_25k,31427,39282,2019
MA,65_74,neg_zero,12236,14182,2019
MA,65_74,1_10k,42429,45458,2019
MA,65_74,10_25k,28879,39520,2019
MA,75p,neg_zero,14930,16963,2019
MA,75p,1_10k,43509,45824,2019
MA,75p,10_25k,29663,38832,2019
MD,18_25,neg_zero,120245,120245,2019
MD,18_25,1_10k,143168,143443,2019
MD,18_25,10_25k,38259,38614,2019
MD,26_34,neg_zero,43837,44427,2019
MD,26_34,1_10k,60513,61540,2019
MD,26_34,10_25k,30932,35396,2019
MD,35_44,neg_zero,25668,26641,2019
MD,35_44,1_10k,33575,34690,2019
MD,35_44,10_25k,22725,28404,2019
MD,45_54,neg_zero,22873,23938,2019
MD,45_54,1_10k,37176,39425,2019
MD,45_54,10_25k,17806,22603,2019
MD,55_64,neg_zero,26344,26991,2019
MD,55_64,1_10k,43656,45989,2019
MD,55_64,10_25k,22136,28732,2019
MD,65_74,neg_zero,13022,14973,2019
MD,65_74,1_10k,33953,35584,2019
MD,65_74,10_25k,19065,27722,2019
MD,75p,neg_zero,12660,13557,2019
MD,75p,1_10k,32014,33354,2019
MD,75p,10_25k,19378,27376,2019
ME,18_25,neg_zero,13935,13935,2019
ME,18_25,1_10k,30742,30854,2019
ME,18_25,10_25k,6834,7077,2019
ME,26_34,neg_zero,4775,4897,2019
ME,26_34,1_10k,13240,13240,2019
ME,26_34,10_25k,6621,7306,2019
ME,35_44,neg_zero,2121,2138,2019
ME,35_44,1_10k,9803,10141,2019
ME,35_44,10_25k,5682,6662,2019
ME,45_54,neg_zero,2994,3146,2019
ME,45_54,1_10k,11840,12637,2019
ME,45_54,10_25k,5749,7323,2019
ME,55_64,neg_zero,3383,3588,2019
ME,55_64,1_10k,11424,12167,2019
ME,55_64,10_25k,8272,12566,2019
ME,65_74,neg_zero,1220,1220,2019
ME,65_74,1_10k,5696,5844,2019
ME,65_74,10_25k,8029,10876,2019
ME,75p,neg_zero,1707,1707,2019
ME,75p,1_10k,7199,7484,2019
ME,75p,10_25k,6789,8953,2019
MI,18_25,neg_zero,169465,170050,2019
MI,18_25,1_10k,282116,282402,2019
MI,18_25,10_25k,87372,90192,2019
MI,26_34,neg_zero,62476,62533,2019
MI,26_34,1_10k,103547,106509,2019
MI,26_34,10_25k,61853,71891,2019
MI,35_44,neg_zero,49827,50256,2019
MI,35_44,1_10k,67803,72052,2019
MI,35_44,10_25k,45997,56199,2019
MI,45_54,neg_zero,43616,45002,2019
MI,45_54,1_10k,74188,77930,2019
MI,45_54,10_25k,43436,58181,2019
MI,55_64,neg_zero,39765,41179,2019
MI,55_64,1_10k,88170,95216,2019
MI,55_64,10_25k,57320,78383,2019
MI,65_74,neg_zero,12934,14822,2019
MI,65_74,1_10k,61957,65699,2019
MI,65_74,10_25k,41838,60487,2019
MI,75p,neg_zero,13765,14446,2019
MI,75p,1_10k,46706,49534,2019
MI,75p,10_25k,35810,47369,2019
MN,18_25,neg_zero,67827,67827,2019
MN,18_25,1_10k,123638,124042,2019
MN,18_25,10_25k,40423,41750,2019
MN,26_34,neg_zero,17801,17801,2019
MN,26_34,1_10k,38612,39808,2019
MN,26_34,10_25k,27808,31075,2019
MN,35_44,neg_zero,12168,12379,2019
MN,35_44,1_10k,23926,24824,2019
MN,35_44,10_25k,19230,21598,2019
MN,45_54,neg_zero,11753,12456,2019
MN,45_54,1_10k,24169,25330,2019
MN,45_54,10_25k,10369,13039,2019
MN,55_64,neg_zero,9957,10341,2019
MN,55_64,1_10k,30730,31761,2019
MN,55_64,10_25k,19067,25731,2019
MN,65_74,neg_zero,6929,8928,2019
MN,65_74,1_10k,21116,23520,2019
MN,65_74,10_25k,18887,26845,2019
MN,75p,neg_zero,6274,7066,2019
MN,75p,1_10k,22050,22556,2019
MN,75p,10_25k,23860,31735,2019
MO,18_25,neg_zero,126854,127015,2019
MO,18_25,1_10k,161462,161768,2019
MO,18_25,10_25k,45846,48767,2019
MO,26_34,neg_zero,43695,44499,2019
MO,26_34,1_10k,53834,55274,2019
MO,26_34,10_25k,39236,47462,2019
MO,35_44,neg_zero,30037,30520,2019
MO,35_44,1_10k,42314,43629,2019
MO,35_44,10_25k,32676,40354,2019
MO,45_54,neg_zero,20819,21155,2019
MO,45_54,1_10k,43274,45313,2019
MO,45_54,10_25k,20857,27373,2019
MO,55_64,neg_zero,25623,27398,2019
MO,55_64,1_10k,53529,58745,2019
MO,55_64,10_25k,32189,45553,2019
MO,65_74,neg_zero,8540,9379,2019
MO,65_74,1_10k,35823,38040,2019
MO,65_74,10_25k,28503,41320,2019
MO,75p,neg_zero,13785,14161,2019
MO,75p,1_10k,31994,33983,2019
MO,75p,10_25k,27305,36595,2019
MS,18_25,neg_zero,110834,111056,2019
MS,18_25,1_10k,88617,89209,2019
MS,18_25,10_25k,22854,24030,2019
MS,26_34,neg_zero,33449,33861,2019
MS,26_34,1_10k,36043,37702,2019
MS,26_34,10_25k,22277,25190,2019
MS,35_44,neg_zero,27355,27580,2019
MS,35_44,1_10k,30984,32273,2019
MS,35_44,10_25k,27244,31797,2019
MS,45_54,neg_zero,21184,21655,2019
MS,45_54,1_10k,32118,33150,2019
MS,45_54,10_25k,15368,21318,2019
MS,55_64,neg_zero,16323,16797,2019
MS,55_64,1_10k,37665,39483,2019
MS,55_64,10_25k,22999,33109,2019
MS,65_74,neg_zero,3712,4034,2019
MS,65_74,1_10k,21225,23286,2019
MS,65_74,10_25k,21439,30278,2019
MS,75p,neg_zero,3112,3672,2019
MS,75p,1_10k,22512,23078,2019
MS,75p,10_25k,17422,25168,2019
MT,18_25,neg_zero,22497,22497,2019
MT,18_25,1_10k,27946,28005,2019
MT,18_25,10_25k,10525,11420,2019
MT,26_34,neg_zero,3539,3539,2019
MT,26_34,1_10k,10118,10453,2019
MT,26_34,10_25k,7694,9747,2019
MT,35_44,neg_zero,3373,3488,2019
MT,35_44,1_10k,4917,5120,2019
MT,35_44,10_25k,5559,6777,2019
MT,45_54,neg_zero,3056,3128,2019
MT,45_54,1_10k,5023,5114,2019
MT,45_54,10_25k,3423,4995,2019
MT,55_64,neg_zero,4091,4102,2019
MT,55_64,1_10k,8827,9899,2019
MT,55_64,10_25k,6861,9425,2019
MT,65_74,neg_zero,830,878,2019
MT,65_74,1_10k,5588,6156,2019
MT,65_74,10_25k,5885,8211,2019
MT,75p,neg_zero,1024,1093,2019
MT,75p,1_10k,5960,5983,2019
MT,75p,10_25k,6588,9158,2019
NC,18_25,neg_zero,237504,237680,2019
NC,18_25,1_10k,257573,258814,2019
NC,18_25,10_25k,76316,80711,2019
NC,26_34,neg_zero,69174,69508,2019
NC,26_34,1_10k,109693,112425,2019
NC,26_34,10_25k,64439,75124,2019
NC,35_44,neg_zero,54755,56761,2019
NC,35_44,1_10k,76344,80479,2019
NC,35_44,10_25k,58974,71002,2019
NC,45_54,neg_zero,46165,47792,2019
NC,45_54,1_10k,70546,74607,2019
NC,45_54,10_25k,42705,55437,2019
NC,55_64,neg_zero,40175,41581,2019
NC,55_64,1_10k,95375,101695,2019
NC,55_64,10_25k,57009,80463,2019
NC,65_74,neg_zero,13938,15295,2019
NC,65_74,1_10k,54884,59175,2019
NC,65_74,10_25k,60379,87613,2019
NC,75p,neg_zero,18147,19439,2019
NC,75p,1_10k,53224,56870,2019
NC,75p,10_25k,53074,72885,2019
ND,18_25,neg_zero,7794,7794,2019
ND,18_25,1_10k,20342,20342,2019
ND,18_25,10_25k,8492,8987,2019
ND,26_34,neg_zero,3048,3067,2019
ND,26_34,1_10k,4493,4617,2019
ND,26_34,10_25k,4296,4953,2019
ND,35_44,neg_zero,1500,1512,2019
ND,35_44,1_10k,4749,4749,2019
ND,35_44,10_25k,3531,5224,2019
ND,45_54,neg_zero,1255,1287,2019
ND,45_54,1_10k,3542,3814,2019
ND,45_54,10_25k,1900,2215,2019
ND,55_64,neg_zero,1302,1351,2019
ND,55_64,1_10k,2320,2452,2019
ND,55_64,10_25k,2128,3268,2019
ND,65_74,neg_zero,1484,1515,2019
ND,65_74,1_10k,2213,2309,2019
ND,65_74,10_25k,1969,2715,2019
ND,75p,neg_zero,898,918,2019
ND,75p,1_10k,3603,3673,2019
ND,75p,10_25k,2717,4306,2019
NE,18_25,neg_zero,29009,29009,2019
NE,18_25,1_10k,48521,48535,2019
NE,18_25,10_25k,16106,17003,2019
NE,26_34,neg_zero,6279,6279,2019
NE,26_34,1_10k,12834,13778,2019
NE,26_34,10_25k,6038,7022,2019
NE,35_44,neg_zero,5635,5719,2019
NE,35_44,1_10k,9038,9293,2019
NE,35_44,10_25k,6053,8126,2019
NE,45_54,neg_zero,4428,4428,2019
NE,45_54,1_10k,9047,9274,2019
NE,45_54,10_25k,4444,6009,2019
NE,55_64,neg_zero,3129,3147,2019
NE,55_64,1_10k,10613,11164,2019
NE,55_64,10_25k,7286,10101,2019
NE,65_74,neg_zero,1333,1776,2019
NE,65_74,1_10k,8130,8961,2019
NE,65_74,10_25k,8153,12301,2019
NE,75p,neg_zero,2202,2384,2019
NE,75p,1_10k,7262,7502,2019
NE,75p,10_25k,9289,13283,2019
NH,18_25,neg_zero,19362,19362,2019
NH,18_25,1_10k,26347,26347,2019
NH,18_25,10_25k,5930,6138,2019
NH,26_34,neg_zero,4818,4898,2019
NH,26_34,1_10k,9419,9447,2019
NH,26_34,10_25k,6278,7316,2019
NH,35_44,neg_zero,5893,6339,2019
NH,35_44,1_10k,8085,8643,2019
NH,35_44,10_25k,3888,4643,2019
NH,45_54,neg_zero,4979,5034,2019
NH,45_54,1_10k,4582,4683,2019
NH,45_54,10_25k,3396,4709,2019
NH,55_64,neg_zero,3498,3903,2019
NH,55_64,1_10k,8298,8921,2019
NH,55_64,10_25k,6057,8202,2019
NH,65_74,neg_zero,1101,1101,2019
NH,65_74,1_10k,4118,4409,2019
NH,65_74,10_25k,4852,6621,2019
NH,75p,neg_zero,1249,1249,2019
NH,75p,1_10k,5731,5848,2019
NH,75p,10_25k,6660,8450,2019
NJ,18_25,neg_zero,189125,189590,2019
NJ,18_25,1_10k,210292,211147,2019
NJ,18_25,10_25k,53642,54957,2019
NJ,26_34,neg_zero,58665,58665,2019
NJ,26_34,1_10k,67816,69067,2019
NJ,26_34,10_25k,37436,42725,2019
