state,age_band,income_tier,n_units,n_adults,year
AK,18_25,neg_zero,11353,11353,2019
AK,18_25,1_10k,20912,20912,2019
AK,18_25,10_25k,3258,3992,2019
AK,26_34,neg_zero,1467,1467,2019
AK,26_34,1_10k,8774,8909,2019
AK,26_34,10_25k,1210,1632,2019
AK,35_44,neg_zero,1330,1330,2019
AK,35_44,1_10k,7019,7050,2019
AK,35_44,10_25k,2264,3011,2019
AK,45_54,neg_zero,2840,3381,2019
AK,45_54,1_10k,5104,5402,2019
AK,45_54,10_25k,1193,1684,2019
AK,55_64,neg_zero,602,602,2019
AK,55_64,1_10k,5637,5806,2019
AK,55_64,10_25k,2028,2496,2019
AK,65_74,neg_zero,412,412,2019
AK,65_74,1_10k,1347,1533,2019
AK,65_74,10_25k,4035,6074,2019
AK,75p,neg_zero,426,426,2019
AK,75p,1_10k,601,630,2019
AK,75p,10_25k,600,946,2019
AL,18_25,neg_zero,143911,143911,2019
AL,18_25,1_10k,121613,122164,2019
AL,18_25,10_25k,36422,38440,2019
AL,26_34,neg_zero,35008,35047,2019
AL,26_34,1_10k,50034,51124,2019
AL,26_34,10_25k,34137,41080,2019
AL,35_44,neg_zero,25566,26159,2019
AL,35_44,1_10k,45988,48005,2019
AL,35_44,10_25k,32013,40742,2019
AL,45_54,neg_zero,28420,30124,2019
AL,45_54,1_10k,40841,44383,2019
AL,45_54,10_25k,25434,33870,2019
AL,55_64,neg_zero,18225,19134,2019
AL,55_64,1_10k,49829,53843,2019
AL,55_64,10_25k,32123,44073,2019
AL,65_74,neg_zero,6959,7698,2019
AL,65_74,1_10k,30655,32257,2019
AL,65_74,10_25k,26787,39585,2019
AL,75p,neg_zero,5155,6049,2019
AL,75p,1_10k,27438,28806,2019
AL,75p,10_25k,20356,29000,2019
AR,18_25,neg_zero,81040,81828,2019
AR,18_25,1_10k,72118,72852,2019
AR,18_25,10_25k,23446,26301,2019
AR,26_34,neg_zero,16551,17010,2019
AR,26_34,1_10k,23840,25025,2019
AR,26_34,10_25k,24221,28104,2019
AR,35_44,neg_zero,15369,15840,2019
AR,35_44,1_10k,21166,22945,2019
AR,35_44,10_25k,19862,28617,2019
AR,45_54,neg_zero,12734,12879,2019
AR,45_54,1_10k,22562,24069,2019
AR,45_54,10_25k,19019,24850,2019
AR,55_64,neg_zero,9128,9559,2019
AR,55_64,1_10k,29955,31546,2019
AR,55_64,10_25k,22240,31483,2019
AR,65_74,neg_zero,2005,2263,2019
AR,65_74,1_10k,17622,18175,2019
AR,65_74,10_25k,18147,28197,2019
AR,75p,neg_zero,3331,3906,2019
AR,75p,1_10k,14863,15817,2019
AR,75p,10_25k,15897,21932,2019
AZ,18_25,neg_zero,178783,178783,2019
AZ,18_25,1_10k,151605,152648,2019
AZ,18_25,10_25k,53191,57227,2019
AZ,26_34,neg_zero,51343,52283,2019
AZ,26_34,1_10k,68887,72220,2019
AZ,26_34,10_25k,37153,46262,2019
AZ,35_44,neg_zero,38395,40159,2019
AZ,35_44,1_10k,37728,41149,2019
AZ,35_44,10_25k,30766,38147,2019
AZ,45_54,neg_zero,32262,33856,2019
AZ,45_54,1_10k,38345,42304,2019
AZ,45_54,10_25k,28014,38464,2019
AZ,55_64,neg_zero,35651,38393,2019
AZ,55_64,1_10k,53402,58000,2019
AZ,55_64,10_25k,35572,51940,2019
AZ,65_74,neg_zero,13011,15299,2019
AZ,65_74,1_10k,37459,41856,2019
AZ,65_74,10_25k,33805,50295,2019
AZ,75p,neg_zero,10819,12285,2019
AZ,75p,1_10k,39082,42328,2019
AZ,75p,10_25k,30843,46062,2019
CA,18_25,neg_zero,1001430,1003809,2019
CA,18_25,1_10k,840097,844073,2019
CA,18_25,10_25k,307264,320197,2019
CA,26_34,neg_zero,322735,325653,2019
CA,26_34,1_10k,335094,343806,2019
CA,26_34,10_25k,263685,312293,2019
CA,35_44,neg_zero,180203,185880,2019
CA,35_44,1_10k,207674,221739,2019
CA,35_44,10_25k,219529,290097,2019
CA,45_54,neg_zero,160402,168503,2019
CA,45_54,1_10k,180411,195918,2019
CA,45_54,10_25k,179534,245917,2019
CA,55_64,neg_zero,182727,199104,2019
CA,55_64,1_10k,236278,260595,2019
CA,55_64,10_25k,247507,352461,2019
CA,65_74,neg_zero,96006,110807,2019
CA,65_74,1_10k,214435,241052,2019
CA,65_74,10_25k,257715,374200,2019
CA,75p,neg_zero,89751,102411,2019
CA,75p,1_10k,210181,225689,2019
CA,75p,10_25k,245408,336432,2019
CO,18_25,neg_zero,84189,84189,2019
CO,18_25,1_10k,133344,134653,2019
CO,18_25,10_25k,37449,38991,2019
CO,26_34,neg_zero,25989,27021,2019
CO,26_34,1_10k,45296,46353,2019
CO,26_34,10_25k,25567,30265,2019
CO,35_44,neg_zero,16320,16695,2019
CO,35_44,1_10k,27591,29243,2019
CO,35_44,10_25k,21172,26983,2019
CO,45_54,neg_zero,9908,10198,2019
CO,45_54,1_10k,23991,25642,2019
CO,45_54,10_25k,17968,23615,2019
CO,55_64,neg_zero,16855,18864,2019
CO,55_64,1_10k,36085,38914,2019
CO,55_64,10_25k,16516,21971,2019
CO,65_74,neg_zero,5105,5774,2019
CO,65_74,1_10k,23876,25715,2019
CO,65_74,10_25k,19156,27470,2019
CO,75p,neg_zero,4746,5230,2019
CO,75p,1_10k,19664,20242,2019
CO,75p,10_25k,14664,20582,2019
CT,18_25,neg_zero,69641,69641,2019
CT,18_25,1_10k,85766,85766,2019
CT,18_25,10_25k,26506,26897,2019
CT,26_34,neg_zero,19411,19411,2019
CT,26_34,1_10k,29690,30432,2019
CT,26_34,10_25k,16548,17913,2019
CT,35_44,neg_zero,10001,10246,2019
CT,35_44,1_10k,17919,20013,2019
CT,35_44,10_25k,13074,16995,2019
CT,45_54,neg_zero,16093,16238,2019
CT,45_54,1_10k,19605,20642,2019
CT,45_54,10_25k,15441,19473,2019
