state,pep_adults_18p,filing_adults,residual_nonfiling_adults,amp_pep,amp_filing,tolerance_pct,tolerance_adults,residual_net_dorm,amp_pep_net,amp_filing_net,tolerance_pct_net,tolerance_adults_net
US,260614133,212811330,47802803,5.45185881673089,4.45185881673089,3.5192972125721,1682322.71351033,45280643,5.75553074632796,4.69983012387876,3.7153242578961,1682322.71351033
AK,557088,469157.301573051,87930.6984269489,6.33553480145296,5.33553480145296,4.14146510422149,3641.61919125032,86246.6984269489,6.45923855823715,5.43971317314167,4.22232880524091,3641.61919125033
AL,3946485,2898897.74827861,1047587.25172139,3.76721365548803,2.76721365548803,2.33716549163805,24483.8477420318,991222.251721394,3.98143301680969,2.9245688777106,2.47006639525215,24483.8477420318
AR,2340429,1779761.58164171,560667.418358292,4.17436241765766,3.17436241765767,2.62211166584254,14701.325783351,535252.418358292,4.37257062224676,3.32508835196025,2.7466154806815,14701.325783351
AZ,5780637,4520808.74660234,1259828.25339766,4.58843257754386,3.58843257754386,2.91249729108217,36692.4637524946,1221907.25339766,4.73083123447074,3.69979696415721,3.00288451930102,36692.4637524946
CA,30532802,24598703.8278614,5934098.17213858,5.14531460624561,4.1453146062456,3.30370608491424,196045.162397727,5745002.17213858,5.31467196793664,4.28175709787496,3.41244714142117,196045.162397727
CO,4621847,4010753.11293899,611093.887061012,7.56323553198717,6.56323553198717,5.00695996490516,30597.2262731276,579574.887061012,7.97454669479745,6.92016373117419,5.27925328653977,30597.2262731276
CT,2888218,2429410.86307699,458807.136923012,6.29505900751636,5.29505900751637,4.11294960463878,18870.5063241295,398922.136923012,7.24005446846736,6.08993745450091,4.73037331788166,18870.5063241295
DC,549983,406396.588787845,143586.411212155,3.83032764282531,2.83032764282531,2.38128979846704,3419.20856217998,123165.411212155,4.46540140277405,3.29959998337373,2.77611102705639,3419.20856217998
DE,809095,673139.605507655,135955.394492346,5.95117981909537,4.95117981909538,3.87074678971079,5262.48906775112,125433.394492346,6.45039547302829,5.36651031594884,4.19544499218048,5262.48906775112
FL,18004510,14671754.7966484,3332755.20335162,5.40228996774008,4.40228996774008,3.48442584422492,116127.383630335,3206528.20335162,5.61495451098194,4.57558888186693,3.62159245968747,116127.383630335
GA,8386668,6494984.71956754,1891683.28043246,4.43344194387695,3.43344194387694,2.8037444182602,53037.9643862865,1820167.28043246,4.60763584213391,3.56834494795686,2.91390604349755,53037.9643862865
HI,1143262,929106.236311608,214155.763688392,5.33846010170199,4.33846010170199,3.4395273044244,7365.94596606085,209639.763688392,5.45345968668111,4.43191797188166,3.51362062066124,7365.94596606085
IA,2469199,2077655.24495239,391543.755047607,6.30631690115904,5.30631690115903,4.12088072847814,16135.0511453165,349789.755047607,7.05909468293014,5.93972583522241,4.61278551257755,16135.0511453165
ID,1474824,1248732.44434231,226091.555657687,6.52312730437819,5.52312730437818,4.27364379217232,9662.34773299057,209626.555657687,7.03548267237829,5.9569382343974,4.60931474195896,9662.34773299057
IL,9863135,8149604.39618082,1713530.60381918,5.75603083949401,4.75603083949401,3.73335373261844,63972.1587572427,1636597.60381918,6.02660970356017,4.97960181364242,3.90885081390543,63972.1587572428
IN,5249480,4417349.44938051,832130.550619491,6.30848127867911,5.30848127867911,4.12240553346985,34303.7958644311,763657.550619491,6.87412832589888,5.78446378981925,4.49203911316051,34303.7958644311
KS,2238021,1889492.95518898,348528.044811019,6.42135126088207,5.42135126088207,4.20192817375248,14644.8981083429,318612.044811019,7.02428246655727,5.93038771120442,4.59646719163719,14644.8981083429
KY,3498104,2711973.89396799,786130.106032011,4.44977742635588,3.44977742635589,2.81520351997422,22131.1624165903,753664.106032011,4.64146291697143,3.59838537123168,2.93647557837261,22131.1624165903
LA,3514450,2571511.34390256,942938.656097437,3.72712474695368,2.72712474695367,2.30914855871172,21773.8543868096,912622.656097437,3.85093442127386,2.81771587273416,2.38585512219466,21773.8543868096
MA,5665262,4726159.32196462,939102.678035376,6.03263320668178,5.03263320668178,3.92810579030644,36888.9466728304,813156.678035376,6.96699929180627,5.81211401151281,4.53651155666037,36888.9466728304
MD,4818233,4046647.76630468,771585.233695316,6.24458943689768,5.24458943689768,4.07739547986925,31460.5814420314,729687.233695316,6.60314827710399,5.54572915550606,4.31151594673067,31460.5814420314
ME,1139657,970883.458078081,168773.541921919,6.75258092602719,5.75258092602719,4.43535614333951,7485.70765996551,154090.541921919,7.39602175309039,6.30073362043239,4.85799294791155,7485.70765996551
MI,7913876,6582444.22972986,1331431.77027014,5.94388400270359,4.94388400270359,3.86560946261337,51467.9524998032,1278009.77027014,6.19234389603078,5.15054296364142,4.02719554240373,51467.9524998032
MN,4409934,3934809.05501112,475124.944988877,9.28163011963777,8.28163011963777,6.21960720456402,29550.905309209,435396.944988877,10.1285368461018,9.03729137353419,6.78711820312932,29550.905309209
MO,4797555,3935598.05824315,861956.941756854,5.56588707345584,4.56588707345584,3.59952856920229,31026.3863727603,808277.941756854,5.93552632349727,4.86911476229183,3.83857888108663,31026.3863727603
MS,2255038,1628892.17881973,626145.821180271,3.60145819666943,2.60145819666943,2.22137828224821,13909.0672869032,597233.821180271,3.77580424957101,2.72739439906579,2.3289148728074,13909.0672869033
MT,885762,760079.77177042,125682.22822958,7.04763125604365,6.04763125604365,4.64335412525901,5835.87092921565,119259.22822958,7.42719882686867,6.37334135943953,4.89343341882215,5835.87092921565
NC,8377021,6711820.78501623,1665200.21498377,5.03063891334031,4.03063891334031,3.22309548129383,53670.9928836371,1562316.21498377,5.3619241224396,4.2960706165915,3.43534761842017,53670.9928836371
ND,596388,508128.068805367,88259.931194633,6.75717725957468,5.75717725957468,4.43859590736409,3917.50169384734,76637.931194633,7.78189064740523,6.63024250374013,5.11170073719538,3917.50169384734
NE,1488438,1303293.51594409,185144.484055908,8.03933213344091,7.0393321334409,5.34282364571088,9891.94327286847,169003.484055908,8.80714387821502,7.71163697141858,5.85310020567157,9891.94327286847
NH,1141902,1009484.6921511,132417.307848905,8.62351016305942,7.62351016305946,5.75505939888243,7620.69472110549,118554.307848905,9.63188955946949,8.51495580774397,6.42802008579723,7620.69472110549
NJ,7268014,6195403.18858328,1072610.81141672,6.77600292915219,5.77600292915219,4.45186549475199,47751.1906064404,1023909.81141672,7.09829510271388,6.05073134323333,4.66361295438414,47751.1906064404
NM,1653759,1290279.95630706,363479.043692942,4.54980563170254,3.54980563170254,2.88538781228534,10487.7800269275,356305.043692942,4.64141338797658,3.62127895506021,2.94348345962952,10487.7800269275
NV,2482917,2023184.05979477,459732.940205232,5.40078115544992,4.40078115544992,3.48336446080604,16014.1738537277,456247.940205232,5.44203443172394,4.43439604107514,3.50997175932983,16014.1738537277
NY,15668987,12582833.7840286,3086153.21597138,5.07719024412342,4.07719024412341,3.25581560679491,100479.458055199,2870499.21597138,5.4586278626443,4.38350016401957,3.50041754047986,100479.458055199
OH,9181188,7519150.86426387,1662037.13573613,5.52405707585684,4.52405707585684,3.57009450165308,59336.296398348,1569326.13573613,5.85040151370024,4.79132456475456,3.78100479225849,59336.296398348
OK,3059009,2364273.15321303,694735.84678697,4.40312532331155,3.40312532331155,2.78247976537799,19330.8843596749,662623.84678697,4.61650907197648,3.5680471879744,2.91732397700586,19330.8843596749
OR,3401409,2763748.48580098,637660.514199021,5.33420044719655,4.33420044719655,3.43653124266864,21913.4027926109,615303.514199021,5.5280181593434,4.49168324578598,3.56139730830839,21913.4027926109
PA,10329335,8532450.73660018,1796884.26339982,5.74846984326984,4.74846984326984,3.72803136358272,66988.4089068277,1614210.26339982,6.39900218342346,5.28583600913879,4.14991841061262,66988.4089068277
RI,892093,734761.756666904,157331.243333097,5.67015794892873,4.67015794892874,3.67290982851955,5778.63469971332,134053.243333097,6.6547662542063,5.48111883306814,4.31070114831501,5778.63469971332
SC,4152041,3336215.2738556,815825.726144403,5.08937248108437,4.08937248108438,3.26437894323978,26631.6432177909,772834.726144403,5.37248244616818,4.31685476984148,3.44596875850204,26631.6432177909
SD,688563,614813.29063407,73749.7093659298,9.33648425085314,8.33648425085314,6.25833260204248,4615.50210515956,65970.7093659298,10.4374048212919,9.31948885411845,6.99628994370525,4615.50210515956
TN,5493089,4423861.22289037,1069227.77710963,5.13743574343821,4.13743574343821,3.29816693592959,35264.9170144047,1022096.77710963,5.37433354944511,4.32822147761832,3.45025224657589,35264.9170144047
TX,22576319,18392883.7991389,4183435.2008611,5.39659822993147,4.39659822993147,3.4804219733653,145601.197972268,4050831.2008611,5.57325592712944,4.54052091709698,3.59435362158061,145601.197972268
UT,2446549,2151342.15439371,295206.845606288,8.28757542859598,7.28757542859598,5.51798564043401,16289.4713501332,276225.845606288,8.85706040515532,7.78834489463406,5.89715684076536,16289.4713501332
VA,6794181,5661228.02573848,1132952.97426152,5.99687820620143,4.99687820620143,3.90292646701243,44218.3214912574,1046101.97426152,6.49475975303101,5.41173629820835,4.22696090622261,44218.3214912574
VT,531700,457232.366648555,74467.6333514454,7.14001474292428,6.14001474292429,4.70849210396767,3506.3026363644,59813.6333514454,8.88927774836724,7.64428343555067,5.86204589138151,3506.3026363644
WA,6126868,5180455.39810413,946412.601895868,6.47378108419791,5.47378108419791,4.23887133809938,40117.2125219245,916924.601895868,6.68197579968065,5.64981612162311,4.37519207565994,40117.2125219245
WI,4640604,4048825.01572976,591778.984270241,7.84178573986133,6.84178573986134,5.20345163569487,30792.9332367083,539834.984270241,8.59633802035497,7.5001160237939,5.70413814109043,30792.9332367083
WV,1419350,1076989.41171112,342360.588288878,4.14577509372188,3.14577509372187,2.60208339931705,8908.50803366909,326168.588288878,4.35158396903298,3.30194092987661,2.73125872739747,8908.50803366909
WY,450855,393962.297346473,56892.7026535269,7.92465428731132,6.92465428731132,5.26191463661709,2993.64544809297,52104.7026535269,8.65286580748738,7.56097390990113,5.74544195751271,2993.64544809297
