state,gq_type,band,persons,year
WV,institutional,35_44,4815,2021
WV,institutional,45_54,2914,2021
WV,institutional,55_64,1995,2021
WV,institutional,65p,7464,2021
WV,institutional,u18,1017,2021
WV,other_noninstitutional,18_25,62,2021
WV,other_noninstitutional,26_34,681,2021
WV,other_noninstitutional,35_44,591,2021
WV,other_noninstitutional,45_54,378,2021
WV,other_noninstitutional,55_64,708,2021
WV,other_noninstitutional,65p,350,2021
WV,other_noninstitutional,u18,323,2021
WY,dorm_student,18_25,4158,2021
WY,institutional,18_25,218,2021
WY,institutional,26_34,1663,2021
WY,institutional,35_44,851,2021
WY,institutional,45_54,265,2021
WY,institutional,55_64,79,2021
WY,institutional,65p,2627,2021
WY,institutional,u18,341,2021
WY,other_noninstitutional,18_25,1207,2021
WY,other_noninstitutional,26_34,553,2021
WY,other_noninstitutional,35_44,127,2021
WY,other_noninstitutional,45_54,306,2021
WY,other_noninstitutional,55_64,203,2021
WY,other_noninstitutional,65p,296,2021
