bin,n_units,equity_expo_B,markdown_B,mean_hit,share
bottom50,93.17125009732806,212.8143195404939,18.856965022575416,202.39038333044962,0.003386908652363668
p50_90,74.53982946783172,8290.191042538021,734.5738898451415,9854.783611520777,0.13193717336477048
p90_99,16.77064745551175,26078.28841431742,2310.7344164585065,137784.44884661105,0.41503213157834806
p99_99.9,1.6790414419555888,15420.884367857736,1366.4074756329646,813802.11440255,0.24542111078507078
top0.1,0.18657928348744568,12832.206063886773,1137.030917053259,6094089.846420523,0.20422267561944707
