inc_decile,smear_B,holdings_B
bottom50,2.9905651955177563,2.780780089729272
p50_90,11.017439329997424,21.60962763873976
p90_99,21.852782581016026,41.19696275505998
p99_99.9,19.595033229297357,19.01664716432351
top0.1,44.54417966417144,15.395982352147476
