year,ts_static,wts_static,static_ratio,ts_conv,wts_conv,conv_ratio,ts_returns,wts_returns
2026,1409.5748764599364,1783.6844581507867,0.7902602223272698,354.0400447608887,392.06870864513036,0.9030051033257485,130508.94498600998,304231.24657342595
2027,1486.9206251423795,1859.751452928477,0.7995265296343683,369.818048319521,406.7695218488598,0.9091586966462335,132102.3529945444,318375.53251451644
2028,1563.5073992918888,1933.259479002337,0.8087416181188157,386.61476042914546,421.19483461687196,0.9179000516015794,136177.231059081,323095.4793614229
2029,1627.3728285767238,2009.148237280911,0.8099814629801211,398.4194961818927,437.75983037098246,0.9101326082026518,137060.11401195877,329786.7046395563
2030,1706.4174020222688,2085.3867832019055,0.818273816525409,415.2354216952057,453.1297187769117,0.916372077329224,139776.95182776081,339942.4735563109
