group_dimension,year,group,income_cutoff,share_income,share_consumption,measure,dollars_B,avg,pct_chg_ati
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,gambling,6.463983145856335,171.0451667652525,-5.474727798744447e-4
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,guns,0.5231594370694348,13.843460160585312,-4.430945206185393e-5
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,alcohol,7.815518791669958,206.80850876523368,-6.61942288908872e-4
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,tobacco,0.07125710995311771,1.8855532231630359,-6.03518406400241e-6
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,carried_interest,6.86672639637622,181.70226238173984,-5.815834763231405e-4
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,qsbs,8.894784983061237,235.36725675778658,-7.533516952598551e-4
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,oz,6.554052092781964,173.4285049794217,-5.551012491388405e-4
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,all_excises,53.46572958609071,1414.7708041505516,-0.004528327339974006
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,all_income_tax,22.31556347221942,590.4980241189481,-0.0018900364207218362
Income,2030,Quintile 5,160155,0.6496751080419269,0.37872841699224014,all_measures,75.78129305831013,2005.2688282694999,-0.006418363760695842
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,carbon,24.13949759622571,1277.5494467888068,-0.0027475481654377545
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,gambling,4.1049701917035835,217.24985686178573,-4.6722610006412463e-4
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,guns,0.3322338326415846,17.58301503185157,-3.781472475688407e-5
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,alcohol,4.453520034311577,235.69637410296434,-5.0689790668743e-4
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,tobacco,0.043377477530640356,2.2956928660780456,-4.93720750962368e-6
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,carried_interest,6.755755962197502,357.5390191010048,-7.689374986405316e-4
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,qsbs,8.463324546859864,447.90971931932376,-9.632922864088472e-4
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,oz,6.236133876633583,330.03874055108065,-7.097943163012557e-4
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,all_excises,33.073599132413094,1750.3743856514866,-0.003764424104455817
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,all_income_tax,21.45521438569095,1135.4874789714092,-0.0024420241013506346
Income,2030,Top 10%,248005,0.49053074759855736,0.2363694376201258,all_measures,54.528813518104045,2885.8618646228956,-0.006206448205806452
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,carbon,15.413481859119189,1631.48609044451,-0.0023159063580885293
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,gambling,2.6478959717973027,280.274469222246,-3.9785164524745547e-4
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,guns,0.21430621565155444,22.683882404185916,-3.21999358705372e-5
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,alcohol,2.51719469877013,266.44000203979925,-3.7821351857494055e-4
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,tobacco,0.02699799177673508,2.857683192952201,-4.056502053387151e-6
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,carried_interest,6.625016913823062,701.2447312459227,-9.954219905276907e-4
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,qsbs,8.011635548209949,848.0155280996482,-0.001203764202947444
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,oz,5.903310403944173,624.8535470207935,-8.86984149540222e-4
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,all_excises,20.81987673711491,2203.7421273036935,-0.0031282279598348495
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,all_income_tax,20.539962865977184,2174.1138063663643,-0.0030861703430153566
Income,2030,Top 5%,359020,0.37447170305004074,0.15038900051200974,all_measures,41.3598396030921,4377.855933670057,-0.006214398302850206
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,carbon,5.672704064496951,3001.8443866888147,-0.0015346869492957576
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,gambling,0.960571720742568,508.30905246223125,-2.598719881956184e-4
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,guns,0.07774342063540854,41.1397541953537,-2.1032617193887128e-5
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,alcohol,0.6739737415747793,356.6490107573276,-1.8233609467420178e-4
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,tobacco,0.009313733508774411,4.92858050315186,-2.5197269419698205e-6
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,carried_interest,6.048229125509549,3200.5622791868086,-0.0016362810750807475
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,qsbs,6.714666161919339,3553.2230656623083,-0.0018165781980536422
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,oz,4.947648750887934,2618.164364172227,-0.0013385313038289995
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,all_excises,7.394306680958482,3912.870784606879,-0.0020004473763014347
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,all_income_tax,17.710544038316822,9371.949709021344,-0.004791390576963389
Income,2030,Top 1%,908675,0.21158965374530417,0.05459733301931857,all_measures,25.1048507192753,13284.820493628224,-0.006791837953264824
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,carbon,1.2109640789519924,6408.806827103484,-6.991199758314014e-4
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,gambling,0.194888436556638,1031.4115541797348,-1.125139889972722e-4
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,guns,0.015773203991980067,83.47680925150323,-9.106266804544941e-6
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,alcohol,0.10875783253986426,575.5810199470761,-6.278862815034815e-5
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,tobacco,0.0018825148124740707,9.962866770373914,-1.0868230801182197e-6
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,carried_interest,4.7407745401086725,25089.68578547847,-0.0027369682053420288
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,qsbs,4.95149540926355,26204.887605520646,-0.002858622655305751
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,oz,3.648470301562616,19308.864551436265,-0.0021063535354884483
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,all_excises,1.5322660668529489,8109.239077252171,-8.846156828636849e-4
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,all_income_tax,13.340740250934838,70603.43794243538,-0.0077019443961362285
Income,2030,Top 0.1%,4163785,0.10069822221355489,0.011448859562809974,all_measures,14.873006317787787,78712.67701968754,-0.008586560078999913
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,carbon,0.9513598207180382,499.5930646917559,0.001537509084451071
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,gambling,0.04494253350683243,23.600931593625607,7.263240683514326e-5
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,guns,0.002876069531713983,1.5103269660170213,4.648065785651635e-6
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,alcohol,0.12497219169606552,65.62736715490047,2.019697236019905e-4
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,tobacco,0.005523560083925891,2.9006189353832843,8.926721123389098e-6
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,carried_interest,0.05326985011544294,27.97390334895402,8.609032744101417e-5
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,qsbs,0.1430377288846445,75.11422679811426,2.3116575115964477e-4
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,oz,0.10539622128342226,55.347325009136824,1.7033265874921193e-4
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,all_excises,1.129674175536576,593.2323093416823,0.0018256860017972455
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,all_income_tax,0.3017038002835097,158.4354551562051,4.875887373498709e-4
Income,2030,Negative income,-1711570725,-0.025032315414279305,0.009328420204832459,all_measures,1.4313779758200857,751.6677644978873,0.0023132747391471165
Income,2030,Overall,-1711570725,1,1,carbon,101.6,532.3444544079337,-0.005403714080836655
Income,2030,Overall,-1711570725,1,1,gambling,11.4,59.731562797740594,-6.063222492277349e-4
Income,2030,Overall,-1711570725,1,1,guns,0.96,5.030026340862365,-5.1058715724440826e-5
Income,2030,Overall,-1711570725,1,1,alcohol,19.4,101.64844897159364,-0.0010318115469314085
Income,2030,Overall,-1711570725,1,1,tobacco,0.34,1.7814676623887544,-1.8083295152406126e-5
Income,2030,Overall,-1711570725,1,1,carried_interest,7,36.67727540212142,-3.723031354907144e-4
Income,2030,Overall,-1711570725,1,1,qsbs,9.5,49.776302331450495,-5.052685410231124e-4
Income,2030,Overall,-1711570725,1,1,oz,7,36.67727540212142,-3.723031354907144e-4
Income,2030,Overall,-1711570725,1,1,all_excises,133.7,700.535960180519,-0.007110989887872645
Income,2030,Overall,-1711570725,1,1,all_income_tax,23.5,123.13085313569333,-0.001249874812004541
Income,2030,Overall,-1711570725,1,1,all_measures,157.2,823.6668133162124,-0.008360864699877187
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,carbon,10.841590500270197,285.37958930627383,-0.021424370137949147
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,gambling,0.4719389644473721,12.422692763415354,-9.326117839065157e-4
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,guns,0.030487950928639627,0.8025242158508171,-6.024809232801469e-5
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,alcohol,1.8056270643101753,47.52892207469822,-0.0035681501303628464
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,tobacco,0.06617620558641824,1.7419343012105943,-1.3077265026502415e-4
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,carried_interest,0.002162584255769933,0.056924987780755644,-4.27354321757141e-6
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,qsbs,0.015529354133768795,0.40877403594760153,-3.068799093240623e-5
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,oz,0.011025841434975843,0.2902295655227971,-2.1788473562008423e-5
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,all_excises,13.215820685542802,347.8756626614488,-0.026116152794811547
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,all_income_tax,0.02871777982451457,0.7559285892511542,-5.675000771198606e-5
Income,2031,Quintile 1,0,0.021454038384919574,0.1019282743076647,all_measures,13.244538465367317,348.63159125069996,-0.026172902802523535
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,carbon,14.055414061671318,370.00426836130697,-0.010397896021341415
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,gambling,0.7119085737751207,18.740764933998914,-5.266548032192914e-4
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,guns,0.11844959972391117,3.118147732342508,-8.762649156365639e-5
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,alcohol,2.108368614574377,55.5021277387237,-0.0015597262046364237
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,tobacco,0.06287157302793986,1.655074000442589,-4.6511050914209584e-5
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,carried_interest,0.005238714307953151,0.1379074743841185,-3.875489289792807e-6
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,qsbs,0.04216636321248748,1.1100159910933545,-3.119377759757195e-5
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,oz,0.029938117880866106,0.7881113536762816,-2.2147582094276084e-5
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,all_excises,17.057012422772665,449.0203827668147,-0.012618414571674995
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,all_income_tax,0.07734319540130674,2.0360348191537545,-5.721684898164084e-5
Income,2031,Quintile 2,26470,0.05911292258401034,0.13256518198258713,all_measures,17.134355618173974,451.05641758596846,-0.012675631420656638
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,carbon,16.775586008786483,441.5312323434453,-0.007477356665161252
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,gambling,1.4582999028611703,38.38226294445834,-6.500058175465056e-4
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,guns,0.13118536496454117,3.452781669020724,-5.8473054984514447e-5
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,alcohol,3.144173389113985,82.75423287567101,-0.0014014476653870871
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,tobacco,0.0777034316805483,2.0451441713724683,-3.4634633477372006e-5
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,carried_interest,0.030737163004857144,0.8089981150683907,-1.3700429334756941e-5
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,qsbs,0.1259816423346063,3.3158203691671626,-5.615360754046008e-5
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,oz,0.08944696605757048,2.3542324621086856,-3.9869061353726665e-5
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,all_excises,21.58694809740673,568.1656540039678,-0.00962191783655673
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,all_income_tax,0.2461657713970339,6.479050946344239,-1.0972309822894369e-4
Income,2031,Quintile 3,52560,0.10684862730761814,0.1588701698876115,all_measures,21.83311386880376,574.6447049503121,-0.009731640934785674
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,carbon,23.16718741566884,609.818693155688,-0.006089806224131033
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,gambling,2.4627520901363384,64.8258346698415,-6.473674485345806e-4
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,guns,0.17713121751943667,4.662539549868802,-4.656131845371144e-5
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,alcohol,4.98779116977132,131.29121970266644,-0.001311107868441365
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,tobacco,0.07211711924313963,1.8983041239291785,-1.8956952941824872e-5
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,carried_interest,0.06298428898848919,1.6579050409167586,-1.6556265904127474e-5
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,qsbs,0.3125202330452255,8.226319262710915,-8.215013873796772e-5
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,oz,0.2218893654621101,5.840686676524749,-5.832659850395708e-5
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,all_excises,30.866979012339076,812.496591201994,-0.008113799812502515
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,all_income_tax,0.5973938874958248,15.724910980152423,-1.5703300314605227e-4
Income,2031,Quintile 4,89850,0.18861510146899127,0.21903067574142454,all_measures,31.464372899834903,828.2215021821464,-0.008270832815648567
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,carbon,40.274167873100005,1060.1029569018672,-0.0032998519119389236
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,gambling,6.728576555648814,177.1106463294097,-5.513039097851908e-4
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,guns,0.5497403536776451,14.470351722678352,-4.504281163223756e-5
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,alcohol,8.22317376906946,216.45166835416987,-6.737632859248741e-4
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,tobacco,0.07532553759594951,1.9827306025861875,-6.171775417856417e-6
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,carried_interest,7.937626690707038,208.9354534180724,-6.503670713723653e-4
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,qsbs,9.35330552243075,246.19917343489445,-7.663602934862148e-4
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,oz,6.640846920925831,174.80141313877505,-5.441158083752124e-4
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,all_excises,55.850984089091874,1470.1183539107112,-0.004576133694699083
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,all_income_tax,23.931779134063618,629.9360399917418,-0.0019608431732337926
Income,2031,Quintile 5,165280,0.648679065265078,0.37834336547391123,all_measures,79.7827632231555,2100.0543939024533,-0.006536976867932875
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,carbon,25.20119681634936,1326.6891169990956,-0.0027757027328621396
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,gambling,4.277021957968164,225.1590877271876,-4.710784818577259e-4
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,guns,0.349442641309704,18.39602113421216,-3.848820758515137e-5
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,alcohol,4.684045527277339,246.58639309287116,-5.159087509081956e-4
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,tobacco,0.04587214118465873,2.41488810736365,-5.052435746459909e-6
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,carried_interest,7.815698349278501,411.4487902022439,-8.608343256636272e-4
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,qsbs,8.893105492990149,468.1676969492443,-9.79501783205385e-4
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,oz,6.314104900023005,332.39906483396345,-6.954462660758231e-4
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,all_excises,34.55757908408923,1819.2455070607302,-0.0038062306089596725
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,all_income_tax,23.022908742291655,1212.0155519854516,-0.002535782374944835
Income,2031,Top 10%,255595,0.48975339143501834,0.23629163305018666,all_measures,57.58048782638088,3031.261059046182,-0.0063420129839045075
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,carbon,16.09169213018874,1694.2457618023786,-0.0023405541228578566
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,gambling,2.7572493508036686,290.3024734153103,-4.0104491706398197e-4
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,guns,0.225273684671944,23.71838725307318,-3.2766302459958566e-5
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,alcohol,2.648326453000286,278.8343098142677,-3.8520196310583033e-4
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,tobacco,0.028551833313324358,3.006136470386249,-4.152895210521767e-6
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,carried_interest,7.663897889287639,806.9087087151152,-0.0011147222838225786
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,qsbs,8.416823250498261,886.1819505758305,-0.0012242360965483191
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,oz,5.975944507853765,629.1891849088397,-8.692076285493067e-4
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,all_excises,21.75109345197796,2290.107068755416,-0.003163720200698149
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,all_income_tax,22.056665647639665,2322.279844199785,-0.003208166008920204
Income,2031,Top 5%,370660,0.3737066151250617,0.15031891220269775,all_measures,43.80775909961763,4612.386912955201,-0.006371886209618353
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,carbon,5.9257135221317885,3119.030395320319,-0.0015532726645836716
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,gambling,1.0008239942465713,526.7889591290841,-2.623401462991062e-4
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,guns,0.0817696480103629,43.0398831476439,-2.1433800093905482e-5
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,alcohol,0.7099780111866044,373.7006503317153,-1.8610238802683495e-4
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,tobacco,0.009859143378729203,5.189411832891767,-2.58431965183527e-6
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,carried_interest,6.989641247001383,3679.0343340693607,-0.0018321538231075355
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,qsbs,7.052212316663917,3711.9689447987266,-0.001848555212026791
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,oz,5.007070744831381,2635.4979508070955,-0.0013124742005390215
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,all_excises,7.728144318954056,4067.7492997616537,-0.0020257333186553535
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,all_income_tax,19.04892430849668,10026.501229675183,-0.004993183235673348
Income,2031,Top 1%,937065,0.21092788781581415,0.05460490045738319,all_measures,26.77706862745074,14094.250529436837,-0.007018916554328702
Income,2031,Top 0.1%,4296285,0.10026141151141002,0.011456032471063221,carbon,1.2656727644254475,6662.724227230076,-7.081365795268684e-4
Income,2031,Top 0.1%,4296285,0.10026141151141002,0.011456032471063221,gambling,0.20322094422531656,1069.7908232111163,-1.13700941014768e-4
