year,group_dimension,group,income_cutoff,share_income,share_consumption,measure,dollars_B,avg,pct_chg_ati
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,carbon,10.495976859001948,277.755626270617,-0.02158611156338624
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,gambling,0.4558774021832201,12.063909348030199,-9.375611812933647e-4
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,guns,0.03041039328486895,0.8047519488126734,-6.254226271189142e-5
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,alcohol,1.7346187313230714,45.9033131009777,-0.003567431022122109
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,tobacco,0.05546088491824417,1.4676645185986368,-1.1406130799750859e-4
2030,Income,Quintile 1,0,0.021345737253133514,0.10280123333927368,all_excises,12.772344270711352,337.9952651870362,-0.026267707337511114
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,carbon,13.379504242857104,354.0542343471451,-0.010287402467537704
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,gambling,0.6743878260271144,17.845942649522115,-5.185318424075798e-4
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,guns,0.11586457325642838,3.0660585046836837,-8.908741872515392e-5
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,alcohol,2.0061018052635924,53.086334575080905,-0.0015424769324034018
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,tobacco,0.051161954171950796,1.3538697834581066,-3.933805050165182e-5
2030,Income,Quintile 2,25535,0.058873612362154645,0.13188708898286794,all_excises,16.22702040157619,429.40643985988993,-0.012476836711575491
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,carbon,15.894108852238759,420.61233956977424,-0.007357669939993208
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,gambling,1.3904950184815803,36.79724156420848,-6.436852480566199e-4
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,guns,0.12916342385926693,3.4181048086024877,-5.979208082132078e-5
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,alcohol,2.9391492340795353,77.77991501025697,-0.0013605852438650587
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,tobacco,0.06496670434902672,1.719240617037362,-3.0074260352251894e-5
2030,Income,Quintile 3,50755,0.10655000433899386,0.15813100292746074,all_excises,20.41788323300817,540.3268415698795,-0.00945180677308846
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,carbon,21.990307048678293,581.869002897782,-0.005997242112203943
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,gambling,2.3484177359401563,62.13971834836641,-6.40465351932112e-4
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,guns,0.1744139964853291,4.615037798321031,-4.7566546586373166e-5
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,alcohol,4.718781987980875,124.86014698023392,-0.001286916003218303
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,tobacco,0.06010287212636294,1.5903369697405687,-1.639137984670828e-5
2030,Income,Quintile 4,86885,0.18828782032046187,0.2176425147815744,all_excises,29.292023641211017,775.0742429944439,-0.00798858139378744
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,carbon,38.85398093874891,1028.1541052258192,-0.0032786256251801913
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,gambling,6.483826955865632,171.57503918983832,-5.471264640873538e-4
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,guns,0.547012695050857,14.475050804029333,-4.6158715167948666e-5
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,alcohol,7.871918598200376,208.30672243089342,-6.642581638179836e-4
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,tobacco,0.0631701024017364,1.6716073499461594,-5.330499255818564e-6
2030,Income,Quintile 5,160155,0.651103022573926,0.37985745101134705,all_excises,53.81990929026751,1424.1825250005263,-0.004541499467509296
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,carbon,24.371169056966508,1289.6135697987004,-0.0027599685569738904
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,gambling,4.144782159496173,219.32338593408215,-4.693852973969585e-4
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,guns,0.3496775091157597,18.5033742023216,-3.960002607936339e-5
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,alcohol,4.499846766579792,238.11182133412257,-5.095953976574117e-4
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,tobacco,0.038599430128335506,2.042509686902734,-4.371280393743118e-6
2030,Income,Top 10%,247985,0.49212665179869186,0.2378037794189206,all_excises,33.40407492228657,1767.5946609561295,-0.003782920558501367
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,carbon,15.521079239828925,1642.8630909435892,-0.0023167609450377006
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,gambling,2.6740614626693793,283.0419722786347,-3.991449992372496e-4
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,guns,0.22559910642018796,23.879038278247126,-3.367415312515705e-5
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,alcohol,2.5077607472262464,265.4395038434535,-3.743220473846615e-4
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,tobacco,0.02398685823181167,2.538942263474595,-3.5804092928675666e-6
2030,Income,Top 5%,359000,0.37613629523199876,0.15080086006886922,all_excises,20.95248741437655,2217.762547607399,-0.003127482554077636
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,carbon,5.8421022603627115,3091.6036952721233,-0.0015619657252611417
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,gambling,1.0004977285310293,529.4570921197561,-2.6749671445670136e-4
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,guns,0.08440770591215647,44.668025973798,-2.2567551492076266e-5
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,alcohol,0.6642940318740495,351.54021483381587,-1.7760807035554647e-4
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,tobacco,0.008358966236836046,4.423512248628934,-2.2348836392573507e-6
2030,Income,Top 1%,909150,0.21336108628363823,0.05573129965616033,all_excises,7.599660692916783,4021.692540448122,-0.002031872945204723
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,carbon,1.287629502681878,6814.659160614844,-7.286167329458443e-4
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,gambling,0.21977977877806906,1163.1639999304211,-1.243643641647749e-4
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,guns,0.018541878110783463,98.13116215454724,-1.0492088464593744e-5
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,alcohol,0.10427952893644972,551.8896900477016,-5.900750916980132e-5
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,tobacco,0.001748234682594495,9.25236915574972,-9.892543159360334e-7
2030,Income,Top 0.1%,4252915,0.10204915801038532,0.012038343944119753,all_excises,1.6319789231897748,8637.096381903264,-9.234699490609503e-4
2030,Income,Negative income,-1711570725,-0.026160196848670037,0.009680708957476285,carbon,0.9861220584749835,517.7081602424543,0.0015255769793449088
