model,state,year,n,match_15,match_100,share_both_zero,mean_abs_diff,median_abs_diff,p90_abs_diff,p99_abs_diff,mean_signed,n_clean,match_15_clean,match_100_clean
policyengine,IA,2024,1150,0.36869565217391304,0.4765217391304348,0.1565217391304348,3057.6389678460578,143.42153820393003,2341.093323048097,56699.53492402349,-915.2228162754175,346,0.9508670520231214,0.9682080924855492
policyengine,IA,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ID,2017,16848,0.50664767331434,0.5786443494776828,0,2138.704304868467,11.884581640453774,3117.1411554393653,25190.289008326705,1530.863451432593,12092,0.5560701290109163,0.6178465100893152
taxsim,ID,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ID,2018,16697,0.6005869317841528,0.6846140025154219,0,1437.3298041345245,9.972373336896624,1917.574195699067,25856.9930338494,-1052.7246536418202,12037,0.6728420702832931,0.744869984215336
taxsim,ID,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ID,2019,16513,0.6089747471688972,0.6906679585780899,0,1583.8312194589737,7.746202371869003,1830.858323628503,24428.97465144741,-1107.5946675075866,11930,0.6774518021793797,0.7456831517183571
taxsim,ID,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ID,2020,16529,0.6017907919414363,0.6840099219553512,0,1547.6425451983198,5.569211396843457,1885.146114818271,29126.20786116795,-1158.0057075623254,11502,0.672057033559381,0.7394366197183099
taxsim,ID,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ID,2021,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ID,2022,1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ID,2023,1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ID,2024,1531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IL,2017,13733,0.8289521590329862,0.9380324765164204,0.1802228209422559,54.011257151408294,0.00403162370776044,43.16196158519181,751.8981305728117,32.36938150571535,10498,0.9823775957325204,1
taxsim,IL,2017,6780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IL,2018,13515,0.8234554199038105,0.9320754716981132,0.1803181650018498,53.306818158581834,0.00464567702874774,50.2042653835726,876.4240010561607,27.843152728695294,10392,0.9816204772902232,1
taxsim,IL,2018,7000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IL,2019,13446,0.8192771084337349,0.928380187416332,0.18191283653131043,61.179826370961315,0.00450613321822857,51.95712518995424,1018.449046661286,35.61519281890917,10309,0.9808904840430692,1
taxsim,IL,2019,7068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IL,2020,13341,0.7880218874147366,0.8975339179971517,0.17982160257851734,79.37205534829661,0.00460629241160859,110.04768180252177,1027.134043898354,52.04595196113594,9834,0.9779336994102096,1
taxsim,IL,2020,7172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IL,2021,1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IL,2022,1141,0.6652059596844873,0.7808939526730938,0.11744084136722173,1165.816919494774,0.41937923067507654,687.6724958412415,13770.366107968974,271.35250830143985,301,0.9501661129568106,0.9933554817275747
policyengine,IL,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IL,2023,1157,0.6672428694900605,0.7761452031114953,0.12964563526361278,977.2409953740461,0.45188115428754827,706.2973226806406,7098.4436136878585,310.85362880802296,336,0.9523809523809523,0.9910714285714286
policyengine,IL,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IL,2024,1150,0.6547826086956522,0.7573913043478261,0.12,1766.7510703758348,0.4334792037373063,1032.1472111070823,26362.486196804624,-89.044953010428,346,0.953757225433526,0.9942196531791907
policyengine,IL,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IN,2017,16848,0.3872269705603039,0.7781339031339032,0.05656457739791073,125.10975305929573,48.453636251473256,189.82619504581209,1389.153783595293,105.45012688751648,12092,0.4721303341051935,0.8560205094277208
taxsim,IN,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IN,2018,16697,0.3901898544648739,0.7790621069653231,0.05749535844762532,133.03610048907595,48.44963892152873,191.20944967693137,1489.704421769851,107.346899267309,12037,0.4757830024092382,0.8585195646755837
taxsim,IN,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IN,2019,16513,0.3902985526554836,0.7853206564524919,0.05607703021861564,126.52854556515508,48.44859750260366,190.32439662982216,1527.6769921907508,106.80269879164084,11930,0.47510477787091365,0.8678122380553227
taxsim,IN,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,IN,2020,16529,0.3795752919111864,0.7601185794663924,0.05656724544739548,148.56081354662243,54.156070195456095,246.84083103375795,2039.065855909069,124.55421680363844,11502,0.4736567553468962,0.8597635193879325
taxsim,IN,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IN,2021,1172,0.310580204778157,0.6689419795221843,0.05887372013651877,1397.5374454155356,66.83048407413617,701.1334645087938,8101.323825188771,617.7881403276601,262,0.6221374045801527,0.8969465648854962
policyengine,IN,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IN,2022,1141,0.3444347063978966,0.7055214723926381,0.051709027169149865,841.259357142478,56.15267822754009,494.8629344275123,9329.813485818413,282.056701020748,302,0.5894039735099338,0.9337748344370861
policyengine,IN,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IN,2023,1157,0.3526361279170268,0.7070008643042351,0.05704407951598963,695.9997786653407,53.671311882866576,471.87190433386326,8135.215386747485,289.05855974471206,335,0.6805970149253732,0.9432835820895522
policyengine,IN,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,IN,2024,1150,0.3591304347826087,0.6852173913043478,0.05565217391304348,1136.9011909678447,64.57711504093072,695.9984884772663,15305.861682790797,19.415486625957673,347,0.6887608069164265,0.9510086455331412
policyengine,IN,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KS,2017,16848,0.4364909781576448,0.5915242165242165,0.11502849002849004,901.8174423345566,39.750357523557184,1073.7638392127876,9515.799993973536,286.3435046085304,12092,0.5478828977836586,0.6565497849818062
taxsim,KS,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KS,2018,16697,0.5206324489429239,0.6625741151104989,0.10498892016529916,897.2437773406563,9.1336,895.777016572996,10851.351376285404,187.94190393081496,12037,0.6531527789316275,0.7393038132425023
taxsim,KS,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KS,2019,16513,0.5314600617695149,0.6579664506752256,0.10518985042088053,1041.870267546182,7.139126652512687,1213.0006563635957,16157.07735646413,887.9423166257156,11930,0.6692372170997485,0.7331098072087175
taxsim,KS,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KS,2020,16529,0.5306431121059956,0.6407526166132252,0.10678201948091232,1178.8346936161263,7.04551428989862,1519.42275342402,16542.03400245926,1148.141703488801,11502,0.6877064858285515,0.7358720222569988
taxsim,KS,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KS,2021,1172,0.2790102389078498,0.47440273037542663,0.09300341296928327,2374.2671777936816,117.95350376001772,860.4117229886501,13125.050374349921,908.3085634704851,262,0.7251908396946565,0.9351145038167938
policyengine,KS,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KS,2022,1141,0.38562664329535495,0.5127081507449606,0.10429447852760736,1446.4639251837893,86.4065839321429,774.8094700405834,15171.469860809495,398.12671184196415,301,0.7242524916943521,0.9136212624584718
policyengine,KS,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KS,2023,1157,0.3898012100259291,0.5082108902333622,0.1063094209161625,1240.056071027854,78.35141464255867,823.7950144517107,14606.9107780662,446.61541943415,336,0.75,0.9196428571428571
policyengine,KS,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KS,2024,1150,0.38521739130434784,0.5008695652173913,0.11217391304347826,2059.070897304761,98.57097126089502,1032.781807416364,28078.266558183146,-81.06572857166378,345,0.7913043478260869,0.9449275362318841
policyengine,KS,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KY,2017,16848,0.46812678062678065,0.6270773979107312,0.24816001899335233,504.3565796875031,23.60289091298876,457.3855898030795,3382.2826389013535,-227.49721283691215,12092,0.5064505458154152,0.6669698974528614
taxsim,KY,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KY,2018,16697,0.5145235671078637,0.6187937952925675,0.2238725519554411,368.3689766276576,10.06248928559944,647.2510216028043,2796.8414646986457,-177.94753957567596,12037,0.5732325330231786,0.6580543324748691
taxsim,KY,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KY,2019,16513,0.5135347907709078,0.6109126143038818,0.2262459880094471,567.0184956977215,9.328817464733676,665.8979079747689,3217.731772518442,-383.8729775356906,11930,0.5731768650461022,0.6497904442581727
taxsim,KY,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,KY,2020,16529,0.5083187125657934,0.5962853167160748,0.21646802589388348,428.00649425136675,10.68374992698591,681.2913897475388,2844.933613870072,-255.5166182079988,11502,0.5697270039993044,0.6397148322030951
taxsim,KY,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KY,2021,1172,0.45307167235494883,0.5469283276450512,0.20733788395904437,3032.524270714879,40.57494333746388,1500.2645390116902,42982.232029381805,-100.55415613203331,261,0.8390804597701149,0.8735632183908046
policyengine,KY,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KY,2022,1141,0.4645048203330412,0.5451358457493427,0.19982471516213848,1546.3849725420557,40.0041195332019,1266.5977604717045,15668.060036528625,48.92473637046896,301,0.8006644518272426,0.8305647840531561
policyengine,KY,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KY,2023,1157,0.4312878133102852,0.5142610198789974,0.18841832324978391,1238.3286623084,83.32853747070385,1081.6602185848315,16952.88818938497,94.4644853804733,336,0.75,0.7827380952380952
policyengine,KY,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,KY,2024,1150,0.4295652173913043,0.5121739130434783,0.17304347826086958,1748.1517206589035,80.26681630581837,1258.6486762258935,26515.647669454887,-288.35238249622785,346,0.7514450867052023,0.7861271676300579
policyengine,KY,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,LA,2017,16848,0.4202872744539411,0.5404795821462488,0.11716524216524216,993.7016884271868,62.51353279605132,1007.5848968945876,13114.399851049147,399.7279294978323,12092,0.472378432021171,0.5768276546477009
taxsim,LA,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,LA,2018,16697,0.4814038450020962,0.6295142840031144,0.11055878301491286,994.854321079785,19.627559612350353,1599.1210087668,13068.404593891404,-307.46657464694044,12037,0.5523801611697267,0.6920328985627648
taxsim,LA,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,LA,2019,16513,0.4756252649427723,0.6315630109610609,0.11033730999818324,1082.7253280235302,21.346641487578182,1605.5549946024396,11875.161082949118,-441.78955687905915,11930,0.5517183570829841,0.6948868398994132
taxsim,LA,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,LA,2020,16529,0.459011434448545,0.6106842519208664,0.10902050940770766,1013.8272423944346,25.87666555063346,1631.3723728331863,11900.574911944415,-320.99845735185903,11502,0.5499043644583551,0.6940532081377152
taxsim,LA,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,LA,2021,1172,0.2380546075085324,0.4197952218430034,0.08703071672354949,5080.618473150112,179.38897701288937,2250.0768307079543,65285.884494258105,2585.0846653383455,261,0.685823754789272,0.8199233716475096
policyengine,LA,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,LA,2022,1141,0.4294478527607362,0.6529360210341806,0.09377738825591586,1091.5053087920599,67.88820181675084,668.955623153644,12227.454718018242,347.3173298688452,302,0.9238410596026491,0.9602649006622517
policyengine,LA,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,LA,2023,1157,0.4157303370786517,0.6499567847882455,0.09766637856525497,905.8043500012672,70.8356198255503,646.381575516385,6306.809242205574,353.0375424970312,336,0.9255952380952381,0.9523809523809523
policyengine,LA,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,LA,2024,1150,0.40869565217391307,0.6321739130434783,0.08869565217391304,1587.8984220866655,83.24596692570208,972.8545454898845,22567.942902992305,2.3150260691576867,347,0.9193083573487032,0.9596541786743515
policyengine,LA,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MA,2017,9979,0.4704880248521896,0.6579817616995691,0.08016835354243912,1699.8212910529166,23.16777630394631,1555.169641776125,24008.515496447777,300.1722817007294,7203,0.5760099958350687,0.7351103706788839
taxsim,MA,2017,10534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MA,2018,9804,0.4802121583027336,0.6610567115463076,0.08037535699714403,1846.318809924472,19.38983642140954,1371.8143899543577,22940.94415099688,-78.38234624741165,7153,0.5856284076611212,0.7395498392282959
taxsim,MA,2018,10711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MA,2019,9815,0.4815078960774325,0.649617931737137,0.07896077432501274,1954.9996675341076,19.592368254598114,1435.4547534959986,27457.605836871186,370.2075102224209,7133,0.5906350764054396,0.7452684704892752
taxsim,MA,2019,10699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MA,2020,9777,0.4290682213357881,0.6477447069653268,0.07967679247212847,1474.851383979555,29.998335533257887,1458.379677753319,24924.458396201244,278.7615600493482,6879,0.5300188980956534,0.736880360517517
taxsim,MA,2020,10736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MA,2021,1172,0.06228668941979522,0.0878839590443686,0.04522184300341297,14621.221882279297,953.1040928783456,12341.659713091569,286789.8365819887,11758.473149421769,261,0.19540229885057472,0.21455938697318008
policyengine,MA,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MA,2022,1141,0.24978089395267308,0.33304119193689746,0.06748466257668712,4149.646372962296,222.1882914976577,2346.01,64632.565705778135,-303.23416917043056,300,0.6333333333333333,0.67
policyengine,MA,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MA,2023,1157,0.31892826274848746,0.40881590319792566,0.06050129645635264,3462.227796747908,128.02237827535464,2758.701182465861,46591.401341144105,697.370202903265,336,0.7648809523809523,0.8095238095238095
policyengine,MA,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MA,2024,1150,0.31565217391304345,0.4121739130434783,0.06260869565217392,5997.616664417507,128.65939220468323,4246.775533834616,83990.21154121765,-566.4470843405337,346,0.7716763005780347,0.8323699421965318
policyengine,MA,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MD,2017,16848,0.4107905982905983,0.5411918328584995,0.13782051282051283,1419.0223154877472,63.466754946533605,1806.5382296337973,15508.128100536327,759.3340782727818,12092,0.5171187562024478,0.6246278531260337
taxsim,MD,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MD,2018,16697,0.4933820446786848,0.649817332454932,0.127208480565371,716.9809866963886,17.81780248657742,1631.0679984127182,7312.330497587561,-580.2995349283987,12037,0.6229957630638864,0.7528453933704411
taxsim,MD,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MD,2019,16513,0.21037970084176105,0.6359837703627444,0.12656694725367892,934.669998536552,68.87497064970057,1642.8451337433748,7833.7140893102,-793.5321605881984,11930,0.24224643755238895,0.7387259010896898
taxsim,MD,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MD,2020,16529,0.4568334442495009,0.5973743118155969,0.12208845060197228,847.8328078246655,37.576292451802146,1759.1008669466903,7804.906764425149,-661.359994678267,11502,0.5948530690314728,0.7294383585463398
taxsim,MD,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MD,2021,1172,0.2935153583617747,0.4462457337883959,0.08873720136518772,3436.010849379077,129.24888062732145,1651.2274388576184,40708.711766592605,-57.640689099180946,260,0.7884615384615384,0.8615384615384616
policyengine,MD,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MD,2022,1141,0.38475021910604734,0.5039439088518843,0.12795793163891322,1784.9756279566934,96.47971756752486,1462.7901884307685,18488.18093398315,167.39389005175698,298,0.8322147651006712,0.912751677852349
policyengine,MD,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MD,2023,1157,0.3716508210890233,0.5064822817631807,0.12013828867761452,1538.2729829520147,93.4374034022112,1351.8219326014118,21031.9162328408,241.42057869464966,336,0.8601190476190477,0.9136904761904762
policyengine,MD,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MD,2024,1150,0.3591304347826087,0.4765217391304348,0.09913043478260869,2469.8980182745913,130.47069346983267,1723.7189199127727,36513.091801312316,-327.1510851620589,345,0.8434782608695652,0.9130434782608695
policyengine,MD,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ME,2017,16848,0.6716524216524217,0.8309591642924976,0.02249525166191833,123.82191473044972,2.4884776426529243,205.85566784414837,1400.791479163824,65.37269080655713,12092,0.7952365200132319,0.9019186238835594
taxsim,ME,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ME,2018,16697,0.5957956519135174,0.7144996107085105,0.02533389231598491,190.49478789350007,4.94984750560252,549.3092556215503,1566.2971458080156,50.08716227279556,12037,0.7068206363711889,0.7834177951316773
taxsim,ME,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ME,2019,16513,0.591957851389814,0.7076848543571731,0.02579785623448192,194.674470261487,5.072875018292507,568.5614059863642,1684.6584618839777,65.4228059130485,11930,0.7042749371332775,0.7786253143336127
taxsim,ME,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,ME,2020,16529,0.5434690543892553,0.6816504325730535,0.02686187912154395,207.7244740588984,7.511257290521826,599.1108327286871,1711.812525576409,67.78410832927337,11502,0.7043992349156668,0.7796904886106764
taxsim,ME,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ME,2021,1172,0.07593856655290103,0.1407849829351536,0,3622.7471162438924,850.003110729152,2167.848585229199,17553.57964746717,1946.4925647649416,262,0.0648854961832061,0.10305343511450382
policyengine,ME,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ME,2022,1141,0.32427695004382123,0.43120070113935144,0.029798422436459245,1930.1152602887996,186.25781096733408,1487.660560529337,19284.107666920296,559.4925488081634,300,0.7166666666666667,0.8166666666666667
policyengine,ME,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ME,2023,1157,0.32843560933448573,0.42350907519446845,0.027657735522904063,1705.623488581519,200,1430.8778013137967,18677.344585791718,591.9500340163129,337,0.7299703264094956,0.8160237388724035
policyengine,ME,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,ME,2024,1150,0.32,0.42086956521739133,0.021739130434782608,2806.6449114140473,240,1860.6348573899395,35938.722089165305,-18.702541133940443,345,0.7188405797101449,0.8289855072463768
policyengine,ME,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MI,2017,15863,0.4542646409884637,0.6223286894030133,0.05005358381138498,286.91395213317406,28.4022992678845,847.8735620494704,2568.981800043184,127.19642249486478,11447,0.5549925744736612,0.7039398969162226
taxsim,MI,2017,4650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MI,2018,15770,0.4519340519974635,0.6171211160431198,0.05041217501585288,303.8119467842096,29.436248013193136,850.6686913969529,2649.804931545491,147.69025019373882,11400,0.5521929824561403,0.6986842105263158
taxsim,MI,2018,4745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MI,2019,15586,0.4616322340562043,0.6165789811369178,0.05094315411266521,299.2816704111733,25.844529501134275,850.4459418822424,2787.0265193375612,147.2499403479069,11307,0.5678783054744848,0.7009816927566994
taxsim,MI,2019,4928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MI,2020,15606,0.43566576957580416,0.5892605408176342,0.05081378956811483,298.7294859983382,37.90102286342881,850.00415599474,2627.2773469880954,154.9893451842425,10905,0.5554332874828061,0.6953690967446126
taxsim,MI,2020,4907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MI,2021,1172,0.3626279863481229,0.5324232081911263,0.023890784982935155,1942.433801805424,70.34518513214539,1299.5682022989595,10596.515896301005,798.8774266801094,261,0.5632183908045977,0.6360153256704981
policyengine,MI,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MI,2022,1141,0.38650306748466257,0.5048203330411919,0.03155127081507449,1301.4751324499969,92.04407701373111,1449.8986742587995,12247.957639234768,290.27403673297056,302,0.5165562913907285,0.5728476821192053
policyengine,MI,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MI,2023,1157,0.3811581676750216,0.5272255834053586,0.03025064822817632,1079.9798928073371,83.84346304475676,1440.1242592246472,9235.985149410757,327.88367684323833,337,0.5756676557863502,0.6795252225519288
policyengine,MI,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MI,2024,1150,0.37565217391304345,0.5017391304347826,0.025217391304347827,1778.7654403834922,95.67881285445907,1800.000121154842,21434.08993831503,-16.55045784093381,347,0.590778097982709,0.6628242074927954
policyengine,MI,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MN,2017,9033,0.717923170596701,0.8032768736853758,0.1894165836377726,654.102394615828,0.0369763201429123,438.2120752690734,13329.029600172013,-495.3304303311732,6873,0.8206023570493235,0.8670158591590281
taxsim,MN,2017,11480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MN,2018,8988,0.7432131731197151,0.8246550956831331,0.19514908767245215,137.0409459588088,0.07907336361876105,291.33879382936914,2018.8696728052264,51.298363284924015,6886,0.84185303514377,0.8883241359279698
taxsim,MN,2018,11527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MN,2019,8934,0.6725990597716588,0.7482650548466533,0.1881576001790911,224.88917256724153,0.00410390816864492,726.7422353726246,3269.764069091456,144.55818500294836,6839,0.7351952039771896,0.7954379295218599
taxsim,MN,2019,11580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MN,2020,8963,0.6597121499497935,0.7339060582394288,0.18464799732232512,236.23075616164053,0.03383831845985696,772.165884145687,3299.8528753040023,140.9479582056454,6535,0.734353481254782,0.7944912012241775
taxsim,MN,2020,11550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MN,2021,1172,0.27559726962457337,0.40784982935153585,0.10409556313993173,5824.0988817423595,232.30642957800484,2982.5827640968173,65437.626778359285,213.52569705648656,261,0.7624521072796935,0.8314176245210728
policyengine,MN,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MN,2022,1141,0.34005258545135847,0.4171779141104294,0.10429447852760736,3006.2121035200016,262.31940528663245,2661.574540657806,28460.080418366524,608.1010729643743,301,0.7541528239202658,0.8205980066445183
policyengine,MN,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MN,2023,1157,0.32757130509939497,0.4131374243733794,0.07519446845289542,2481.0865229202873,263.0558392540988,2564.204235310095,26527.658539647073,905.6038630093387,337,0.7418397626112759,0.7744807121661721
policyengine,MN,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MN,2024,1150,0.3191304347826087,0.4,0.07043478260869565,4029.613855178783,332.14856499908177,3378.5300464092848,57036.820464470686,-0.8800662677831329,345,0.7101449275362319,0.7797101449275362
policyengine,MN,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MO,2017,16848,0.38580246913580246,0.5294396961063628,0.19254510921177587,1825.039371068045,67.16917602032959,2433.743516377028,20701.320470513885,1202.0716277847534,12092,0.4085345683096262,0.5596261991399272
taxsim,MO,2017,3665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MO,2018,16697,0.5164400790561179,0.6146014254057615,0.2160867221656585,1518.172416691126,10.444764743272572,4222.333571110348,17464.856048117326,-1382.928928447905,12037,0.5701586774113151,0.6673589764891584
taxsim,MO,2018,3818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MO,2019,16513,0.5384242717858657,0.6193302246714709,0.21813116938169927,1836.4337365008012,5.977236432801874,4264.686957366013,22087.078502291104,-1707.224995111406,11930,0.5894383906119027,0.6675607711651299
taxsim,MO,2019,4001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
taxsim,MO,2020,16529,0.5103152035815839,0.5958618186218162,0.21271704277330752,1849.8581241286593,11.77785580809684,4435.293233110525,23321.504771791027,-1705.4053071310186,11502,0.5810293861937055,0.6634498348113371
taxsim,MO,2020,3984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MO,2021,1172,0.30631399317406144,0.43430034129692835,0.18771331058020477,3832.6779310710863,218.5998273903682,3252.7743265560284,47768.25008572044,-783.8879734645319,261,0.7203065134099617,0.8697318007662835
policyengine,MO,2021,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MO,2022,1141,0.3672217353198948,0.4548641542506573,0.18930762489044697,2770.952866721183,163.35882515956604,4428.689442189818,32454.233342886284,-1194.1423380512438,301,0.8106312292358804,0.8737541528239202
policyengine,MO,2022,389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MO,2023,1157,0.3656006914433881,0.45375972342264476,0.22904062229904926,3282.2283786473026,166.93328791399017,4838.243736911521,42764.329733122264,-2036.6188158850834,336,0.7589285714285714,0.8303571428571429
policyengine,MO,2023,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
policyengine,MO,2024,1150,0.3730434782608696,0.45565217391304347,0.21478260869565216,3842.603298012768,164.26300666467796,5663.346469232489,57067.98421081592,-2226.2338123313248,346,0.8005780346820809,0.8641618497109826
policyengine,MO,2024,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
